location,date,total_cases,new_cases,total_deaths,new_deaths,imported_cases,total_tests,new_tests,Import_2,total_cases_source_overseas,new_cases_source_overseas,total_cases_source_interstate,new_cases_source_interstate,total_cases_source_community,new_cases_source_community,total_cases_source_unknown,new_cases_source_unknown,total_cases_source_under_investigation,new_cases_source_under_investigation,data
QLD,2020-03-30,689,33,3,0,3,47025,2026,,548,71,3,3,97,10,20,-2,21,-18,
QLD,2020-03-31,743,55,3,0,2,49382,2357,,599,51,5,2,107,10,27,7,5,-16,
QLD,2020-04-01,781,55,3,0,2,50853,1471,,617,18,7,2,115,8,27,0,15,10,
QLD,2020-04-02,835,57,4,1,2,51785,932,,654,37,9,2,125,10,30,3,17,2,
QLD,2020-04-03,873,39,4,0,2,54441,2656,,669,15,11,2,124,-1,31,1,38,21,
QLD,2020-04-04,900,27,4,0,1,56157,1716,,704,35,12,1,137,13,31,0,16,-22,
QLD,2020-04-05,907,9,5,1,0,57795,1638,,707,3,12,0,140,3,32,1,16,0,
QLD,2020-04-06,921,14,5,0,1,58490,695,,724,17,13,1,149,9,33,1,2,-14,
QLD,2020-04-07,934,13,5,0,0,61834,3344,,724,0,13,0,149,0,33,0,15,13,
QLD,2020-04-08,943,9,5,0,0,63552,1718,,724,0,13,0,149,0,33,0,24,9,
QLD,2020-04-09,953,10,5,0,-1,66766,3214,,737,13,12,-1,151,2,32,-1,21,-3,
QLD,2020-04-10,965,13,5,0,0,69134,2368,,744,7,12,0,153,2,33,1,23,2,
QLD,2020-04-11,974,9,5,0,1,71499,2365,,745,1,13,1,154,1,36,3,26,3,
QLD,2020-04-12,983,12,5,0,1,72313,814,,748,3,14,1,156,2,39,3,26,0,
