location,date,total_cases,new_cases,total_deaths,new_deaths,imported_cases,total_tests,new_tests,Import_2,total_cases_source_overseas,new_cases_source_overseas,total_cases_source_interstate,new_cases_source_interstate,total_cases_source_community,new_cases_source_community,total_cases_source_unknown,new_cases_source_unknown,total_cases_source_under_investigation,new_cases_source_under_investigation,data
QLD,2020-02-26,8,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
QLD,2020-02-27,8,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
QLD,2020-02-28,9,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
QLD,2020-02-29,9,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
QLD,2020-03-1,9,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
QLD,2020-03-2,9,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
QLD,2020-03-3,10,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
QLD,2020-03-4,11,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
QLD,2020-03-5,13,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
QLD,2020-03-6,14,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
QLD,2020-03-7,14,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
QLD,2020-03-8,15,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
QLD,2020-03-9,15,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
QLD,2020-03-10,18,3,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
QLD,2020-03-11,20,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
QLD,2020-03-12,27,7,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
QLD,2020-03-13,35,8,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,
QLD,2020-03-14,46,11,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
QLD,2020-03-15,61,15,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
QLD,2020-03-16,68,7,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
QLD,2020-03-17,78,10,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
QLD,2020-03-18,94,16,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
QLD,2020-03-19,144,50,1,0,0,27064,27064,,0,0,0,0,0,0,0,0,0,0,
QLD,2020-03-20,184,40,1,0,0,28386,1322,,0,0,0,0,0,0,0,0,0,0,
QLD,2020-03-21,221,37,1,0,0,29867,1481,,0,0,0,0,0,0,0,0,0,0,
QLD,2020-03-22,259,38,1,0,0,31309,1442,,0,0,0,0,0,0,0,0,0,0,
QLD,2020-03-23,319,60,1,0,0,32394,1085,,0,0,0,0,0,0,0,0,0,0,
QLD,2020-03-24,397,78,1,0,0,37334,4940,,0,0,0,0,0,0,0,0,0,0,
QLD,2020-03-25,443,46,2,1,0,38860,1526,,0,0,0,0,0,0,0,0,0,0,
QLD,2020-03-26,493,50,2,0,0,40946,2086,,0,0,0,0,0,0,0,0,0,0,
QLD,2020-03-27,555,62,2,0,0,42965,2019,,0,0,0,0,0,0,0,0,0,0,
QLD,2020-03-28,625,70,2,0,0,44999,2034,,477,477,0,0,87,87,22,22,39,39,
QLD,2020-03-29,656,31,3,1,0,44999,0,,477,0,0,0,87,0,22,0,39,0,
