dsct,dsct_day,dsct_day_av,dsct_day_md,dsct_day_sd,outbreak_prob,control_prob,contained_prob,first_case_day,first_case_day_av,first_case_day_md,first_case_day_sd,first_case_inf,first_case_inf_av,first_case_inf_md,first_case_inf_sd,iq_factor,cluster_size,poisson_lambda,num_tests,label,beta,sct,sct_day,sct_day_av,sct_day_md,sct_day_sd,resurgence_prob,sct_control_prob,sct_contained_prob
True,40,38.5933014354067,38,8.28569720034106,83.6000000000001,16.4,0,26,26.2224489795918,23,10.5163384119348,5,6.5265306122449,5,5.61796591521995,0.2,0,0.25,6260,distributed,0.028231366,True,27,29.1131498470948,26,11.9218676388791,98.1000000000001,1.9,0
True,36,36.8910386965377,36,6.94313102074355,98.2000000000001,1.8,0,23,22.109,21,5.47129957139983,6,7.099,5,6.19412616920256,0.2,0,0.3,6260,distributed,0.028231366,True,23,24.084,23,7.5167109828701,100,0,0
True,33,33.4412955465587,32.5,7.9610384206154,98.8000000000001,1.2,0,20,18.3413413413413,17,5.8914609321048,8,6.7977977977978,5,5.84785024668577,0.2,0,0.33,6260,distributed,0.028231366,True,19,20.587,19,8.5003782857,100,0,0
True,36,36.693009118541,36,8.13475549562336,98.7000000000001,1.3,0,24,22.036,21,6.75120018959592,8,7.216,6,5.9293628662783,0.2,0,0.35,6260,distributed,0.028231366,True,23,23.679,23,8.33330420661576,100,0,0
True,29,29.6906906906907,29,6.84808876571899,99.9000000000001,0.1,0,17,15.261,15,4.65713205739326,7,7.623,6,6.41629729672807,0.2,0,0.4,6260,distributed,0.028231366,True,14,16.518,15,6.60164191697793,100,0,0
True,32,32.1335341365462,31.5,6.48176620469829,99.6000000000001,0.4,0,19,17.675,17,4.60362628804728,6,7.304,6,6.21494843100086,0.2,0,0.45,6260,distributed,0.028231366,True,19,19.298,18,6.50916246532532,100,0,0
True,36,37.1584258324924,37,6.84955286970858,99.1000000000001,0.9,0,24,22.903,23,5.05268156526809,7,7.387,6,6.10534446202669,0.2,0,0.5,6260,distributed,0.028231366,True,24,24.16,23,6.91624175401641,100,0,0
True,32,32.4572864321608,32,7.37978596422387,99.5000000000001,0.5,0,19,17.845,17,5.73802884272988,6,7.233,6,5.97718253025621,0.2,0,0.55,6260,distributed,0.028231366,True,19,19.317,18.5,7.51641610077569,100,0,0
True,28,28.815,28,4.86505652587922,100,0,0,17,16.246,16,3.40814964460189,8,8.642,7,6.29411121604949,0.2,0,0.6,6260,distributed,0.028231366,True,16,15.583,15,4.26299319727348,100,0,0
True,33,34.079797979798,33,7.96093339786538,99.0000000000001,1,0,21,19.244,18,6.44798138955131,6,6.803,5,5.73918034217431,0.2,0,0.65,6260,distributed,0.028231366,True,21,21.167,20,8.1293979481878,100,0,0
True,28,28.649,28,5.74036575489751,100,0,0,15,14.37,14,3.22041922736777,6,7.479,6,6.35197284314094,0.2,0,0.7,6260,distributed,0.028231366,True,15,15.284,15,5.40771153076789,100,0,0
True,26,26.271,26,4.72837805172133,100,0,0,14,12.865,13,3.02865894415334,7,7.897,7,5.52742173169372,0.2,0,0.75,6260,distributed,0.028231366,True,13,12.802,12,4.44890952931165,100,0,0
True,29,29.865,29,5.73155956088742,100,0,0,17,16.114,16,3.92975877122248,6,7.678,6,5.85049707289902,0.2,0,0.8,6260,distributed,0.028231366,True,16,16.589,16,5.37457709964235,100,0,0
True,24,24.619,24,4.49108439021134,100,0,0,13,11.434,11,3.00027398748848,7,8.128,7,6.1305477732418,0.2,0,0.85,6260,distributed,0.028231366,True,11,11.6533066132265,10,4.10484391607367,99.8000000000001,0.2,0
True,28,28.739,28,4.59487529754617,100,0,0,16,15.528,15,2.75158427092466,6,7.801,7,5.81269292152957,0.2,0,0.9,6260,distributed,0.028231366,True,15,15.657,15,4.38581246749106,100,0,0
True,22,22.205,22,4.01085714031303,100,0,0,10,9.46,9,2.53976376854226,6,8.434,7,5.59550212224068,0.2,0,0.95,6260,distributed,0.028231366,True,9,9.02802802802803,8,3.77696712931303,99.9000000000001,0.1,0
True,26,26.195,26,4.71412505137486,100,0,0,14,12.931,13,3.0676112856749,10,7.967,6,6.10212348285415,0.2,0,1,6260,distributed,0.028231366,True,13,13.139,13,4.3055405003321,100,0,0
True,26,26.112,26,4.91685427890638,100,0,0,13,12.588,13,2.94520899088673,8,7.821,7,5.74377567458897,0.2,0,1.05,6260,distributed,0.028231366,True,13,12.749,12,4.55719200824367,100,0,0
True,26,25.804,26,4.10652943493651,100,0,0,14,13.279,13,2.87317924954222,8,8.749,7,6.16441392185827,0.2,0,1.1,6260,distributed,0.028231366,True,14,12.626,13,3.69379533813123,100,0,0
True,27,27.29,27,5.09390812637998,100,0,0,15,13.577,13,3.61553191107477,7,7.797,6,6.36818584841868,0.2,0,1.15,6260,distributed,0.028231366,True,13,14.271,14,5.01632923560645,100,0,0
False,,52.938679245283,54,2.94621825891971,21.2,76.1000000000001,2.7,,45.4432432432432,45,5.2547639753207,,6.65765765765766,5,5.95159982352462,0.3,0,0.05,6260,distributed,0.028231366,True,57,46.5910714285714,47,6.05795748186143,56,42.4,1.6
False,,45.6354838709677,46,6.36872643302977,31,68.3000000000001,0.7,,35.597619047619,34,8.50168017274451,,7.18333333333333,6,5.85639319631471,0.3,0,0.1,6260,distributed,0.028231366,False,,38.9405520169851,38,10.6288810028413,47.1,52.6,0.3
True,55,44.3019538188277,45,7.5231635019981,56.3,43.3,0.4,43,35.9324009324009,34,10.5572078612324,7,6.77738927738928,5,6.13774304509597,0.3,0,0.1428,6260,distributed,0.028231366,True,41,37.9211764705882,38,11.2978768866247,85.0000000000001,15,0
True,48,41.2837273991655,42,9.53786973724092,71.9000000000001,28,0.1,36,30.3344334433443,30,11.1824715614916,8,7.34433443344334,5,7.16267240924571,0.3,0,0.15,6260,distributed,0.028231366,True,33,32.6008869179601,32,12.5049134152859,90.2000000000001,9.80000000000001,0
False,,53.5265486725664,55,2.24824484932096,22.6,74.7000000000001,2.7,51,47.0872235872236,47,4.288549282111,6,6.84520884520885,5,6.4966913063002,0.3,0,0.167,6260,distributed,0.028231366,True,51,47.7391857506361,48,5.33788765614441,78.6000000000001,20.8,0.6
True,32,33.1291624621594,32,6.62757801294733,99.1000000000001,0.9,0,19,18.196,18,4.172,6,6.895,5,5.52593657220204,0.3,0,0.2,6260,distributed,0.028231366,True,19,19.972,19,6.81228419841686,100,0,0
True,34,34.0743801652893,33,8.65158017311508,96.8000000000001,3.2,0,20,19.5325977933801,18,7.76369857854946,5,6.97893681043129,5,6.37136882428763,0.3,0,0.25,6260,distributed,0.028231366,True,20,21.728184553661,20,9.73569150503887,99.7000000000001,0.3,0
True,35,35.3724899598394,35,6.96194519862763,99.6000000000001,0.4,0,23,21.362,21,4.99289054556577,7,7.616,6,6.20004387081253,0.3,0,0.3,6260,distributed,0.028231366,True,22,22.355,22,6.9363517067692,100,0,0
True,39,39.8497297297297,39,7.34524022622869,92.5000000000001,7.30000000000001,0.2,27,25.6442885771543,24,7.12040186297588,6,6.75951903807615,5,6.24790823265721,0.3,0,0.33,6260,distributed,0.028231366,True,26,28.289156626506,27,9.05265292560874,99.6000000000001,0.4,0
True,30,31.2874371859296,30,7.30318254882978,99.5000000000001,0.5,0,18,16.509,15,5.72170595189931,6,7.216,6,6.22810918337179,0.3,0,0.35,6260,distributed,0.028231366,True,17,18.243,17,7.56888043240214,100,0,0
True,32,33.0837589376915,32,7.97500767798064,97.9000000000001,2.1,0,18,17.6586586586587,17,6.33677815297037,5,6.56556556556557,5,5.87554060771333,0.3,0,0.4,6260,distributed,0.028231366,True,19,20.2652652652653,18,8.7571337831965,99.9000000000001,0.1,0
True,38,37.9704383282365,38,7.91842602124588,98.1000000000001,1.9,0,26,23.893,24,7.20427310698311,6,7.12,6,5.77040726465646,0.3,0,0.45,6260,distributed,0.028231366,True,26,25.2,25,8.38534435786629,100,0,0
True,35,35.6337033299697,35,6.65997232661673,99.1000000000001,0.9,0,23,21.475,21,4.86306230681862,6,7.299,6,5.89877945002184,0.3,0,0.5,6260,distributed,0.028231366,True,22,22.641,22,6.71491764655383,100,0,0
True,36,36.8974358974359,36,8.60803104975715,97.5000000000001,2.5,0,24,22.561,21,7.2443273669817,8,6.934,5,5.9381515642496,0.3,0,0.55,6260,distributed,0.028231366,True,23,24.3623623623624,23,9.24934458218661,99.9000000000001,0.1,0
True,29,30.474,29.5,6.59949422304467,100,0,0,17,15.489,15,4.30324052314067,7,6.696,5,5.43466503107597,0.3,0,0.6,6260,distributed,0.028231366,True,16,17.05,16,6.50718833291307,100,0,0
True,33,33.55,33,4.71948090365879,100,0,0,21,20.435,20,2.87780732503064,6,8.43,7,6.16044641239578,0.3,0,0.65,6260,distributed,0.028231366,True,21,20.361,20,4.34173686443571,100,0,0
True,29,29.475,29,5.23616032986004,100,0,0,17,15.692,15,3.33753441929817,9,7.476,6,5.55926469958033,0.3,0,0.7,6260,distributed,0.028231366,True,16,16.422,16,4.91791785209961,100,0,0
True,27,27.677,27,5.51712524780796,100,0,0,15,14.023,14,3.67593131056607,8,8.129,6,7.12463044655651,0.3,0,0.75,6260,distributed,0.028231366,True,14,14.532,14,5.08831760015037,100,0,0
True,29,29.405,29,4.60314837909881,100,0,0,18,17.056,17,3.225657142351,8,9.105,8,6.32423710814198,0.3,0,0.8,6260,distributed,0.028231366,True,18,16.444,17,4.16183421101802,100,0,0
True,28,28.443,28,4.80528365447868,100,0,0,17,15.482,15,3.62900482226188,9,8.265,7,5.7746666570461,0.3,0,0.85,6260,distributed,0.028231366,True,17,15.464,16,4.5193698675811,100,0,0
True,25,25.352,25,4.44860607381683,100,0,0,13,12.498,12,2.73788166289195,7,8.422,7,6.03671400680867,0.3,0,0.9,6260,distributed,0.028231366,True,12,12.179,11,4.20582441383375,100,0,0
True,26,26.412,26,4.44142499655235,100,0,0,15,13.595,13,3.53680293485515,7,8.091,7,6.24137156400739,0.3,0,0.95,6260,distributed,0.028231366,True,15,13.775,14,4.21715247530843,100,0,0
True,27,27.834,27,4.83533287375337,100,0,0,16,14.667,14,3.57212975688174,7,8.306,6,6.7390180293571,0.3,0,1,6260,distributed,0.028231366,True,15,14.758,15,4.60515320049182,100,0,0
True,26,26.839,26,4.74205430167138,100,0,0,15,13.787,14,2.87082409771132,7,8.276,7,5.96622359621227,0.3,0,1.05,6260,distributed,0.028231366,True,15,13.824,14,4.4390341291772,100,0,0
True,27,26.999,27,4.79072009201122,100,0,0,15,13.501,13,3.40382123502395,8.5,7.789,6,6.08970270210295,0.3,0,1.1,6260,distributed,0.028231366,True,14,13.992,13,4.47503474846844,100,0,0
True,21,21.833,22,3.46166303963861,100,0,0,11,10.062,10,2.30350949639892,9,9.118,8,6.07602468724412,0.3,0,1.15,6260,distributed,0.028231366,True,7,8.7,8,3.04795013082563,100,0,0
True,43,38.9767141009056,39,9.10450898724675,77.3000000000001,22.6,0.1,30,26.7175398633257,25,10.3776058772106,6,7.30296127562642,6,6.30393920855821,0.4,0,0.05,6260,distributed,0.028231366,True,30,28.6712328767123,27,11.5410383045323,87.6000000000001,12.3,0.1
False,,43.4029484029484,43,8.3120817992626,40.7,58.7,0.6,52,36.4166666666667,36,11.8256038918699,7,6.67438271604938,5,5.71497582611113,0.4,0,0.1,6260,distributed,0.028231366,True,51,38.6891495601173,40,12.4284521102749,68.2000000000001,31.5,0.3
False,,47.9236947791165,48,5.28031511503519,49.8,49.2,1,45,38.3740053050398,37,7.32718951841009,7,6.97877984084881,5,6.23709920305677,0.4,0,0.1428,6260,distributed,0.028231366,True,45,40.4126149802891,40,8.75558308054959,76.1000000000001,23.7,0.2
True,55,41.4519572953737,43,10.622711421683,56.2,43.8,0,42,32.1410090556274,35,12.9147683653774,6,6.90038809831824,5,6.58346058525313,0.4,0,0.15,6260,distributed,0.028231366,True,41,35.7303102625298,38,13.9583017837613,83.8000000000001,16.2,0
True,41,38.6804347826087,39,10.3446083323679,92.0000000000001,8.00000000000001,0,29,25.877755511022,25,10.8366947950243,8,7.33867735470942,6,6.33512388540232,0.4,0,0.167,6260,distributed,0.028231366,True,28,27.578313253012,27,11.7454123132352,99.6000000000001,0.4,0
True,33,33.7392670157068,32,8.78957482707466,95.5000000000001,4.5,0,20,19.1949748743719,17,8.23561177941738,6,7.02311557788945,5,6.0955926364593,0.4,0,0.2,6260,distributed,0.028231366,True,20,21.6538849646821,19,10.2091292193627,99.1000000000001,0.9,0
True,37,36.846408839779,36,8.00618896162235,90.5000000000001,9.30000000000001,0.2,23,22.7016129032258,20,8.51147691849229,5,6.30645161290323,5,5.59979466696546,0.4,0,0.25,6260,distributed,0.028231366,True,24,25.8840725806452,23,10.6747964184511,99.2000000000001,0.8,0
True,48,41.4606580829757,41,8.8876043379972,69.9,30.1,0,34,31.0413407821229,30,11.0136264199122,5,7.09162011173184,5,6.29200851225225,0.4,0,0.3,6260,distributed,0.028231366,True,35,34.0479825517993,33,12.553218826627,91.7000000000001,8.30000000000001,0
True,33,33.7026209677419,33,7.14843156053756,99.2000000000001,0.8,0,20,19.041,18.5,5.09306577613131,6,7.102,6,5.9448798137557,0.4,0,0.33,6260,distributed,0.028231366,True,19,20.866,20,7.66524911532561,100,0,0
True,31,32.6625641025641,31,8.27290812290294,97.5000000000001,2.5,0,19,17.6763527054108,16,6.8125828063102,6,7.05310621242485,6,6.08475421347636,0.4,0,0.35,6260,distributed,0.028231366,True,18,20.1472945891784,18,9.21189805778618,99.8000000000001,0.2,0
True,27,27.9399399399399,27,6.67824792829588,99.9000000000001,0.1,0,14,12.71,12,4.18089703293444,6,6.943,6,5.88334522189545,0.4,0,0.4,6260,distributed,0.028231366,True,14,14.668,13,6.56976224836181,100,0,0
True,31,32.3293293293293,31,6.90944216573902,99.9000000000001,0.1,0,19,17.801,17,5.24798999617949,7,7.207,6,5.85919371586228,0.4,0,0.45,6260,distributed,0.028231366,True,19,19.169,19,6.85568661769191,100,0,0
True,29,29.8048048048048,29,6.35116321717117,99.9000000000001,0.1,0,17,15.665,15,4.29729857003211,7,7.542,6,5.86295454527834,0.4,0,0.5,6260,distributed,0.028231366,True,17,16.552,16,6.10911581163756,100,0,0
True,27,28.001001001001,27,6.62637969836516,99.9000000000001,0.1,0,15,12.977,12,4.26057167525674,7,6.95,6,5.76814528249766,0.4,0,0.55,6260,distributed,0.028231366,True,13,14.8577154308617,14,6.34131059255458,99.8000000000001,0.2,0
True,26,26.076,26,4.98520049747249,100,0,0,13,12.087,12,3.2269848155825,7,7.405,6,5.91176581065252,0.4,0,0.6,6260,distributed,0.028231366,True,13,12.795,12,4.49477196306999,100,0,0
True,30,31.034,31,6.10826030879497,100,0,0,18,16.812,16,4.53879455362324,7,7.228,6,5.53967652485233,0.4,0,0.65,6260,distributed,0.028231366,True,17,17.828,17,5.98585131789957,100,0,0
True,32,32.114,32,5.35938466617204,100,0,0,20,18.931,19,3.75396310583895,6,8.196,7,5.92060672566587,0.4,0,0.7,6260,distributed,0.028231366,True,19,19,19,5.0029991005396,100,0,0
True,29,29.023,29,4.90657426316977,100,0,0,17,16.181,16,3.40708658533944,7,8.374,7,6.23924065892637,0.4,0,0.75,6260,distributed,0.028231366,True,16,15.899,15,4.52115018551696,100,0,0
True,26,26.627,26,5.71785545462632,100,0,0,14,12.104,12,3.7418156020841,7,7.156,6,5.97475221243526,0.4,0,0.8,6260,distributed,0.028231366,True,13,13.515,12.5,5.50361472125366,100,0,0
True,25,25.823,26,4.51682089527579,100,0,0,14,13.007,13,3.22969828312182,8,8.335,7,5.93032671949868,0.4,0,0.85,6260,distributed,0.028231366,True,13,12.713,12,4.21053808912828,100,0,0
True,25,25.866,25,4.59652520932933,100,0,0,14,13.324,13,3.02870005117707,8,8.69,7,6.27215274048711,0.4,0,0.9,6260,distributed,0.028231366,True,12,13.002,12,4.07725348733679,100,0,0
True,27,27.64,27,4.91227035086629,100,0,0,16,14.584,14,3.38274208298534,7,8.103,7,6.17757161026888,0.4,0,0.95,6260,distributed,0.028231366,True,14,14.597,14,4.61460626706115,100,0,0
True,27,27.92,27,5.04337188793371,100,0,0,16,15.037,15,3.44407186336174,9,8.661,7,6.5846851860966,0.4,0,1,6260,distributed,0.028231366,True,14,14.792,15,4.67747111161576,100,0,0
True,22,23.148,22,5.06932894967371,100,0,0,10,9.122,9,2.91806716852097,6,7.592,6,6.05570276681411,0.4,0,1.05,6260,distributed,0.028231366,True,9,10.0120481927711,9,4.79874642910523,99.6000000000001,0.4,0
True,21,21.56,21,3.52539359504723,100,0,0,10,9.683,10,2.05779274952557,9,8.812,8,6.09447750016357,0.4,0,1.1,6260,distributed,0.028231366,True,9,8.63063063063063,8,3.30963084936398,99.9000000000001,0.1,0
True,24,24.348,24,4.77104768368542,100,0,0,12,10.87,10,2.93003412949406,7,7.648,6,5.65810003446387,0.4,0,1.15,6260,distributed,0.028231366,True,10,11.437875751503,11,4.44895884068682,99.8000000000001,0.2,0
False,,51.7541528239203,52,3.38346934578313,30.1,67.8000000000001,2.1,55,43.0389830508475,42,5.47259790039189,6,7.04406779661017,5,6.42965247199706,0.5,0,0.05,6260,distributed,0.028231366,True,55,44.5034129692833,44,6.88576872086465,58.6000000000001,40.4,1
True,40,38.9342105263158,38,8.0406697674849,83.6000000000001,16.1,0.3,28,26.0237324703344,24,8.70401944903644,6,7.15857605177993,6,6.29615122932006,0.5,0,0.1,6260,distributed,0.028231366,True,28,27.9978260869565,26,10.5024839531963,92.0000000000001,7.80000000000001,0.2
True,53,43.5638841567292,44,7.67530546913294,58.7,40.5,0.8,40,34.3031784841076,33,10.4314511584593,6,7.23838630806846,5,6.37773045892944,0.5,0,0.1428,6260,distributed,0.028231366,True,39,37.0348432055749,36,11.6979481758956,86.1000000000001,13.6,0.3
True,38,36.9234184239734,36,8.63270218569592,90.1000000000001,9.90000000000001,0,25,24.0040650406504,22,9.18010750042433,6,7.13922764227642,6,6.31731439712173,0.5,0,0.15,6260,distributed,0.028231366,True,24,25.7659137577002,24,10.8341344148127,97.4000000000001,2.6,0
True,46,43.2029177718833,43,6.74624894113254,75.4000000000001,24,0.6,33,30.628507295174,29,8.04142165951168,5,6.65881032547699,5,5.95326715597963,0.5,0,0.167,6260,distributed,0.028231366,True,33,33.6618784530387,32,9.93651310088257,90.5000000000001,9.30000000000001,0.2
True,48,42.8253382533825,45,9.83674850728368,81.3000000000001,18.7,0,36,31.9574898785425,34,10.653743073332,8,7.61842105263158,6,6.72050044653406,0.5,0,0.2,6260,distributed,0.028231366,True,34,33.369918699187,35,11.6234689346464,98.4000000000001,1.6,0
True,38,38.0923076923077,38,7.51393183344334,97.5000000000001,2.5,0,26,24.421,24,6.27453257223198,7,7.564,6,6.50768038551372,0.5,0,0.25,6260,distributed,0.028231366,True,26,25.637,25,8.16193794389543,100,0,0
True,39,38.5606557377049,38,7.53174582672725,91.5000000000001,8.50000000000001,0,26,24.3137860082304,23,7.00274015059526,7,6.87962962962963,5,5.96413463299069,0.5,0,0.3,6260,distributed,0.028231366,True,26,26.8458376156218,25,9.61258145037673,97.3000000000001,2.7,0
