dsct,dsct_day,dsct_day_av,dsct_day_md,dsct_day_sd,outbreak_prob,control_prob,contained_prob,first_case_day,first_case_day_av,first_case_day_md,first_case_day_sd,first_case_inf,first_case_inf_av,first_case_inf_md,first_case_inf_sd,iq_factor,cluster_size,poisson_lambda,num_tests,label,beta,sct,sct_day,sct_day_av,sct_day_md,sct_day_sd,resurgence_prob,sct_control_prob,sct_contained_prob
True,32,33.066599394551,32,7.97660583239565,99.1000000000001,0.9,0,20,18.457,18,6.37292326958359,7,7.226,5.5,6.30229513748761,0.5,0,0.33,6260,distributed,0.028231366,True,19,20.337,20,8.39877556552144,100,0,0
True,34,35.0359342915811,34,8.25888497352696,97.4000000000001,2.6,0,22,20.594,19,7.42638296884829,6,7.19,5,6.47270422621025,0.5,0,0.35,6260,distributed,0.028231366,True,21,22.5745745745746,21,9.19569219521529,99.9000000000001,0.1,0
True,34,34.833836858006,34,8.06466707725993,99.3000000000001,0.7,0,22,20.426,20,6.60291783986443,6,7.21,6,6.26257934081477,0.5,0,0.4,6260,distributed,0.028231366,True,21,22.022,21,8.16991529943854,100,0,0
True,32,32.3243243243243,32,6.37915453108407,99.9000000000001,0.1,0,20,18.528,18,4.65738295612461,9,7.493,6,5.64853529687122,0.5,0,0.45,6260,distributed,0.028231366,True,20,19.357,19,6.15577379376468,100,0,0
True,28,28.855,28,5.8501260670177,100,0,0,16,15.384,15,3.7831923028046,8,7.905,7,6.03671889357124,0.5,0,0.5,6260,distributed,0.028231366,True,16,15.852,15,5.55464634337777,100,0,0
True,30,30.285,30,6.25713792400327,100,0,0,18,16.604,16,4.57046868493812,8.5,7.96,6,6.38141050238895,0.5,0,0.55,6260,distributed,0.028231366,True,17,17.233,17,6.15684261614669,100,0,0
True,29,29.384,29,5.61858914675206,100,0,0,17,15.806,16,3.84452389770177,7,7.739,6,6.38364151562413,0.5,0,0.6,6260,distributed,0.028231366,True,16,16.392,16,5.40669362919705,100,0,0
True,28,28.303,28,5.54357204336698,100,0,0,16,14.852,14,4.23203213598385,7,7.885,7,6.02310343593732,0.5,0,0.65,6260,distributed,0.028231366,True,15,15.351,15,5.23429068738067,100,0,0
True,30,31.27,31,6.24316426181468,100,0,0,19,17.244,16,4.6840649013437,7,7.504,6,6.20870227986493,0.5,0,0.7,6260,distributed,0.028231366,True,18,18.275,17,5.97573217271323,100,0,0
True,26,26.515,26,4.74191680652455,100,0,0,14,13.311,13,3.24442275297163,6,8.086,7,6.10955022894485,0.5,0,0.75,6260,distributed,0.028231366,True,13,13.388,13,4.60037563683663,100,0,0
True,30,30.65,30.5,5.36428000760587,100,0,0,19,17.688,17,4.26293983068023,8,8.277,7,6.61968813464804,0.5,0,0.8,6260,distributed,0.028231366,True,18,17.613,18,5.00651885045887,100,0,0
True,23,23.808,23,4.11231516301949,100,0,0,12,11.566,11,2.72206612704394,8,8.886,8,5.80094854312637,0.5,0,0.85,6260,distributed,0.028231366,True,11,10.9729458917836,11,3.56815540652146,99.8000000000001,0.2,0
True,27,27.168,27,4.95174474301735,100,0,0,15,13.961,14,3.27345062586867,9,7.912,6,6.25381931302784,0.5,0,0.9,6260,distributed,0.028231366,True,14,14.046,14,4.61409622786521,100,0,0
True,25,25.587,25,4.71512788797929,100,0,0,13,12.411,12,3.10098032886376,7,8.119,7,5.90583093222283,0.5,0,0.95,6260,distributed,0.028231366,True,11,12.525,12,4.42011029274157,100,0,0
True,26,25.984,26,4.23246311265674,100,0,0,14,13.27,13,3.22197144618012,7,8.25,7,5.95075625446044,0.5,0,1,6260,distributed,0.028231366,True,13,12.821,13,3.78509696044897,100,0,0
True,26,26.546,26,5.30187551721087,100,0,0,14,12.976,13,2.91160162110135,8,8.136,6,6.33762605397321,0.5,0,1.05,6260,distributed,0.028231366,True,12,13.38,13,4.95979838299905,100,0,0
True,25,25.41,25,4.87400246204287,100,0,0,13,11.433,11,3.30265211610306,7,7.22,6,6.17151521103205,0.5,0,1.1,6260,distributed,0.028231366,True,12,12.65,12,4.7706917737368,100,0,0
True,25,25.58,25,4.1431389066745,100,0,0,14,13.421,13,2.75749143244363,7,8.654,7,6.06665344320903,0.5,0,1.15,6260,distributed,0.028231366,True,10,12.377,12,3.95485410603223,100,0,0
True,55,45.6557971014493,46,6.27056059389675,55.2,43.9,0.9,42,35.1010638297872,33,8.51143779489407,6,6.6063829787234,5,6.21013770551124,0.6,0,0.05,6260,distributed,0.028231366,True,42,37.1130790190736,36,9.59149362300713,73.4000000000001,26,0.6
True,46,37.4102167182663,36,9.48799898402372,64.6000000000001,35.4,0,33,26.3324873096447,23,12.2820536984606,6,6.71319796954315,5.5,5.59404854404145,0.6,0,0.1,6260,distributed,0.028231366,True,33,29.5402010050251,27,13.629046057667,79.6000000000001,20.4,0
True,35,35.6453362255965,35,7.5404207194724,92.2000000000001,7.7,0.1,23,21.2392197125257,20,7.10548720828676,7,6.91786447638604,5,6.0876072618601,0.6,0,0.1428,6260,distributed,0.028231366,True,22,23.6832814122534,22,9.19977881527522,96.3000000000001,3.7,0
True,38,37.599537037037,37,7.8936390101589,86.4000000000001,13.4,0.2,26,24.1427072402938,22,8.23899258143215,6,6.96747114375656,5,6.86230878440523,0.6,0,0.15,6260,distributed,0.028231366,True,25,26.5267094017094,24,10.0244003734476,93.6000000000001,6.4,0
False,,47.432967032967,48,5.25141644827364,45.5,53.3,1.2,48,37.3443396226415,35,7.31862335650237,5,7.47641509433962,6,6.44871473548384,0.6,0,0.167,6260,distributed,0.028231366,True,49,39.516975308642,38,9.0348957641207,64.8,34.5,0.7
True,38,37.794363256785,38,7.51105584298208,95.8000000000001,4.1,0.1,25,24.054054054054,24,6.27347093072086,6,7.22322322322322,6,6.04481273342718,0.6,0,0.2,6260,distributed,0.028231366,True,25,25.6218655967904,25,8.84426970698767,99.7000000000001,0.3,0
True,38,35.9778037383178,36,9.02997204737836,85.6000000000001,14.4,0,26,23.3600427350427,22,10.1505581505356,7,7.1474358974359,6,6.24274397999285,0.6,0,0.25,6260,distributed,0.028231366,True,25,25.0205627705628,23,11.3104847973001,92.4000000000001,7.60000000000001,0
True,41,40.6338329764454,40,7.48994835908646,93.4000000000001,6.4,0.2,28,27.2106318956871,26,7.37774087938549,6,7.21965897693079,6,6.30779354944655,0.6,0,0.3,6260,distributed,0.028231366,True,28,28.8068410462777,27,9.17924094173828,99.4000000000001,0.6,0
True,34,34.4702868852459,34,8.68088265605455,97.6000000000001,2.4,0,21,19.939,18,7.81071565223059,6,6.715,5,5.68522426998267,0.6,0,0.33,6260,distributed,0.028231366,True,20,22.1401401401401,21,9.55760054137485,99.9000000000001,0.1,0
True,34,35.1100917431193,34,7.51336628126132,98.1000000000001,1.9,0,22,20.723,20,5.77323747995871,6,7.26,6,6.42513813081089,0.6,0,0.35,6260,distributed,0.028231366,True,20,22.4164164164164,21,8.10360655572448,99.9000000000001,0.1,0
True,31,32.5678137651822,31,7.44048290829543,98.8000000000001,1.2,0,19,18.1633266533066,17,5.78128222835721,6,7.18937875751503,5,6.05231099263188,0.6,0,0.4,6260,distributed,0.028231366,True,19,19.9119119119119,18,7.9967616223502,99.9000000000001,0.1,0
True,32,32.5385385385385,32,6.4615801693201,99.9000000000001,0.1,0,20,19.123,19,4.37285616045166,7,8.343,7,6.69054190630325,0.6,0,0.45,6260,distributed,0.028231366,True,19,19.424,19,6.15745272007833,100,0,0
True,30,30.574,30,5.75469582167468,100,0,0,18,17.297,17,3.9151999948917,7,8.026,6,6.15737963747567,0.6,0,0.5,6260,distributed,0.028231366,True,18,17.758,17,5.38808277590462,100,0,0
True,34,35.3987975951904,35,6.65671858815122,99.8000000000001,0.2,0,22,21.412,21,4.66757495922669,6,7.544,6,6.07091953496338,0.6,0,0.55,6260,distributed,0.028231366,True,22,22.463,22,6.33471633145479,100,0,0
True,28,28.273,28,5.60093483268642,100,0,0,16,14.325,14,3.90017627806744,8,7.27,6,5.78075254616559,0.6,0,0.6,6260,distributed,0.028231366,True,14,15.354,15,5.44726390034483,100,0,0
True,27,27.648,27,5.65597878355285,100,0,0,15,13.574,13,3.61642420078176,6,7.415,6,5.83461866791653,0.6,0,0.65,6260,distributed,0.028231366,True,14,14.464,14,5.3677466408168,100,0,0
True,27,27.592,27,5.78805114006433,100,0,0,15,13.494,13,3.91228373204194,7,7.389,6,6.14928280370971,0.6,0,0.7,6260,distributed,0.028231366,True,14,14.547,13,5.56127602264085,100,0,0
True,31,31.785,31,6.05597019477474,100,0,0,20,18.601,18,5.01595444556667,7,7.928,6,6.03910721878657,0.6,0,0.75,6260,distributed,0.028231366,True,20,18.94,19,5.73274803213956,100,0,0
True,27,27.445,27,5.09989950881387,100,0,0,15,13.846,14,3.97571176017578,6,7.536,6,5.82672326440856,0.6,0,0.8,6260,distributed,0.028231366,True,15,14.6022044088176,14,5.00691657384618,99.8000000000001,0.2,0
True,27,27.356,27,4.60947545822732,100,0,0,16,14.622,14,3.03465253365192,8,8.283,7,5.82674102736684,0.6,0,0.85,6260,distributed,0.028231366,True,14,14.442,14,4.28119562739196,100,0,0
True,26,26.864,26,4.5670016422156,100,0,0,16,14.191,14,3.75426677262019,9,8.074,7,6.24199679589793,0.6,0,0.9,6260,distributed,0.028231366,True,14,14.155,14,4.27352021172242,100,0,0
True,25,25.578,25,4.01521057978283,100,0,0,14,13.43,13,2.64935841289924,9,9.109,8,6.15492640085972,0.6,0,0.95,6260,distributed,0.028231366,True,13,12.696,12,3.83374281870863,100,0,0
True,27,26.865,27,4.67897157503655,100,0,0,14,13.413,13,3.50177540684722,6,7.461,6,5.62605359021757,0.6,0,1,6260,distributed,0.028231366,True,14,13.767,13,4.62781924884713,100,0,0
True,23,23.158,23,4.08105819610552,100,0,0,12,10.862,11,2.70757382170828,7,8.633,7,5.85169300288387,0.6,0,1.05,6260,distributed,0.028231366,True,10,10.187,9,3.92377764405681,100,0,0
True,24,24.918,24,4.41557199012767,100,0,0,13,12.004,12,2.95566980564474,7,8.169,7,6.17692795813582,0.6,0,1.1,6260,distributed,0.028231366,True,10,11.948,11,4.30294039001239,100,0,0
True,26,26.588,26,4.97275135111339,100,0,0,14,12.804,12,3.25877032022817,7,7.436,6,5.89049267888519,0.6,0,1.15,6260,distributed,0.028231366,True,13,13.591,13,4.76505183602445,100,0,0
False,,51.1792452830189,52,3.63239400710538,21.2,77.0000000000001,1.8,,45.147347740668,46,6.53056120897919,,7.49901768172888,6,6.48335476550562,0.7,0,0.05,6260,distributed,0.028231366,False,,46.0954128440367,47,7.23967642493894,54.5,44.5,1
True,44,40.4763779527559,40,8.27624076250739,76.2000000000001,23.8,0,31,28.5375,27,9.15825276731321,6,7.15454545454545,6,6.08976244295048,0.7,0,0.1,6260,distributed,0.028231366,True,31,30.4994350282486,29,11.039694671406,88.5000000000001,11.5,0
True,43,39.7660972404731,39,7.81086925130474,76.1000000000001,23.7,0.2,30,28.4517543859649,25,10.2147917554075,6,7.12938596491228,5,6.43478864346909,0.7,0,0.1428,6260,distributed,0.028231366,True,29,30.8779956427015,28,11.6328330843612,91.8000000000001,8.10000000000001,0.1
True,40,38.9484536082474,38,8.32891156999883,87.3,12.7,0,27,25.8504184100418,24,8.412458995569,6,7.08891213389121,6,6.23321532545883,0.7,0,0.15,6260,distributed,0.028231366,True,27,27.8359621451104,26,10.2759205274401,95.1000000000001,4.9,0
True,49,41.3042836041359,40,9.1528395621006,67.7000000000001,32.1,0.2,36,32.8060344827586,30,12.4159712828019,6,7.19827586206897,6,6.35799093672572,0.7,0,0.167,6260,distributed,0.028231366,True,35,34.5021459227468,33,12.8579644039754,93.2000000000001,6.8,0
True,38,37.2248062015504,37,8.12944583817085,90.3000000000001,9.70000000000001,0,25,24.0153531218014,23,8.26658995111219,6,7.34493346980553,6,6.73301019038465,0.7,0,0.2,6260,distributed,0.028231366,True,25,26.0534429599178,24,10.3212141946719,97.3000000000001,2.7,0
True,36,36.525993883792,36,7.20647765836636,98.1000000000001,1.8,0.1,24,22.555667001003,22,5.35707525121553,7,7.5667001003009,6,6.2045389315718,0.7,0,0.25,6260,distributed,0.028231366,True,23,23.7002012072435,23,7.70720872676392,99.4000000000001,0.6,0
True,31,32.0231155778894,31,7.63162346590391,99.5000000000001,0.5,0,19,17.861,17,6.03487191247669,6,7.356,6,6.0320198938664,0.7,0,0.3,6260,distributed,0.028231366,True,18,19.136,18,7.76888048562983,100,0,0
True,36,36.6815869786368,36,8.12875387728466,98.3000000000001,1.7,0,24,22.479,22,7.14923485416446,8,7.218,6,5.89546232283779,0.7,0,0.33,6260,distributed,0.028231366,True,23,24.024,23,8.63223169290538,100,0,0
True,34,34.6258776328987,34,7.2709043803778,99.7000000000001,0.3,0,22,20.858,21,5.84703651433784,7,7.755,6,6.29975991606029,0.7,0,0.35,6260,distributed,0.028231366,True,22,21.541,21,7.25508917932785,100,0,0
True,31,31.6603206412826,31,6.93715337088471,99.8000000000001,0.2,0,19,17.836,17,5.07770656891475,7,7.895,6,6.70283335612635,0.7,0,0.4,6260,distributed,0.028231366,True,17,18.709,18,6.73367054436138,100,0,0
True,32,32.9154929577465,32,7.3791334907901,99.4000000000001,0.6,0,20,18.915,18,5.65665758200017,7,7.7,6,6.28251541979803,0.7,0,0.45,6260,distributed,0.028231366,True,20,20.113,19,7.59672501805877,100,0,0
True,27,28.324,27,6.04342816619839,100,0,0,15,14.137,14,3.7040830174282,6,7.288,6,5.98790915094743,0.7,0,0.5,6260,distributed,0.028231366,True,14,15.332,14,5.91606085161402,100,0,0
True,28,28.26,28,5.397814372503,100,0,0,16,14.882,15,3.68294393115073,7,8.153,6,6.39746754583405,0.7,0,0.55,6260,distributed,0.028231366,True,16,15.085,15,5.19035403416761,100,0,0
True,29,29.8647294589178,29,6.23124347682619,99.8000000000001,0.2,0,17,15.412,15,4.04156603311142,6,7.103,6,5.80692612317395,0.7,0,0.6,6260,distributed,0.028231366,True,16,16.851,16,6.23111538971957,100,0,0
True,25,25.899,25,5.5149613779246,100,0,0,13,11.757,11,3.5236275342323,6,7.325,6,5.56788784010598,0.7,0,0.65,6260,distributed,0.028231366,True,11,12.661,12,5.28621594337575,100,0,0
True,27,27.965,27,5.11231601135924,100,0,0,16,14.365,14,3.37398503256905,7,7.57,6,5.74378794873209,0.7,0,0.7,6260,distributed,0.028231366,True,15,14.837,15,5.05038919292365,100,0,0
True,27,27.907,27,5.39206370511328,100,0,0,16,14.51,14,3.72476844917909,7,7.632,6,5.68740503217416,0.7,0,0.75,6260,distributed,0.028231366,True,14,14.8476953907816,15,5.20933047015578,99.8000000000001,0.2,0
True,29,30.188,30,5.75627101516251,100,0,0,18,16.633,16,4.04478812794935,7,7.605,6,5.91903497202036,0.7,0,0.8,6260,distributed,0.028231366,True,16,17.372,17,5.58010895950966,100,0,0
True,35,35.711,36,7.65555216819793,100,0,0,24,21.856,21,6.80891063239928,7,7.41,6,5.79567942522704,0.7,0,0.85,6260,distributed,0.028231366,True,23,22.774,23,7.67873192656183,100,0,0
True,26,27.17,27,5.47842130544923,100,0,0,15,13.596,13,3.67107395730459,7,7.792,6,6.30481847478577,0.7,0,0.9,6260,distributed,0.028231366,True,14,14.138,13,5.27304048912959,100,0,0
True,28,28.23,28,5.46068676999514,100,0,0,17,15.113,15,4.19764588787573,8,8.32,7,6.46974497178985,0.7,0,0.95,6260,distributed,0.028231366,True,15,15.342,14,5.13663664278485,100,0,0
True,27,27.178,27,4.55634897697707,100,0,0,15,14.442,14,2.79904197896352,7,8.489,7,6.29379686675698,0.7,0,1,6260,distributed,0.028231366,True,15,14.217,14,3.90716150165309,100,0,0
True,30,31.016,31,4.81785678492003,100,0,0,19,18.129,18,3.27389049908515,6,8.037,7,6.1302227528859,0.7,0,1.05,6260,distributed,0.028231366,True,18,17.926,17,4.54362454434783,100,0,0
True,22,22.754,22,3.98264786291733,100,0,0,11,10.269,10,2.74091937130591,6,8.175,7,6.06699060490455,0.7,0,1.1,6260,distributed,0.028231366,True,10,9.97795591182365,9,3.71606422127678,99.8000000000001,0.2,0
True,24,24.398,24,3.90558523143459,100,0,0,13,12.232,12,2.98331627555645,7,8.405,7,6.04755942509042,0.7,0,1.15,6260,distributed,0.028231366,True,12,11.9178356713427,12,3.66498660005836,99.8000000000001,0.2,0
False,,45.1632183908046,46,7.42896033849462,43.5,55.9,0.6,49,38.3620689655172,38,10.2752883045864,6,7.60344827586207,6,6.89458305234736,0.8,0,0.05,6260,distributed,0.028231366,True,49,39.7649513212795,41,10.7960790269001,71.9000000000001,27.9,0.2
True,46,37.5948963317384,36,8.73799962402404,62.7000000000001,37,0.3,34,28.859649122807,24,12.873603810311,8,7.67042606516291,6,6.8772191273972,0.8,0,0.1,6260,distributed,0.028231366,True,33,31.6245572609209,28,14.1292987402542,84.7000000000001,15.2,0.1
True,55,49.9945652173913,51,4.59145861380329,55.2,43.8,1,43,41.4754797441365,41,6.39195390027461,5,7.0138592750533,5,6.05947950974535,0.8,0,0.1428,6260,distributed,0.028231366,True,43,42.2731182795699,43,7.52991367505311,93.0000000000001,7,0
True,45,41.0769230769231,41,9.59562661077178,79.3000000000001,20.6,0.1,34,30.6839378238342,30,11.3746651051889,8,7.26839378238342,6,6.10406184398508,0.8,0,0.15,6260,distributed,0.028231366,True,33,32.224173553719,32,12.2544626016741,96.8000000000001,3.2,0
True,42,40.9989440337909,41,7.40294462832502,94.7000000000001,5.3,0,30,27.6646586345382,28,6.49945904328639,7,7.34437751004016,6,6.11411548358737,0.8,0,0.167,6260,distributed,0.028231366,True,28,28.718026183283,28,8.34050330006578,99.3000000000001,0.7,0
True,40,38.260391198044,37,9.36789089379591,81.8000000000001,18.2,0,29,27.0082644628099,24,11.3884245043109,7,6.72210743801653,5,5.89738761509467,0.8,0,0.2,6260,distributed,0.028231366,True,27,28.8544698544699,27,12.2463294080514,96.2000000000001,3.8,0
True,34,35.1147368421053,34,8.27745789124138,95.0000000000001,5,0,22,20.6909090909091,19,7.64234734299139,6,7.02424242424242,5,6.18742763914984,0.8,0,0.25,6260,distributed,0.028231366,True,21,23.3242424242424,21,9.97729332042697,99.0000000000001,1,0
True,33,34.1919191919192,33,7.88205578433758,99.0000000000001,1,0,21,20.19,19,6.36756625407227,8,7.378,6,6.29659558809362,0.8,0,0.3,6260,distributed,0.028231366,True,21,21.462,20,8.2393298271158,100,0,0
True,33,33.7865731462926,33,7.10665527365141,99.8000000000001,0.2,0,21,19.818,19,5.50843680185223,7,7.699,6,6.37811876653297,0.8,0,0.33,6260,distributed,0.028231366,True,21,20.821,20,7.03640241885013,100,0,0
True,36,36.5315682281059,36,7.63797201366943,98.2000000000001,1.8,0,24,23.033,23,6.11472902097877,6,7.776,6,6.553306341077,0.8,0,0.35,6260,distributed,0.028231366,True,24,23.965,23,8.15473941950324,100,0,0
True,32,32.37,32,5.33601911540804,100,0,0,21,19.508,19,3.66141174958512,7,8.436,7,6.23248778578827,0.8,0,0.4,6260,distributed,0.028231366,True,19,19.405,19,4.95812212435313,100,0,0
True,32,32.616,32,6.43960744145169,100,0,0,20,18.873,18,5.00368574153094,6,7.57,6,5.7973355949091,0.8,0,0.45,6260,distributed,0.028231366,True,19,19.502,19,6.25203934728501,100,0,0
True,27,28.199,27,6.44293403660165,100,0,0,15,14.065,13,4.29776395349954,6,7.423,6,6.43755163086091,0.8,0,0.5,6260,distributed,0.028231366,True,15,15.31,15,6.33923496961581,100,0,0
True,35,35.087,35,6.033359843404,100,0,0,23,21.569,21,4.51234296125638,8,7.714,6,6.10263910124136,0.8,0,0.55,6260,distributed,0.028231366,True,22,22.135,21,5.84745884979108,100,0,0
True,31,31.6416416416416,31,6.68912940223671,99.9000000000001,0.1,0,19,17.452,17,5.09290643935268,7,7.62,6,6.21173083769733,0.8,0,0.6,6260,distributed,0.028231366,True,19,18.496,18,6.47888755883292,100,0,0
True,32,33.1151151151151,33,6.17510272428056,99.9000000000001,0.1,0,20,18.907,18,4.76889410660375,7,7.077,6,5.92714695279272,0.8,0,0.65,6260,distributed,0.028231366,True,20,20.252,20,6.22113301577775,100,0,0
True,27,27.964,28,5.01863567117598,100,0,0,15,14.553,14,3.59404938752934,7,8.037,6,6.1687625177178,0.8,0,0.7,6260,distributed,0.028231366,True,14,15.021,15,5.01483389555427,100,0,0
True,22,22.65,22,4.50305451887938,100,0,0,10,9.315,9,2.71436456652381,6,7.564,6,6.11554609172394,0.8,0,0.75,6260,distributed,0.028231366,True,10,9.86258776328987,9,4.27211040417815,99.7000000000001,0.3,0
True,31,30.85,31,5.0968127295399,100,0,0,19,17.975,18,3.80977361532152,8,8.353,7,6.22417793768783,0.8,0,0.8,6260,distributed,0.028231366,True,18,17.749,17,4.71720245484546,100,0,0
True,37,38.3112449799197,38,6.68447776780941,99.6000000000001,0.4,0,27,24.965,25,5.88827436521092,8.5,7.871,7,6.15600186809588,0.8,0,0.85,6260,distributed,0.028231366,True,25,25.629,25,6.71754114241216,100,0,0
True,24,25.088,24,5.09649448150393,100,0,0,13,11.15,11,3.31413638826165,9,7.625,6,6.00586172001987,0.8,0,0.9,6260,distributed,0.028231366,True,12,11.9008016032064,11,4.84976492196416,99.8000000000001,0.2,0
True,26,26.245,26,4.56913284989614,100,0,0,15,13.747,14,3.25622342599521,7,8.7,7,6.02660766932775,0.8,0,0.95,6260,distributed,0.028231366,True,13,13.253,12,4.31589979031024,100,0,0
True,29,28.846,29,4.84172324694421,100,0,0,18,16.191,16,3.70682060531664,8,8.397,7,6.76767249503107,0.8,0,1,6260,distributed,0.028231366,True,16,16.18,15,4.53977973033935,100,0,0
True,25,25.187,25,4.08191511425703,100,0,0,14,13.09,13,2.74041967588908,7,8.902,7,6.33943183574049,0.8,0,1.05,6260,distributed,0.028231366,True,13,12.26,12,3.85284310607115,100,0,0
True,26,26.748,26,4.05123388611421,100,0,0,16,14.648,14,3.18183846227303,8,8.598,7,6.04618855147604,0.8,0,1.1,6260,distributed,0.028231366,True,14,13.922,14,3.79366788214256,100,0,0
True,20,20.242,20,3.22822489922868,100,0,0,9,8.751,9,2.06809066532394,9,9.438,8,6.01765369558601,0.8,0,1.15,6260,distributed,0.028231366,True,7,7.45845845845846,7,2.83196858600129,99.9000000000001,0.1,0
False,,48.8588235294118,49,5.30405603105989,34,64.9,1.1,53,41.4590163934426,41,8.02919625337064,6,7.20163934426229,5,6.32250707181938,0.9,0,0.05,6260,distributed,0.028231366,True,52,42.9873217115689,44,8.82708504469061,63.1000000000001,36.4,0.5
False,,51.1325757575758,52,3.7559850463631,26.4,71.9000000000001,1.7,54,45.1257763975155,45,6.09485223578791,7,7.31521739130435,6,6.19770179674988,0.9,0,0.1,6260,distributed,0.028231366,True,52,45.928035982009,47,6.894204345965,66.7,32.9,0.4
True,36,35.5752979414951,35,8.73552148627228,92.3000000000001,7.7,0,23,22.1415289256198,21,8.07669912382321,6,7.28822314049587,6,6.04465012965,0.9,0,0.1428,6260,distributed,0.028231366,True,22,23.8917525773196,22,10.2539725276878,97.0000000000001,3,0
True,44,39.3978349120433,39,9.61301529029226,73.9000000000001,26,0.1,33,30.1636747624076,29,12.2948478839628,7.5,7.27243928194298,6,6.44706416860796,0.9,0,0.15,6260,distributed,0.028231366,True,32,31.6875,30,13.0296602848973,94.4000000000001,5.6,0
True,46,42.3127229488704,44,9.58997407152725,84.1000000000001,15.9,0,35,31.6492462311558,33,11.1796920577988,8,7.50653266331658,6,6.2206260521019,0.9,0,0.167,6260,distributed,0.028231366,True,34,32.7527638190955,34,11.5291712123516,99.5000000000001,0.5,0
True,37,36.8205980066445,36,8.77117351975811,90.3000000000001,9.70000000000001,0,25,24.2313965341488,22,9.43805778467901,6,7.45361875637105,6,6.34781377388029,0.9,0,0.2,6260,distributed,0.028231366,True,24,25.9458077709611,24,10.9961941646279,97.8000000000001,2.2,0
True,44,41.0200471698113,42,9.21907497496367,84.8000000000001,15.2,0,32,29.8360488798371,30,10.8658082099141,7,7.36558044806517,6,6.25882323185449,0.9,0,0.25,6260,distributed,0.028231366,True,32,31.2525354969574,31,11.6137167389319,98.6000000000001,1.4,0
True,35,35.2610441767068,35,6.32059555951527,99.6000000000001,0.4,0,22,21.545,21,4.58671723567085,6,7.524,6,6.02573016322504,0.9,0,0.3,6260,distributed,0.028231366,True,22,22.355,21.5,6.46459395476622,100,0,0
True,33,33.4148296593186,33,7.36741597558851,99.8000000000001,0.2,0,21,19.597,19,6.23029622088709,6,7.541,6,6.38970414025564,0.9,0,0.33,6260,distributed,0.028231366,True,19,20.464,20,7.28510150924474,100,0,0
True,32,32.5311871227364,32,6.65154050924082,99.4000000000001,0.6,0,20,19.004,19,4.57121253060936,8,8.006,6,6.54690491759274,0.9,0,0.35,6260,distributed,0.028231366,True,19,19.598,19,6.68029909510046,100,0,0
True,30,30.357,30,6.33952293157774,100,0,0,18,17.039,16,5.02428890490983,7,7.894,6,6.16252902630081,0.9,0,0.4,6260,distributed,0.028231366,True,18,17.461,17,6.08197985856579,100,0,0
True,33,34.6333333333333,33,7.80493886632501,99.0000000000001,1,0,21,20.18,19,6.13380795265062,6,7.285,6,6.19191206332907,0.9,0,0.45,6260,distributed,0.028231366,True,21,22.032,20,8.21163662128324,100,0,0
True,26,26.6046046046046,26,5.23337434413445,99.9000000000001,0.1,0,14,13.017,13,3.4494508258562,7,7.809,6,6.0834627474819,0.9,0,0.5,6260,distributed,0.028231366,True,13,13.5561122244489,13,5.08212689165832,99.8000000000001,0.2,0
True,30,30.6503006012024,30,6.10257632360222,99.8000000000001,0.2,0,18,16.73,16,4.47851537900675,6,7.152,6,6.03729210822203,0.9,0,0.55,6260,distributed,0.028231366,True,17,17.869,17,6.17493635594732,100,0,0
True,28,28.8078078078078,28,6.48113448427838,99.9000000000001,0.1,0,15,14.43,14,4.23923342126852,6,7.095,6,5.95516372570897,0.9,0,0.6,6260,distributed,0.028231366,True,15,16.017,15,6.49435993766899,100,0,0
True,23,23.68,23,3.82460455472196,100,0,0,12,11.541,11,2.57377524271254,7,8.8,7,5.97427819907979,0.9,0,0.65,6260,distributed,0.028231366,True,11,10.749,10,3.29575469354137,100,0,0
True,29,29.884,30,5.12587007248526,100,0,0,18,16.835,17,3.7274354454504,7,8.019,7,5.79194604601942,0.9,0,0.7,6260,distributed,0.028231366,True,16,16.984,16,5.01395492600402,100,0,0
True,30,30.368,30,4.36858970378313,100,0,0,18,17.37,17,2.94840634919951,6,7.892,7,5.56294310594671,0.9,0,0.75,6260,distributed,0.028231366,True,17,17.355,17,4.19558994659869,100,0,0
True,31,31.302,31,4.91434593816919,100,0,0,19,18.414,18,3.58923445876694,8,7.917,7,6.09295585081658,0.9,0,0.8,6260,distributed,0.028231366,True,19,18.455,18,4.73771833269982,100,0,0
True,24,24.491,24,4.09755036576733,100,0,0,13,11.96,12,2.84260443959408,8,7.92,7,5.7934100493578,0.9,0,0.85,6260,distributed,0.028231366,True,13,11.525,12,3.70504723316721,100,0,0
True,26,26.364,26,4.83916356408832,100,0,0,14,12.842,12,3.26297961991797,9,7.447,6,5.76204746596208,0.9,0,0.9,6260,distributed,0.028231366,True,13,13.387,13,4.67816534551741,100,0,0
True,25,24.817,25,3.46316488201183,100,0,0,14,13.176,13,2.39144809686516,9,9.036,8,6.17694940889109,0.9,0,0.95,6260,distributed,0.028231366,True,11,12.199,13,3.16218263229688,100,0,0
True,25,26.147,25,5.31708482159162,100,0,0,13,12.243,12,3.32925682397739,7,7.278,6,5.87168766199293,0.9,0,1,6260,distributed,0.028231366,True,13,13.402,13,5.19214753257263,100,0,0
True,23,23.654,23,3.89182270921994,100,0,0,12,10.994,11,2.79570456235991,6,8.104,7,6.27448675191844,0.9,0,1.05,6260,distributed,0.028231366,True,11,10.961,11,3.57288105035698,100,0,0
