outbreak,outbreak_day,outbreak_day_av,outbreak_day_md,outbreak_day_sd,outbreak_prob,control_prob,contained_prob,iq_factor,iq_compliance,cluster_size,poisson_lambda,num_tests,label,beta,first_case_day,first_case_day_av,first_case_day_md,first_case_day_sd,first_case_inf,first_case_inf_av,first_case_inf_md,first_case_inf_sd,resurgence,resurgence_day,resurgence_day_av,resurgence_day_md,resurgence_day_sd,resurgence_prob,resurgence_control_prob,resurgence_contained_prob
True,8,8.667,8,1.80003083306926,100,0,0,0.9,0.1,35,0,8360,cluster,0.0192,3,2.975,3,0.732376269413476,9,9.484,9,5.8144427076032,True,4,2.8710976837865,3,0.660724146912206,99.3000000000001,0.7,0
True,8,8.395,8,1.6306363788411,100,0,0,0.9,0.1,36,0,8360,cluster,0.0192,3,2.92,3,0.696850055607374,9,9.518,9,6.16600973077403,True,4,2.79678068410463,3,0.636696152124319,99.4000000000001,0.6,0
True,8,8.195,8,1.58334298242674,100,0,0,0.9,0.1,37,0,8360,cluster,0.0192,3,2.911,3,0.67162415084629,10,9.766,9,6.05353153126338,True,4,2.77777777777778,3,0.661427222617352,99.0000000000001,1,0
True,8,8.054,8,1.4666574242133,100,0,0,0.9,0.1,38,0,8360,cluster,0.0192,3,2.885,3,0.692657924231002,10,9.844,9,6.32879641006092,True,4,2.71732522796353,3,0.628706830103401,98.7000000000001,1.3,0
True,7,7.851,8,1.4679233631222,100,0,0,0.9,0.1,39,0,8360,cluster,0.0192,3,2.838,3,0.670638501728017,10,9.723,9,6.0790024675106,True,4,2.74186991869919,3,0.60522366972544,98.4000000000001,1.6,0
True,7,7.696,7,1.41759796839584,100,0,0,0.9,0.1,40,0,8360,cluster,0.0192,3,2.841,3,0.675069626038678,10,10.112,9,6.66164063876159,True,4,2.74369323915237,3,0.660930819891801,99.1000000000001,0.9,0
True,7,7.536,7,1.25726051397473,100,0,0,0.9,0.1,41,0,8360,cluster,0.0192,3,2.78,3,0.673498329619309,11,9.934,9,6.40215932322838,True,4,2.65583756345178,3,0.580852632533388,98.5000000000001,1.5,0
True,7,7.415,7,1.27780084520241,100,0,0,0.9,0.1,42,0,8360,cluster,0.0192,3,2.796,3,0.674080113933055,11,10.41,9,6.72308708853306,True,4,2.66127401415571,3,0.602930821968021,98.9000000000001,1.1,0
True,7,7.285,7,1.2481085689955,100,0,0,0.9,0.1,43,0,8360,cluster,0.0192,3,2.753,3,0.632448416868917,12,10.148,9,6.3521725417372,True,4,2.64177598385469,3,0.589027207974319,99.1000000000001,0.9,0
True,7,7.105,7,1.18742368175812,100,0,0,0.9,0.1,44,0,8360,cluster,0.0192,3,2.74,3,0.649923072370877,12,10.343,10,6.39619816766179,True,4,2.60547667342799,3,0.565694771055453,98.6000000000001,1.4,0
True,7,7.01,7,1.13485681916266,100,0,0,0.9,0.1,45,0,8360,cluster,0.0192,3,2.735,3,0.634645570377672,12,10.569,10,6.56119188867389,True,4,2.58028455284553,3,0.560974689229833,98.4000000000001,1.6,0
True,7,6.858,7,1.07788496603302,100,0,0,0.9,0.1,46,0,8360,cluster,0.0192,3,2.732,3,0.673925811940751,12,10.821,10,6.82927221598319,True,4,2.55228426395939,3,0.56240722678247,98.5000000000001,1.5,0
True,7,6.782,7,1.00323277458424,100,0,0,0.9,0.1,47,0,8360,cluster,0.0192,3,2.652,3,0.657948326238467,13,10.53,9,7.13239791374542,True,4,2.58715596330275,3,0.550968163845673,98.1000000000001,1.9,0
True,7,6.739,7,1.05113224667498,100,0,0,0.9,0.1,48,0,8360,cluster,0.0192,3,2.636,3,0.627298971782993,13,10.389,10,6.72500401486869,True,4,2.54783484390735,3,0.545952649026686,99.3000000000001,0.7,0
True,6,6.623,6,1.02511999297643,100,0,0,0.9,0.1,49,0,8360,cluster,0.0192,3,2.623,3,0.637864405653741,13,10.675,10,7.18285284549252,True,4,2.54832146490336,3,0.553776207426418,98.3000000000001,1.7,0
True,6,6.536,6,0.93418627692768,100,0,0,0.9,0.1,50,0,8360,cluster,0.0192,3,2.624,3,0.63294865510561,13,10.96,10,7.2950942420232,True,3,2.50918367346939,2,0.529648850692199,98.0000000000001,2,0
False,,33.7418032786885,34,5.6600170909192,24.4,75.5000000000001,0.1,1,0,1,0,8360,cluster,0.0192,,19.7615062761506,18,8.04599899472914,,3.69456066945607,3,3.69818621655864,False,,30.0507726269316,28,12.989708290724,45.3,54.6,0.1
False,,32.7791666666667,33,6.34241536316322,48,51.9,0.1,1,0,2,0,8360,cluster,0.0192,27,15.8740920096852,14,7.75915499014073,3,3.08595641646489,2,3.18381520994525,True,32,26.8313413014608,25,12.6400562908125,75.3000000000001,24.6,0.1
True,38,31.3134796238244,31,6.47339673754708,63.8,36.1,0.1,1,0,3,0,8360,cluster,0.0192,17,11.9701173959445,11,5.81492974940258,3,3.49733191035219,2,3.40008213375838,True,23,22.5651162790698,20,12.076084066527,86.0000000000001,14,0
True,33,29.6525307797538,29,6.81048347135662,73.1000000000001,26.9,0,1,0,4,0,8360,cluster,0.0192,12,9.51160443995964,8,4.69596479083815,3,3.46316851664985,3,3.25201259594352,True,19,20.3530042918455,18,11.9153335403447,93.2000000000001,6.8,0
True,30,28.9026128266033,28,6.75654114766021,84.2000000000001,15.8,0,1,0,5,0,8360,cluster,0.0192,9,7.79819277108434,7,3.49503904681234,3,3.59236947791165,3,3.16267482619651,True,15,17.6814891416753,15,10.8913928928996,96.7000000000001,3.3,0
True,27,27.1982281284607,26,6.77559273293633,90.3000000000001,9.70000000000001,0,1,0,6,0,8360,cluster,0.0192,7,6.995,6,2.58823781751214,3,3.989,3,3.34198728303984,True,13,15.0758341759353,13,9.96370117927538,98.9000000000001,1.1,0
True,26,26.0446333687566,25,6.85791160188966,94.1000000000001,5.90000000000001,0,1,0,7,0,8360,cluster,0.0192,6,6.31631631631632,6,2.05189042064687,4,4.41341341341341,4,3.45430057359127,True,10,12.9476861167002,10,8.80182437635411,99.4000000000001,0.6,0
True,25,24.8029661016949,24,6.5318119594357,94.4000000000001,5.6,0,1,0,8,0,8360,cluster,0.0192,6,5.804,6,1.81922620913398,4,4.68,4,3.31596139905156,True,9,11.4834170854271,9,8.23672840733446,99.5000000000001,0.5,0
True,23,23.8458376156218,23,6.47303487680106,97.3000000000001,2.7,0,1,0,9,0,8360,cluster,0.0192,5,5.504,5,1.65166098216311,4,4.862,4,3.30710689273873,True,7,10.1071071071071,8,7.29539322462068,99.9000000000001,0.1,0
True,22,22.7218274111675,22,6.24441116297154,98.5000000000001,1.5,0,1,0,10,0,8360,cluster,0.0192,5,5.114,5,1.47478947650165,5,5.237,5,3.55483206354393,True,6,8.918,7,6.16630164685446,100,0,0
True,21,21.8585961342828,21,6.30032898611905,98.3000000000001,1.7,0,1,0,11,0,8360,cluster,0.0192,5,4.857,5,1.3894426940324,5,5.298,5,3.5649959326765,True,6,8.197,6,6.04402109526431,100,0,0
True,19,20.778449144008,20,5.91116331817185,99.3000000000001,0.7,0,1,0,12,0,8360,cluster,0.0192,5,4.674,5,1.3227713332243,6,5.862,5,3.8944776286429,True,6,7.06913827655311,6,4.51808096098974,99.8000000000001,0.2,0
True,19,20.0221105527638,19,6.07023494845847,99.5000000000001,0.4,0.1,1,0,13,0,8360,cluster,0.0192,4,4.443,4,1.23156445223139,5,6.129,5,3.96867219608775,True,5,6.399,5,4.54178368044979,100,0,0
True,18,18.9178356713427,18,5.1573694306243,99.8000000000001,0.2,0,1,0,14,0,8360,cluster,0.0192,4,4.384,4,1.17581631218486,6,6.457,6,4.01200087238276,True,5,5.55911823647295,5,3.17713714291623,99.8000000000001,0.2,0
True,17,17.9979939819458,17,4.99327491443012,99.7000000000001,0.3,0,1,0,15,0,8360,cluster,0.0192,4,4.234,4,1.13720886384164,6,6.837,6,4.32832889230936,True,5,5.343,4,3.37125362439553,100,0,0
True,17,17.1813627254509,16,4.66816418524608,99.8000000000001,0.2,0,1,0,16,0,8360,cluster,0.0192,4,4.106,4,1.05297863226183,7,6.673,6,4.2539476959643,True,5,4.87562688064193,4,2.86971838059965,99.7000000000001,0.3,0
True,16,16.8318318318318,16,4.76995809709014,99.9000000000001,0.1,0,1,0,17,0,8360,cluster,0.0192,4,3.978,4,1.07028781175906,7,6.904,6,4.44125928087969,True,5,4.734,4,3.04191452871378,100,0,0
True,15,15.7527527527528,15,4.24286835310639,99.9000000000001,0.1,0,1,0,18,0,8360,cluster,0.0192,4,3.849,4,0.980917427717542,7,7.377,7,4.51783919589885,True,5,4.36636636636637,4,2.25543718751304,99.9000000000001,0.1,0
True,14,15.4529058116232,15,4.23783022112879,99.8000000000001,0.2,0,1,0,19,0,8360,cluster,0.0192,4,3.764,4,0.926446976356445,8,7.349,7,4.47852643176302,True,4,4.08525576730191,4,1.83681106389107,99.7000000000001,0.3,0
True,14,14.599,14,3.91844344095969,100,0,0,1,0,20,0,8360,cluster,0.0192,4,3.666,4,0.927601207416204,8,7.502,7,4.49888830712655,True,4,3.88288288288288,3,1.57600161115897,99.9000000000001,0.1,0
True,13,14.096,13,4.0386611642969,100,0,0,1,0,21,0,8360,cluster,0.0192,4,3.601,4,0.894314821525395,9,7.895,7,4.93578514524285,True,4,3.706,3,1.54452711209613,100,0,0
True,13,13.365,13,3.36597311338044,100,0,0,1,0,22,0,8360,cluster,0.0192,3,3.543,3,0.87985851135282,6,7.785,7,4.72385171232121,True,4,3.56212424849699,3,1.18931797728588,99.8000000000001,0.2,0
True,12,12.854,12,3.23522549445939,100,0,0,1,0,23,0,8360,cluster,0.0192,3,3.487,3,0.85663936402666,6,8.034,7,5.17231514894443,True,4,3.4974924774323,3,1.19730713030803,99.7000000000001,0.3,0
True,12,12.403,12,3.24601155265966,100,0,0,1,0,24,0,8360,cluster,0.0192,3,3.413,3,0.836917558663934,6,8.184,7,5.11567629937626,True,4,3.42728184553661,3,1.20262915499948,99.7000000000001,0.3,0
True,11,11.848,11,3.00148230046422,100,0,0,1,0,25,0,8360,cluster,0.0192,3,3.44,3,0.824863625092051,6,8.786,8,5.36974896992401,True,4,3.35506519558676,3,1.03611172335425,99.7000000000001,0.3,0
True,11,11.432,11,2.74542819975318,100,0,0,1,0,26,0,8360,cluster,0.0192,3,3.338,3,0.788515060097142,7,8.633,8,5.27487544876654,True,4,3.27263581488934,3,0.996531052701813,99.4000000000001,0.6,0
True,10,11.008,11,2.61762029331987,100,0,0,1,0,27,0,8360,cluster,0.0192,3,3.274,3,0.775192879224261,7,8.861,8,5.28636727819776,True,4,3.16297786720322,3,0.87876673317845,99.4000000000001,0.6,0
True,10,10.701,10,2.38109197638394,100,0,0,1,0,28,0,8360,cluster,0.0192,3,3.229,3,0.804088925430515,7,8.766,8,5.50047670661371,True,4,3.10653266331658,3,0.852255380656368,99.5000000000001,0.5,0
True,10,10.417,10,2.4635565753601,100,0,0,1,0,29,0,8360,cluster,0.0192,3,3.185,3,0.771216571398722,8,8.897,8,5.67365763859611,True,4,3.07228915662651,3,0.795819385728758,99.6000000000001,0.4,0
True,9,9.962,10,2.23305978424224,100,0,0,1,0,30,0,8360,cluster,0.0192,3,3.142,3,0.782199463052743,8,8.985,8,5.66963623171716,True,4,3.01307847082495,3,0.745766036884152,99.4000000000001,0.6,0
True,9,9.732,9,2.16752762381475,100,0,0,1,0,31,0,8360,cluster,0.0192,3,3.107,3,0.741317071164559,8,9.372,9,5.65876452947108,True,4,2.99295774647887,3,0.743144864723657,99.4000000000001,0.6,0
True,9,9.387,9,1.97768324056205,100,0,0,1,0,32,0,8360,cluster,0.0192,3,3.08,3,0.74,8,9.392,8,6.0821325207529,True,4,2.9748490945674,3,0.758832118766075,99.4000000000001,0.6,0
True,9,9.161,9,1.93056442523942,100,0,0,1,0,33,0,8360,cluster,0.0192,3,3.066,3,0.729139218531002,9,9.599,9,5.93230132410686,True,4,2.8644578313253,3,0.717468362111836,99.6000000000001,0.4,0
True,8,8.916,9,1.84957941165012,100,0,0,1,0,34,0,8360,cluster,0.0192,3,2.976,3,0.737172978343618,9,9.555,9,6.13929759825992,True,4,2.83032128514056,3,0.67983305976198,99.6000000000001,0.4,0
True,8,8.641,8,1.76525323962314,100,0,0,1,0,35,0,8360,cluster,0.0192,3,2.975,3,0.732376269413476,9,9.487,9,5.81823263543148,True,4,2.8710976837865,3,0.660724146912206,99.3000000000001,0.7,0
True,8,8.397,8,1.64480728354418,100,0,0,1,0,36,0,8360,cluster,0.0192,3,2.92,3,0.696850055607374,9,9.519,9,6.16552017270238,True,4,2.79577464788732,3,0.635583235949507,99.4000000000001,0.6,0
True,8,8.203,8,1.59805850956716,100,0,0,1,0,37,0,8360,cluster,0.0192,3,2.911,3,0.67162415084629,10,9.768,9,6.05311291816037,True,4,2.77777777777778,3,0.661427222617352,99.0000000000001,1,0
True,8,8.046,8,1.46009725703461,100,0,0,1,0,38,0,8360,cluster,0.0192,3,2.885,3,0.692657924231002,10,9.847,9,6.32910665102114,True,4,2.71529888551165,3,0.627791828852233,98.7000000000001,1.3,0
True,7,7.859,8,1.47007448790869,100,0,0,1,0,39,0,8360,cluster,0.0192,3,2.838,3,0.670638501728017,10,9.723,9,6.0790024675106,True,4,2.74186991869919,3,0.60522366972544,98.4000000000001,1.6,0
True,7,7.705,8,1.40924625243426,100,0,0,1,0,40,0,8360,cluster,0.0192,3,2.841,3,0.675069626038678,10,10.113,9,6.66199902431695,True,4,2.74167507568113,3,0.657080368655326,99.1000000000001,0.9,0
True,7,7.564,7,1.27745997980367,100,0,0,1,0,41,0,8360,cluster,0.0192,3,2.78,3,0.673498329619309,11,9.938,9,6.40579081768988,True,4,2.65583756345178,3,0.580852632533388,98.5000000000001,1.5,0
True,7,7.42,7,1.29058126439213,100,0,0,1,0,42,0,8360,cluster,0.0192,3,2.796,3,0.674080113933055,11,10.414,9,6.72804607594211,True,4,2.66127401415571,3,0.602930821968021,98.9000000000001,1.1,0
True,7,7.288,7,1.25501235053684,100,0,0,1,0,43,0,8360,cluster,0.0192,3,2.753,3,0.632448416868917,12,10.152,9,6.3534947863361,True,4,2.64177598385469,3,0.589027207974319,99.1000000000001,0.9,0
True,7,7.13,7,1.21371331046504,100,0,0,1,0,44,0,8360,cluster,0.0192,3,2.74,3,0.649923072370877,12,10.345,10,6.40062301655081,True,4,2.60547667342799,3,0.565694771055453,98.6000000000001,1.4,0
True,7,7.021,7,1.14654219285642,100,0,0,1,0,45,0,8360,cluster,0.0192,3,2.735,3,0.634645570377672,12,10.569,10,6.56119188867389,True,4,2.58028455284553,3,0.560974689229833,98.4000000000001,1.6,0
True,7,6.852,7,1.07800556584834,100,0,0,1,0,46,0,8360,cluster,0.0192,3,2.732,3,0.673925811940751,12,10.825,10,6.83186467957321,True,4,2.55228426395939,3,0.56240722678247,98.5000000000001,1.5,0
True,7,6.786,7,1.0140039447655,100,0,0,1,0,47,0,8360,cluster,0.0192,3,2.652,3,0.657948326238467,13,10.527,9,7.1105042718502,True,4,2.58715596330275,3,0.550968163845673,98.1000000000001,1.9,0
True,7,6.747,7,1.05593134246503,100,0,0,1,0,48,0,8360,cluster,0.0192,3,2.635,3,0.625919323874891,13,10.381,10,6.72189251624868,True,4,2.54783484390735,3,0.545952649026686,99.3000000000001,0.7,0
True,6,6.614,6,1.00648099833032,100,0,0,1,0,49,0,8360,cluster,0.0192,3,2.623,3,0.637864405653741,13,10.675,10,7.18285284549252,True,4,2.54730417090539,3,0.552024256080307,98.3000000000001,1.7,0
True,6,6.536,6,0.932042917466787,100,0,0,1,0,50,0,8360,cluster,0.0192,3,2.624,3,0.63294865510561,13,10.96,10,7.2950942420232,True,3,2.50918367346939,2,0.529648850692199,98.0000000000001,2,0
False,,35.8258928571429,37,5.00723129825602,22.4,77.5000000000001,0.1,0.1,0.9,1,0,4160,cluster,0.0192,,22.0844155844156,21,7.82875538036824,,5.56493506493507,5,4.57537923298753,False,,27.9284210526316,26,12.1590829221173,47.5,52.4,0.1
False,,34.3915094339623,35,5.31529686287389,42.4,57.5,0.1,0.1,0.9,2,0,4160,cluster,0.0192,30,19.3024193548387,18,8.14774159331611,5,5.45295698924731,4,4.96957862261199,True,30,24.6935704514364,22,11.953475691025,73.1000000000001,26.8,0.1
True,41,33.5960854092527,34,5.68780167365444,56.2,43.7,0.1,0.1,0.9,3,0,4160,cluster,0.0192,22,16.1718403547672,14,7.68405819028142,5,5.01330376940133,4,4.64025578883028,True,23,22.6973532796318,20,12.1648347124716,86.9000000000001,13.1,0
True,38,32.2592592592593,32,6.05280830195307,67.5,32.4,0.1,0.1,0.9,4,0,4160,cluster,0.0192,18,13.2521008403361,12,6.26259200424872,5,5.13970588235294,4,4.5511125149329,True,18,19.1867403314917,17,11.1356002144919,90.5000000000001,9.50000000000001,0
True,34,31.6333333333333,32,6.07891518912242,81.0000000000001,19,0,0.1,0.9,5,0,4160,cluster,0.0192,15,11.3782961460446,10,4.8463088500535,5,5.25354969574037,4,4.56334862635589,True,15,16.4620976116303,14,9.86141597273722,96.3000000000001,3.7,0
True,31,30.3060989643268,30,6.1922199297821,86.9000000000001,13.1,0,0.1,0.9,6,0,4160,cluster,0.0192,13,10.1452905811623,9,4.2253568069482,5.5,5.53907815631263,5,4.48019198163297,True,12,14.3808080808081,12,9.14515024941521,99.0000000000001,1,0
True,29,29.1146288209607,29,6.2546894175001,91.6000000000001,8.40000000000001,0,0.1,0.9,7,0,4160,cluster,0.0192,10,8.88076152304609,8,3.33692684708672,5,5.86773547094188,5,4.46457230806628,True,10,12.0484848484848,10,7.56438176202719,99.0000000000001,1,0
True,28,28.2328326180257,27,6.27657229604136,93.2000000000001,6.8,0,0.1,0.9,8,0,4160,cluster,0.0192,9,8.146,8,2.85143542799061,6,6.038,5,4.34977654598486,True,9,10.9949849548646,9,7.29620990389252,99.7000000000001,0.3,0
True,27,27.2298006295908,26,6.07047398642418,95.3000000000001,4.7,0,0.1,0.9,9,0,4160,cluster,0.0192,8,7.533,7,2.50737133269087,6,6.356,5,4.37507302796193,True,6,9.64457831325301,8,6.94168051963198,99.6000000000001,0.4,0
True,26,26.4933196300103,26,6.19992429234643,97.3000000000001,2.7,0,0.1,0.9,10,0,4160,cluster,0.0192,8,7.108,7,2.43892107293369,6,6.751,6,4.54257625142386,True,6,8.61523046092184,7,5.90576028179319,99.8000000000001,0.2,0
True,25,25.5828220858896,25,6.15377180055083,97.8000000000001,2.2,0,0.1,0.9,11,0,4160,cluster,0.0192,7,6.631,6,2.19882673260082,6,7.086,6,4.67767078790288,True,6,7.93386773547094,6,5.67450749767974,99.8000000000001,0.2,0
True,24,24.4770642201835,24,5.40460161328495,98.1000000000001,1.9,0,0.1,0.9,12,0,4160,cluster,0.0192,7,6.393,6,2.01160408629531,7,7.361,7,4.54232088254452,True,5,6.82164328657315,5,4.73509183589915,99.8000000000001,0.2,0
True,23,23.559595959596,23,5.34241497981478,99.0000000000001,1,0,0.1,0.9,13,0,4160,cluster,0.0192,6,6.098,6,1.8634366101373,7,7.892,7,4.9548295631636,True,5,6.18218218218218,5,3.8763215438808,99.9000000000001,0.1,0
True,22,22.9066265060241,22,5.3091491336327,99.6000000000001,0.4,0,0.1,0.9,14,0,4160,cluster,0.0192,6,5.813,6,1.73667239282485,7,8.258,7,4.79556420038352,True,5,5.45245245245245,5,2.9567268600966,99.9000000000001,0.1,0
True,22,22.2736418511066,22,5.46928219263875,99.4000000000001,0.6,0,0.1,0.9,15,0,4160,cluster,0.0192,6,5.715,6,1.67981397779635,8,8.77,8,5.16827824328373,True,5,5.19319319319319,4,3.45103221327341,99.9000000000001,0.1,0
True,20,21.3853853853854,21,5.05650025427153,99.9000000000001,0.1,0,0.1,0.9,16,0,4160,cluster,0.0192,5,5.523,5,1.6116671492588,8,8.789,8,4.94191046054054,True,5,4.869,4,2.57756454817333,100,0,0
True,20,20.812,20,4.8079783693357,100,0,0,0.1,0.9,17,0,4160,cluster,0.0192,5,5.285,5,1.45868948032129,9,9.015,8,5.11769235105042,True,5,4.47547547547547,4,2.14936477082584,99.9000000000001,0.1,0
True,20,20.3983983983984,20,4.68159746157545,99.9000000000001,0.1,0,0.1,0.9,18,0,4160,cluster,0.0192,5,5.109,5,1.44607019193399,9,9.433,9,4.99374719023701,True,5,4.33199195171026,4,2.11120481492416,99.4000000000001,0.6,0
True,19,19.5765765765766,19,4.19946751616335,99.9000000000001,0.1,0,0.1,0.9,19,0,4160,cluster,0.0192,5,5.026,5,1.44198613030778,10,9.611,9,5.02490586976512,True,4,4.04413239719158,4,1.68956267733562,99.7000000000001,0.3,0
True,18,19.111,18,4.25801350397107,100,0,0,0.1,0.9,20,0,4160,cluster,0.0192,5,4.878,5,1.34131129869244,10,9.988,9,5.34021123177726,True,4,3.89289289289289,4,1.40695382248251,99.9000000000001,0.1,0
True,18,18.5707121364092,18,4.05259613094926,99.7000000000001,0.3,0,0.1,0.9,21,0,4160,cluster,0.0192,5,4.763,5,1.30569177067178,11,10.343,10,5.77540916299443,True,4,3.77054108216433,3,1.51560153200743,99.8000000000001,0.2,0
True,17,18.115,18,4.1573759752998,100,0,0,0.1,0.9,22,0,4160,cluster,0.0192,5,4.624,5,1.22581564682459,11,10.502,10,5.60178507263533,True,4,3.60821643286573,3,1.32109925127294,99.8000000000001,0.2,0
True,17,17.498,17,3.82805381362384,100,0,0,0.1,0.9,23,0,4160,cluster,0.0192,4,4.538,4,1.22333805630333,10,10.829,10,5.65559537095786,True,4,3.51606425702811,3,1.09340069150164,99.6000000000001,0.4,0
True,16,16.92,17,3.57233816988258,100,0,0,0.1,0.9,24,0,4160,cluster,0.0192,4,4.453,4,1.216466604556,10,11.073,10,5.74418584309387,True,4,3.40722166499498,3,1.04496116459828,99.7000000000001,0.3,0
True,16,16.518,16,3.56954843082427,100,0,0,0.1,0.9,25,0,4160,cluster,0.0192,4,4.379,4,1.14339800594544,11,11.596,11,5.77102971747677,True,4,3.28628628628629,3,0.999560525113656,99.9000000000001,0.1,0
True,15,16.002,16,3.43278254481696,100,0,0,0.1,0.9,26,0,4160,cluster,0.0192,4,4.306,4,1.10379527087228,11,11.992,11,6.02195449999417,True,4,3.20281124497992,3,0.872972193323085,99.6000000000001,0.4,0
True,15,15.515,15,3.15591112042149,100,0,0,0.1,0.9,27,0,4160,cluster,0.0192,4,4.258,4,1.10156071099146,11,12.294,12,6.0081248322584,True,4,3.11770623742455,3,0.843503025689542,99.4000000000001,0.6,0
True,15,15.402,15,3.2066175325411,100,0,0,0.1,0.9,28,0,4160,cluster,0.0192,4,4.158,4,1.01638378578173,12,12.137,12,5.84364877452436,True,4,3.08853118712274,3,0.853569411338666,99.4000000000001,0.6,0
True,15,14.906,15,3.2064254240509,100,0,0,0.1,0.9,29,0,4160,cluster,0.0192,4,4.125,4,1.00268389834484,12,12.644,12,6.29152318600194,True,4,3.07746478873239,3,0.839801650474949,99.4000000000001,0.6,0
True,14,14.528,14,3.11628240055358,100,0,0,0.1,0.9,30,0,4160,cluster,0.0192,4,4.042,4,1.04701289390341,12,12.694,12,6.61077635380293,True,4,2.98896690070211,3,0.740624201962995,99.7000000000001,0.3,0
True,14,14.229,14,3.00409037813445,100,0,0,0.1,0.9,31,0,4160,cluster,0.0192,4,4.07,4,0.986458311334037,13,13.295,13,6.38717269220114,True,4,2.997997997998,3,0.75270349976239,99.9000000000001,0.1,0
True,13,14.022,14,2.90577287481317,100,0,0,0.1,0.9,32,0,4160,cluster,0.0192,4,3.944,4,0.981256337559151,14,13.13,12,6.63800421813665,True,4,2.93969849246231,3,0.70773324159178,99.5000000000001,0.5,0
True,13,13.49,13,2.87991319313621,100,0,0,0.1,0.9,33,0,4160,cluster,0.0192,4,3.938,4,0.950871179498043,14,13.824,13,6.79036258236628,True,4,2.86760280842528,3,0.68551686399724,99.7000000000001,0.3,0
True,13,13.335,13,2.81900248314896,100,0,0,0.1,0.9,34,0,4160,cluster,0.0192,4,3.84,4,0.934023554306849,15,13.538,13,6.80195236678411,True,4,2.87826961770624,3,0.700869411039202,99.4000000000001,0.6,0
True,12,12.945,13,2.64082846849242,100,0,0,0.1,0.9,35,0,4160,cluster,0.0192,4,3.809,4,0.952112913471926,15,13.826,13,7.30682721843072,True,4,2.84808853118712,3,0.707861409358079,99.4000000000001,0.6,0
True,12,12.638,12,2.65950296108126,100,0,0,0.1,0.9,36,0,4160,cluster,0.0192,4,3.724,4,0.934785536901379,15,13.663,13,6.99266980487424,True,4,2.78335005015045,3,0.606884285874847,99.7000000000001,0.3,0
True,12,12.283,12,2.49176864897205,100,0,0,0.1,0.9,37,0,4160,cluster,0.0192,4,3.753,4,0.94233274378003,16,14.325,13,7.24288443922723,True,4,2.77721774193548,3,0.633224213214682,99.2000000000001,0.8,0
True,12,12.077,12,2.40147267317369,100,0,0,0.1,0.9,38,0,4160,cluster,0.0192,4,3.675,4,0.877140239642442,16,14.255,14,7.19040854193974,True,4,2.76056338028169,3,0.614229396083516,99.4000000000001,0.6,0
True,11,11.776,12,2.44618560211608,100,0,0,0.1,0.9,39,0,4160,cluster,0.0192,4,3.634,4,0.879797704020646,16,14.5,14,7.42509259201527,True,4,2.74470232088799,3,0.646663163016328,99.1000000000001,0.9,0
True,11,11.681,11,2.44402107192225,100,0,0,0.1,0.9,40,0,4160,cluster,0.0192,4,3.599,4,0.870746231688659,17,14.669,13,7.49222523687055,True,4,2.67806841046278,3,0.619097392041904,99.4000000000001,0.6,0
True,11,11.38,11,2.32843294943187,100,0,0,0.1,0.9,41,0,4160,cluster,0.0192,4,3.594,4,0.853911002388422,17,15.108,14,7.61251180623058,True,4,2.68172690763052,3,0.614506225618726,99.6000000000001,0.4,0
True,11,11.112,11,2.11126881282323,100,0,0,0.1,0.9,42,0,4160,cluster,0.0192,3,3.53,3,0.851528038293514,11,15.274,15,8.11670647491949,True,4,2.65454545454545,3,0.607906280534822,99.0000000000001,1,0
True,10,10.768,11,2.10479832763141,100,0,0,0.1,0.9,43,0,4160,cluster,0.0192,3,3.523,3,0.850570984692048,12,15.56,14.5,7.80182030041708,True,4,2.60851926977688,3,0.57754502308086,98.6000000000001,1.4,0
True,10,10.627,10,2.12834936041995,100,0,0,0.1,0.9,44,0,4160,cluster,0.0192,3,3.466,3,0.801775529683963,12,15.181,15,7.65285822421924,True,4,2.62776659959759,3,0.579906363296921,99.4000000000001,0.6,0
True,10,10.39,10,1.97228294116235,100,0,0,0.1,0.9,45,0,4160,cluster,0.0192,3,3.45,3,0.854107721543366,12,15.418,15,7.95030037168408,True,4,2.60383064516129,3,0.569119158419596,99.2000000000001,0.8,0
True,10,10.244,10,1.89854259894267,100,0,0,0.1,0.9,46,0,4160,cluster,0.0192,3,3.422,3,0.840188074183394,13,16.006,16,8.05096043959974,True,4,2.55510616784631,3,0.570815953909834,98.9000000000001,1.1,0
True,10,10.008,10,1.87614924779454,100,0,0,0.1,0.9,47,0,4160,cluster,0.0192,3,3.355,3,0.788019669805266,12,15.995,15,8.06727804157016,True,4,2.55465587044534,3,0.561995237308143,98.8000000000001,1.2,0
True,9,9.9,10,1.83684512139701,100,0,0,0.1,0.9,48,0,4160,cluster,0.0192,3,3.365,3,0.812265350732136,13,15.98,15,8.15374760462942,True,4,2.54166666666667,3,0.533712708057947,98.4000000000001,1.6,0
True,9,9.772,10,1.84174265303272,100,0,0,0.1,0.9,49,0,4160,cluster,0.0192,3,3.311,3,0.803914796480324,13,15.745,15,8.23225212198946,True,3,2.53333333333333,3,0.554504055417765,99.0000000000001,1,0
True,9,9.552,9,1.78417936318073,100,0,0,0.1,0.9,50,0,4160,cluster,0.0192,3,3.276,3,0.812295512729204,13,16.048,15,8.49774652481468,True,3,2.48324873096447,2,0.531231309911576,98.5000000000001,1.5,0
