outbreak,outbreak_day,outbreak_day_av,outbreak_day_md,outbreak_day_sd,outbreak_prob,control_prob,contained_prob,iq_factor,iq_compliance,cluster_size,poisson_lambda,num_tests,label,beta,first_case_day,first_case_day_av,first_case_day_md,first_case_day_sd,first_case_inf,first_case_inf_av,first_case_inf_md,first_case_inf_sd,resurgence,resurgence_day,resurgence_day_av,resurgence_day_md,resurgence_day_sd,resurgence_prob,resurgence_control_prob,resurgence_contained_prob
False,,34.3366336633663,35,5.40952081061261,20.2,79.7000000000001,0.1,0.1,0.9,1,0,6260,cluster,0.0192,,20.9912087912088,19,8.34160298126599,,4.3010989010989,3,4.24464742463368,False,,29.3764434180138,28,12.8889052780903,43.3,56.6,0.1
False,,33.8389423076923,34.5,5.94611402162875,41.6,58.3,0.1,0.1,0.9,2,0,6260,cluster,0.0192,28,16.5749674054759,15,7.43204234523476,4,3.8135593220339,3,3.73509013050378,True,33,26.6559888579387,24,12.6245344792914,71.8000000000001,28.2,0
True,41,32.5216606498195,33,6.19337017021806,55.4,44.6,0,0.1,0.9,3,0,6260,cluster,0.0192,20,13.2578125,12,6.54188473829442,3,3.52901785714286,2,3.5555611521705,True,25,22.7713936430318,20,12.112060842902,81.8000000000001,18.2,0
True,37,31.3925925925926,32,6.45198367004006,67.5,32.4,0.1,0.1,0.9,4,0,6260,cluster,0.0192,15,11.0790842872008,10,5.43067075060056,3,4.04370447450572,3,3.73555691221569,True,20,20.3959955506118,17,12.0026427190118,89.9000000000001,10.1,0
True,34,30.4280155642023,30,6.61178004486125,77.1000000000001,22.8,0.1,0.1,0.9,5,0,6260,cluster,0.0192,11,9.1417004048583,8,3.97438177191714,3,4.09716599190283,3,3.48401091407156,True,16,17.6077812828602,15,11.0882466557877,95.1000000000001,4.9,0
True,31,29.6007109004739,30,6.91728718891028,84.4000000000001,15.6,0,0.1,0.9,6,0,6260,cluster,0.0192,9,8.16064257028113,8,3.36803679853116,4,4.37751004016064,4,3.55621186040482,True,13,15.4635897435897,13,10.2229734966761,97.5000000000001,2.5,0
True,29,28.0622222222222,27,6.84450432874236,90.0000000000001,9.90000000000001,0.1,0.1,0.9,7,0,6260,cluster,0.0192,8,7.197,7,2.61461106094195,4,4.618,4,3.55275611321689,True,11,13.2505050505051,11,9.05024553199351,99.0000000000001,1,0
True,27,27.0187845303867,26,6.71377578289334,90.5000000000001,9.50000000000001,0,0.1,0.9,8,0,6260,cluster,0.0192,7,6.58458458458459,6,2.22205763713396,4,4.94894894894895,4,3.48547628615341,True,9,12.021190716448,9,9.48250047893229,99.1000000000001,0.9,0
True,26,25.7765843179377,25,6.92971694569909,93.1000000000001,6.90000000000001,0,0.1,0.9,9,0,6260,cluster,0.0192,6,6.129,6,1.93244896439725,5,5.479,5,3.9703348725265,True,7,10.5150300601202,8,7.96166129965342,99.8000000000001,0.2,0
True,25,24.964509394572,24,6.67222402219174,95.8000000000001,4.2,0,0.1,0.9,10,0,6260,cluster,0.0192,6,5.81,6,1.82918014421762,5,5.845,5,3.99787130858411,True,6,9.24373119358075,7,6.82477148609917,99.7000000000001,0.3,0
True,23,24.0606995884774,23,6.43641091904537,97.2000000000001,2.8,0,0.1,0.9,11,0,6260,cluster,0.0192,5,5.463,5,1.6120269848858,5,5.839,5,3.7864335462279,True,6,7.97394789579158,6,5.85301959008634,99.8000000000001,0.2,0
True,22,22.9391480730223,22,6.32794991976069,98.6000000000001,1.4,0,0.1,0.9,12,0,6260,cluster,0.0192,5,5.263,5,1.58234983489745,6,6.234,6,3.92163792311325,True,5,7.17753259779338,6,5.47718681957812,99.7000000000001,0.3,0
True,21,21.9573170731707,21,5.98101733918735,98.4000000000001,1.6,0,0.1,0.9,13,0,6260,cluster,0.0192,5,5.022,5,1.44758972088089,6,6.738,6,4.06661480841252,True,5,6.38038038038038,5,4.69867353499303,99.9000000000001,0.1,0
True,20,20.7515151515151,20,5.73196536950854,99.0000000000001,1,0,0.1,0.9,14,0,6260,cluster,0.0192,5,4.854,5,1.31707402981002,7,7.404,7,4.52335981323618,True,5,5.62387161484454,4,3.6220587771213,99.7000000000001,0.3,0
True,19,20.136546184739,19,5.64543296589066,99.6000000000001,0.4,0,0.1,0.9,15,0,6260,cluster,0.0192,5,4.678,5,1.300890464259,8,7.327,7,4.42674496667698,True,5,5.0713567839196,4,3.2111510590381,99.5000000000001,0.5,0
True,19,19.7467336683417,19,5.56425932118454,99.5000000000001,0.5,0,0.1,0.9,16,0,6260,cluster,0.0192,5,4.588,4,1.24348542412044,8,7.643,7,4.7543191941644,True,5,5.06713426853707,4,3.2229298095246,99.8000000000001,0.2,0
True,18,18.8557114228457,18,5.18893752034749,99.8000000000001,0.2,0,0.1,0.9,17,0,6260,cluster,0.0192,4,4.487,4,1.18904625645935,7,7.855,7,4.56552023322644,True,5,4.74222668004012,4,2.6859626659914,99.7000000000001,0.3,0
True,17,18.2605210420842,17,5.20446321957086,99.8000000000001,0.2,0,0.1,0.9,18,0,6260,cluster,0.0192,4,4.314,4,1.15646184545795,7,8.07,7,4.64166995810775,True,5,4.2935871743487,4,2.06191220030324,99.8000000000001,0.2,0
True,16,17.3433433433433,16,4.74001064705211,99.9000000000001,0.1,0,0.1,0.9,19,0,6260,cluster,0.0192,4,4.236,4,1.12619003724949,8,8.361,8,5.02918273678736,True,4,4.12912912912913,4,1.93185776307654,99.9000000000001,0.1,0
True,16,16.619,16,4.90018764946813,100,0,0,0.1,0.9,20,0,6260,cluster,0.0192,4,4.12,4,1.0571660229122,8,8.752,8,5.23607639363675,True,4,3.98,4,1.88722017793367,100,0,0
True,15,16.187,15,4.48375188876459,100,0,0,0.1,0.9,21,0,6260,cluster,0.0192,4,4.015,4,1.01822148867523,9,8.861,8,5.06139101433588,True,4,3.79638916750251,3,1.50481240762743,99.7000000000001,0.3,0
True,15,15.456,15,4.12602278229289,100,0,0,0.1,0.9,22,0,6260,cluster,0.0192,4,3.942,4,0.998316583053692,9,8.967,9,5.13457992439498,True,4,3.61461461461462,3,1.30626680260436,99.9000000000001,0.1,0
True,14,14.962,14,3.90673213824547,100,0,0,0.1,0.9,23,0,6260,cluster,0.0192,4,3.947,4,0.99307149792953,10,9.346,9,5.26025512689261,True,4,3.50752256770311,3,1.21392521351781,99.7000000000001,0.3,0
True,14,14.636,14,3.71153660900711,100,0,0,0.1,0.9,24,0,6260,cluster,0.0192,4,3.871,4,0.946762377790753,10,9.438,9,5.29907123937771,True,4,3.4954954954955,3,1.17605817992662,99.9000000000001,0.1,0
True,13,13.89,13,3.61108017080762,100,0,0,0.1,0.9,25,0,6260,cluster,0.0192,4,3.727,4,0.941525889182024,10,9.64,9,5.52380303776302,True,4,3.34102306920762,3,1.01149469649253,99.7000000000001,0.3,0
True,13,13.54,13,3.47338451657745,100,0,0,0.1,0.9,26,0,6260,cluster,0.0192,4,3.661,4,0.91655823601122,11,9.535,9,5.52057741545212,True,4,3.29889669007021,3,0.968370803151492,99.7000000000001,0.3,0
True,12,13.023,13,3.08585012597825,100,0,0,0.1,0.9,27,0,6260,cluster,0.0192,4,3.64,4,0.894650769853802,12,10.323,10,5.68776502679216,True,4,3.1929648241206,3,0.877954883611413,99.5000000000001,0.5,0
