dsct,dsct_day,dsct_day_av,dsct_day_md,dsct_day_sd,dsct_prob,first_case_day,first_case_day_av,first_case_day_md,first_case_day_sd,first_case_inf,first_case_inf_av,first_case_inf_md,first_case_inf_sd,sct,sct_day,sct_day_av,sct_day_md,sct_day_sd,sct_prob,sct_control_prob,sct_contained_prob,iq_factor,cluster_size,poisson_lambda,num_tests,label,beta,vax_proportion,vax_efficacy,vevp
True,28,29.0802919708029,28,8.82779390756846,0,6,5.58,5,1.73539620836281,5,5.01933333333333,4.66666666666667,2.67071850507187,True,6,10.2024048096192,8,8.36091646152562,99.8000000000001,0.2,0,0.1,11,0,6260,cluster,0.0192,0.2,0.7,0.9
True,27,28.4213197969543,27,9.07297836045044,0,5,5.273,5,1.55578629637878,5.33333333333333,5.34933333333333,5,2.76850733950425,True,6,9.08208208208208,7,7.33833226214641,99.9000000000001,0.1,0,0.1,12,0,6260,cluster,0.0192,0.2,0.7,0.9
True,25,26.7589013224822,25,8.64243120332466,0,5,5.01,5,1.44287906631152,5.33333333333333,5.64266666666667,5,3.05695592960637,True,6,8.004004004004,6,6.04835238313167,99.9000000000001,0.1,0,0.1,13,0,6260,cluster,0.0192,0.2,0.7,0.9
True,24,25.5202839756592,24,7.54755675043933,0,5,4.884,5,1.35075682489484,5.66666666666667,5.86933333333333,5.33333333333333,3.04646126222249,True,5,7.23446893787575,6,5.48409380282773,99.8000000000001,0.2,0,0.1,14,0,6260,cluster,0.0192,0.2,0.7,0.9
True,24,24.5665322580645,23,8.09343177983023,0,5,4.689,4.5,1.30087624315305,6.33333333333333,6.09266666666667,5.66666666666667,3.16091962708464,True,5,6.37074148296593,5,4.77455950725082,99.8000000000001,0.2,0,0.1,15,0,6260,cluster,0.0192,0.2,0.7,0.9
True,22,23.2842842842843,22,7.46183236246089,0,4,4.6,4,1.2401612798342,5.66666666666667,6.594,6,3.2746242532541,True,5,5.68468468468468,4,3.96931116275639,99.9000000000001,0.1,0,0.1,16,0,6260,cluster,0.0192,0.2,0.7,0.9
True,21,22.9568706118355,21,7.78337254026882,0,4,4.427,4,1.21271224946399,6,6.64533333333333,6.33333333333333,3.36273539448666,True,5,5.40581162324649,4,3.64131358465991,99.8000000000001,0.2,0,0.1,17,0,6260,cluster,0.0192,0.2,0.7,0.9
True,21,21.642,20.5,7.53046054368523,0,4,4.343,4,1.12487821563047,6.33333333333333,6.96133333333333,6.66666666666667,3.50822120169182,True,5,5.02708124373119,4,3.34272197123095,99.7000000000001,0.3,0,0.1,18,0,6260,cluster,0.0192,0.2,0.7,0.9
True,19,20.8996990972919,20,6.85162785932637,0,4,4.253,4,1.12382872360516,6.33333333333333,7.17966666666667,6.66666666666667,3.55140784290775,True,5,4.81981981981982,4,3.45072094534029,99.9000000000001,0.1,0,0.1,19,0,6260,cluster,0.0192,0.2,0.7,0.9
True,19,20.3697394789579,19,6.5791440480563,0,4,4.117,4,1.02435882385031,7,7.38266666666667,7,3.52716593819394,True,4,4.481444332999,4,2.94055220357441,99.7000000000001,0.3,0,0.1,20,0,6260,cluster,0.0192,0.2,0.7,0.9
False,,42.353488372093,44,9.00778342600802,0.2,,22.317617866005,21,10.1447764203181,,3.36807278742762,2.66666666666667,3.0008556278587,False,,29.8168168168168,28,12.837845916089,33.3,66.6000000000001,0.1,0.1,1,0,6260,cluster,0.0192,0.2,0.9,1.1
False,,41.5230352303523,41,8.91788103584537,0.2,55,18.5279034690799,16,9.38687779775994,3,3.22373051784816,2.33333333333333,2.94028381945399,False,,27.6751824817518,26,13.4659737777934,54.8,45.2,0,0.1,2,0,6260,cluster,0.0192,0.2,0.9,1.1
False,,40.4453125,40,9.0771937721602,0,28,14.9208381839348,13,7.89929462939789,2.66666666666667,3.08498253783469,2.33333333333333,2.62775171840924,True,36,26.0082644628099,24,13.7220515062025,72.6000000000001,27.4,0,0.1,3,0,6260,cluster,0.0192,0.2,0.9,1.1
True,49,39.1392405063291,39,9.44250982674801,0,20,11.8435517970402,10,7.10602621205318,3,3.05778717406624,2.33333333333333,2.57300199950328,True,28,24.3060240963855,22,13.0101105206088,83.0000000000001,17,0,0.1,4,0,6260,cluster,0.0192,0.2,0.9,1.1
True,44,37.3739612188366,37,9.95356465823668,0,15,9.87792472024415,9,5.18501547927043,3,3.36046117327908,2.66666666666667,2.8284169205226,True,22,21.6160815402039,19,12.4893998834005,88.3000000000001,11.7,0,0.1,5,0,6260,cluster,0.0192,0.2,0.9,1.1
True,41,37.1856963613551,37,9.76181309511914,0,9,8.25754527162978,8,3.57473647358744,3,3.4822266934943,3,2.5075266543408,True,19,19.4449197860963,17,12.2320222056517,93.5000000000001,6.5,0,0.1,6,0,6260,cluster,0.0192,0.2,0.9,1.1
True,38,35.1598062953995,34,10.1628927628272,0,8,7.52852852852853,7,3.20080960368717,3.33333333333333,3.83116449783116,3.33333333333333,2.65000860833667,True,15,17.6222684703434,14,12.1039498482935,96.1000000000001,3.9,0,0.1,7,0,6260,cluster,0.0192,0.2,0.9,1.1
True,35,33.8624161073826,33,9.51368243355544,0,7,6.751,6,2.45621639926127,3.66666666666667,4.13033333333333,3.66666666666667,2.53438835487644,True,13,15.4275436793422,13,10.7537197765839,97.3000000000001,2.7,0,0.1,8,0,6260,cluster,0.0192,0.2,0.9,1.1
True,34,32.9478357380688,32,9.81394895519151,0,6,6.227,6,2.0633640008491,3.66666666666667,4.18566666666667,3.66666666666667,2.51446373783534,True,11,14.3350253807107,11,10.614588257799,98.5000000000001,1.5,0,0.1,9,0,6260,cluster,0.0192,0.2,0.9,1.1
True,31,31.5118025751073,30,9.5863407705312,0,6,5.886,6,1.852296952435,4,4.50933333333333,4,2.53905529238293,True,9,12.6509054325956,9,9.88026222704446,99.4000000000001,0.6,0,0.1,10,0,6260,cluster,0.0192,0.2,0.9,1.1
True,29,30.381914893617,29,9.41196005505034,0,6,5.57,5,1.73352242558324,4.66666666666667,4.76666666666667,4.33333333333333,2.59948712890319,True,7,11.1064257028112,8,8.69558345148553,99.6000000000001,0.4,0,0.1,11,0,6260,cluster,0.0192,0.2,0.9,1.1
True,28,29.0283315844701,27,9.28866864583899,0,5,5.278,5,1.56547628535216,4.66666666666667,5.118,4.66666666666667,2.71093841890795,True,6,9.79195979899498,7,8.12254976913978,99.5000000000001,0.5,0,0.1,12,0,6260,cluster,0.0192,0.2,0.9,1.1
True,27,27.7194244604316,26,8.84655087372797,0,5,4.992,5,1.419132129155,5,5.297,4.66666666666667,2.7972430673393,True,6,8.65931863727455,6,7.11740706319934,99.8000000000001,0.2,0,0.1,13,0,6260,cluster,0.0192,0.2,0.9,1.1
True,26,26.9212121212121,25.5,8.68121474448438,0,5,4.883,5,1.34584954582598,5.33333333333333,5.55966666666667,5,2.88863595260231,True,6,7.593,6,5.63749509977614,100,0,0,0.1,14,0,6260,cluster,0.0192,0.2,0.9,1.1
True,24,25.8272727272727,24,8.63861799391614,0,5,4.718,5,1.31471517828007,6.16666666666667,5.84266666666667,5.66666666666667,2.97547785144579,True,5,6.9939879759519,5,5.50623293460383,99.8000000000001,0.2,0,0.1,15,0,6260,cluster,0.0192,0.2,0.9,1.1
True,23,23.9444444444444,22,8.23284530785531,0,4,4.606,4,1.26204754268609,5.33333333333333,6.33566666666667,5.66666666666667,3.1653848458319,True,5,6.16,5,4.77225313662216,100,0,0,0.1,16,0,6260,cluster,0.0192,0.2,0.9,1.1
True,22,23.4773413897281,22,8.15878055115112,0,4,4.44,4,1.22081939696255,5.66666666666667,6.44833333333333,6,3.26370571590026,True,5,5.6563126252505,4,3.90687119259029,99.8000000000001,0.2,0,0.1,17,0,6260,cluster,0.0192,0.2,0.9,1.1
True,21,22.2032193158954,21,7.73511094595719,0,4,4.346,4,1.13502599089184,6,6.60666666666667,6,3.40805581592269,True,5,5.26379137412237,4,3.66933439650107,99.7000000000001,0.3,0,0.1,18,0,6260,cluster,0.0192,0.2,0.9,1.1
True,20,21.6864919354839,20,7.34390650086746,0,4,4.25,4,1.11601971308754,6.33333333333333,6.883,6.33333333333333,3.44076540257477,True,5,5.11811811811812,4,4.08518675373292,99.9000000000001,0.1,0,0.1,19,0,6260,cluster,0.0192,0.2,0.9,1.1
True,19,20.6810431293882,19,7.3207480335316,0,4,4.14,4,1.05565145763173,7,7.15433333333333,6.66666666666667,3.48304832964842,True,5,4.7221664994985,4,3.13680710225403,99.7000000000001,0.3,0,0.1,20,0,6260,cluster,0.0192,0.2,0.9,1.1
False,,46.3162393162393,48,7.79617435510561,0.2,,25.214983713355,23,10.6253662247547,,3.79044516829533,3,3.25408886985951,False,,31.1230158730159,29,13.7398139049481,25.2,74.7000000000001,0.1,0.1,1,0,6260,cluster,0.0192,0.5,0.7,1.2
False,,45.2192513368984,47,8.15885421571561,0.2,,21.0672727272727,19,10.666729149266,,3.1369696969697,2.33333333333333,2.91166704117722,False,,30.6856492027335,30,14.0190741841053,43.9,56,0.1,0.1,2,0,6260,cluster,0.0192,0.5,0.7,1.2
False,,44.787456445993,46,7.91902284367369,0,53,17.3211963589077,14,10.2891653658755,3.66666666666667,3.07845687039445,2,2.8554846355537,False,,28.8988580750408,28,13.9821448247371,61.3,38.7,0,0.1,3,0,6260,cluster,0.0192,0.5,0.7,1.2
False,,44.75,46,8.20228626664542,0,35,13.2733333333333,11,8.47104611144469,3.33333333333333,2.75481481481481,2,2.48156318273462,True,43,26.8711911357341,25,13.7089362031557,72.2000000000001,27.8,0,0.1,4,0,6260,cluster,0.0192,0.5,0.7,1.2
False,,42.8217391304348,44,8.35533968927963,0.1,27,10.984375,9,6.63613573746361,3.66666666666667,2.85243055555556,2.33333333333333,2.35404618566662,True,34,24.5363748458693,22,13.789758210154,81.1000000000001,18.9,0,0.1,5,0,6260,cluster,0.0192,0.5,0.7,1.2
False,,42.1240601503759,43,8.7588636126986,0,21,9.00202224469161,8,5.15424334157561,3.66666666666667,2.9464105156724,2.33333333333333,2.36965418600216,True,29,22.7886836027714,20,13.6887341408164,86.6000000000001,13.4,0,0.1,6,0,6260,cluster,0.0192,0.5,0.7,1.2
True,55,41.5532994923858,42,8.90294263659535,0,13,7.94689378757515,7,3.90444294620652,3,3.14161656646627,2.66666666666667,2.34802758670425,True,24,21.6322222222222,18,13.4667188759531,90.0000000000001,10,0,0.1,7,0,6260,cluster,0.0192,0.5,0.7,1.2
True,51,40.9189189189189,41,9.1572532847002,0,7,6.98198198198198,6,2.69609803610625,3,3.3687020353687,3,2.21457022779182,True,20,19.2302771855011,16,12.4757444893212,93.8000000000001,6.2,0,0.1,8,0,6260,cluster,0.0192,0.5,0.7,1.2
True,49,40.1882183908046,40,9.27225060644002,0.1,6,6.465,6,2.56296215344667,3.33333333333333,3.431,3,2.01756594274718,True,19,18.0513089005236,14,12.5232552625325,95.5000000000001,4.5,0,0.1,9,0,6260,cluster,0.0192,0.5,0.7,1.2
True,47,39.0243572395129,39,9.74127843288659,0.1,6,5.997,6,2.1328363744085,3.66666666666667,3.77166666666667,3.33333333333333,2.20004482277571,True,15,16.2240663900415,12,12.1119262261812,96.4000000000001,3.6,0,0.1,10,0,6260,cluster,0.0192,0.5,0.7,1.2
True,44,38.856050955414,38,9.88524821012338,0,6,5.668,5,1.8787698102748,4,4.02733333333333,3.66666666666667,2.15806693336627,True,13,15.5802219979818,12,11.9433312270214,99.1000000000001,0.9,0,0.1,11,0,6260,cluster,0.0192,0.5,0.7,1.2
True,42,37.4237288135593,37,10.0499777092048,0,5,5.363,5,1.66950022461813,4,4.22366666666667,3.66666666666667,2.33649212377111,True,10,13.4028340080972,10,10.7659904640888,98.8000000000001,1.2,0,0.1,12,0,6260,cluster,0.0192,0.5,0.7,1.2
True,39,36.436320754717,36,10.0961510343515,0,5,5.07,5,1.54954832128592,4.33333333333333,4.427,4,2.4523920069099,True,9,12.4396378269618,9,10.55115345853,99.4000000000001,0.6,0,0.1,13,0,6260,cluster,0.0192,0.5,0.7,1.2
True,38,35.3672055427252,35,10.0087276369958,0,5,4.96,5,1.39370011121475,4.66666666666667,4.58666666666667,4,2.42703293939099,True,7,11.3567134268537,8,9.91936477881878,99.8000000000001,0.2,0,0.1,14,0,6260,cluster,0.0192,0.5,0.7,1.2
True,37,34.6644295302013,34,10.3924839935405,0,5,4.735,5,1.30413764610949,5,4.863,4.66666666666667,2.53197505253639,True,6,9.82779456193354,7,8.18255659910603,99.3000000000001,0.7,0,0.1,15,0,6260,cluster,0.0192,0.5,0.7,1.2
True,35,33.3554817275747,31,10.6295150196042,0,4,4.613,4,1.23581187888772,4.33333333333333,5.282,5,2.7178889683805,True,5,8.82530120481928,6,8.15866765109369,99.6000000000001,0.4,0,0.1,16,0,6260,cluster,0.0192,0.5,0.7,1.2
True,33,32.1361200428725,31,10.057163132989,0,4,4.463,4,1.24283184703322,4.66666666666667,5.366,5,2.72780734086718,True,5,7.56913827655311,5,6.74386304995816,99.8000000000001,0.2,0,0.1,17,0,6260,cluster,0.0192,0.5,0.7,1.2
True,32,31.1679064824655,29,10.1005292722177,0,4,4.347,4,1.13867949836642,5,5.49033333333333,5,2.84247855459515,True,5,7.2032032032032,5,6.57487480705741,99.9000000000001,0.1,0,0.1,18,0,6260,cluster,0.0192,0.5,0.7,1.2
True,31,30.7450157397691,29,9.97873072953018,0,4,4.266,4,1.15379547581016,5.33333333333333,5.67833333333333,5,2.92752787253075,True,5,6.60560560560561,5,5.82825678790789,99.9000000000001,0.1,0,0.1,19,0,6260,cluster,0.0192,0.5,0.7,1.2
True,30,30.0786163522013,28,10.2639741514248,0,4,4.157,4,1.0650591532868,5.66666666666667,6.01866666666667,5.66666666666667,2.97494844026283,True,5,6.07715430861723,5,5.12636502357629,99.8000000000001,0.2,0,0.1,20,0,6260,cluster,0.0192,0.5,0.7,1.2
False,,45.2153846153846,46,8.67975949275503,0.2,,24.7490039840637,22,11.2326337410663,,2.86586985391766,2,2.61676064707496,False,,31.4888888888889,30,14.1560701110038,18,81.9000000000001,0.1,0.1,1,0,6260,cluster,0.0192,0.5,0.9,1.4
False,,45.188679245283,47,8.33283254695587,0.2,,19.8329853862213,18,10.0741135460559,,2.3910925539318,1.66666666666667,2.35025270232888,False,,29.4354354354354,29,14.3595885515204,33.3,66.6000000000001,0.1,0.1,2,0,6260,cluster,0.0192,0.5,0.9,1.4
False,,45.093567251462,47,8.16156407867938,0,,16.6689944134078,14,9.73091540561594,,2.35195530726257,1.66666666666667,2.42746305265268,False,,28.4303278688525,27,14.0353499220178,48.8,51.2,0,0.1,3,0,6260,cluster,0.0192,0.5,0.9,1.4
False,,44.1111111111111,45,8.27908267119874,0.1,,12.914089347079,11,7.88814679817401,,2.16418480336006,1.66666666666667,2.13244187188813,False,,27.4833887043189,26,14.4038993132756,60.2000000000001,39.8,0,0.1,4,0,6260,cluster,0.0192,0.5,0.9,1.4
False,,44.7727272727273,46,8.30456679333248,0,42,11.2297154899895,9,7.68408932054914,2.33333333333333,2.31612223393045,2,1.8989354842518,False,,26.3602836879433,24,14.5258140452915,70.5000000000001,29.5,0,0.1,5,0,6260,cluster,0.0192,0.5,0.9,1.4
False,,43.8558282208589,46,8.20710150489174,0.1,31,8.92260692464359,8,5.11179679992266,2.66666666666667,2.36693822131704,2,1.82831255192839,True,52,23.6055408970976,21,14.0192600616355,75.8000000000001,24.2,0,0.1,6,0,6260,cluster,0.0192,0.5,0.9,1.4
False,,43.0712401055409,44,8.72612861615772,0,11,7.87184661957619,7,3.78812267239542,2.33333333333333,2.60679448368651,2.33333333333333,1.85963394140914,True,43,23.1830466830467,20,14.5493199197778,81.4000000000001,18.6,0,0.1,7,0,6260,cluster,0.0192,0.5,0.9,1.4
False,,41.9929078014184,43,9.5081125897766,0,7,6.93687374749499,6,2.6557728262601,2.33333333333333,2.81763527054108,2.33333333333333,1.87161069229598,True,37,21.8036322360953,18,14.3434057974932,88.1000000000001,11.9,0,0.1,8,0,6260,cluster,0.0192,0.5,0.9,1.4
False,,42.0567226890756,43,9.30657449091939,0.1,6,6.47447447447447,6,2.4497143097305,2.66666666666667,2.97897897897898,2.66666666666667,1.8350093054377,True,30,20.1515486725664,16,14.2311915088268,90.4000000000001,9.60000000000001,0,0.1,9,0,6260,cluster,0.0192,0.5,0.9,1.4
False,,40.3019230769231,41,9.35163478889398,0,6,6.061,6,2.30027802667417,3,3.198,3,1.89980010644395,True,28,19.2261904761905,15,13.937931605356,92.4000000000001,7.60000000000001,0,0.1,10,0,6260,cluster,0.0192,0.5,0.9,1.4
False,,41.2795497185741,43,10.0276678307421,0,6,5.637,5,1.84965699522912,3.33333333333333,3.41433333333333,3,2.00986320706438,True,25,17.9229957805907,14,13.486099215042,94.8000000000001,5.2,0,0.1,11,0,6260,cluster,0.0192,0.5,0.9,1.4
False,,39.1430976430976,40,10.0032685483495,0,5,5.357,5,1.64789289700514,3.33333333333333,3.626,3.33333333333333,1.95354708728052,True,19,16.1637305699482,11,12.8328484987013,96.5000000000001,3.5,0,0.1,12,0,6260,cluster,0.0192,0.5,0.9,1.4
True,55,38.4272300469484,39,10.5055590170934,0,5,5.073,5,1.50985794033743,3.66666666666667,3.807,3.33333333333333,2.18616251810234,True,15,15.0336734693878,11,12.0227627973413,98.0000000000001,2,0,0.1,13,0,6260,cluster,0.0192,0.5,0.9,1.4
True,52,38.1769005847953,38,10.2997186009678,0,5,4.933,5,1.35517932392728,4,3.99433333333333,3.66666666666667,2.16057376638707,True,12,13.605076142132,10,11.4958114031389,98.5000000000001,1.5,0,0.1,14,0,6260,cluster,0.0192,0.5,0.9,1.4
True,48,36.7093525179856,37,10.5314390039745,0,5,4.73,5,1.29811401656403,4.33333333333333,4.164,4,2.18250457553294,True,7,13.267947421638,8,11.6830399113648,98.9000000000001,1.1,0,0.1,15,0,6260,cluster,0.0192,0.5,0.9,1.4
True,44,35.5498721227622,35,10.9461338038684,0.1,4,4.613,4,1.23581187888772,3.66666666666667,4.60333333333333,4.33333333333333,2.38737186974389,True,6,10.8592964824121,7,9.78082944492394,99.5000000000001,0.5,0,0.1,16,0,6260,cluster,0.0192,0.5,0.9,1.4
True,44,35.0878552971576,35,10.9577545512726,0,4,4.488,4,1.25134167995796,4,4.65433333333333,4.33333333333333,2.38918003135432,True,6,9.4974924774323,6,9.03949007819661,99.7000000000001,0.3,0,0.1,17,0,6260,cluster,0.0192,0.5,0.9,1.4
True,41,34.2539489671932,34,11.181042184553,0,4,4.347,4,1.13692172114003,4.33333333333333,4.75266666666667,4.33333333333333,2.44875106488548,True,6,9.17102615694165,6,8.54817838345528,99.4000000000001,0.6,0,0.1,18,0,6260,cluster,0.0192,0.5,0.9,1.4
True,42,33.6527607361963,33,11.2249028191152,0,4,4.249,4,1.1326954577467,4.33333333333333,4.94266666666667,4.66666666666667,2.57756163844824,True,5,8.84669338677355,6,8.44572107621195,99.8000000000001,0.2,0,0.1,19,0,6260,cluster,0.0192,0.5,0.9,1.4
True,40,32.3517406962785,31,11.3358602965392,0,4,4.171,4,1.07413174238545,5,5.28066666666667,5,2.69289262070857,True,5,7.828,5,7.77099839145525,100,0,0,0.1,20,0,6260,cluster,0.0192,0.5,0.9,1.4
False,,47.3333333333333,50,6.95701085237043,0.2,,27.8251121076233,27,10.7261424432966,,3.91031390134529,3.33333333333333,3.34048981414801,False,,31.7551020408163,31,13.1176475806759,19.6,80.3000000000001,0.1,0.1,1,0,6260,cluster,0.0192,0.7,0.7,1.4
False,,47.3417721518987,50,7.42368102072364,0.2,,22.8283752860412,21,11.3925311904564,,3.11212814645309,2.33333333333333,2.83881560013097,False,,31.4149253731343,33,14.1974693323209,33.5,66.5,0,0.1,2,0,6260,cluster,0.0192,0.7,0.7,1.4
False,,47.6766917293233,49,6.29303096126225,0,,18.4853168469861,15,11.2786547663521,,2.72952086553323,2,2.56701341065013,False,,29.0571428571429,29,14.0205679817407,49,51,0,0.1,3,0,6260,cluster,0.0192,0.7,0.7,1.4
False,,46.5174418604651,49,7.63824057210281,0.1,,14.2533013205282,11,9.53942683662865,,2.34053621448579,1.66666666666667,2.28960951487685,False,,29.0782029950083,29,14.3677238379959,60.1000000000001,39.9,0,0.1,4,0,6260,cluster,0.0192,0.7,0.7,1.4
False,,47.3414634146342,49,7.0614368609614,0.1,,12.03197353914,9,8.74621182874128,,2.41969864020581,2,2.0743296793429,False,,26.5718518518518,25,14.9600586840394,67.5,32.5,0,0.1,5,0,6260,cluster,0.0192,0.7,0.7,1.4
False,,46.301652892562,48,7.4642340971044,0.1,45,9.64663212435233,8,6.31229588430301,4,2.47599309153713,2,2.0644270153015,True,55,24.6356382978723,23,14.406898691659,75.2000000000001,24.8,0,0.1,6,0,6260,cluster,0.0192,0.7,0.7,1.4
False,,45.4664310954064,47,8.14585048940761,0,38,8.54711246200608,7,5.38888488600439,4,2.60722728807835,2,1.98702919952141,True,45,23.7985166872682,21,14.4066046443814,80.9000000000001,19.1,0,0.1,7,0,6260,cluster,0.0192,0.7,0.7,1.4
False,,44.7191358024691,46,8.46624403983558,0.1,8,7.1815446339017,6,3.39273819187092,2.33333333333333,2.78669341357406,2.33333333333333,1.89404302915102,True,38,22.5294117647059,19,14.6172988113693,88.4000000000001,11.6,0,0.1,8,0,6260,cluster,0.0192,0.7,0.7,1.4
False,,45.0026525198939,47,8.04216298871656,0.1,6,6.566,6,2.68172407230871,2.66666666666667,2.882,2.66666666666667,1.89105155931825,True,35,21.4927374301676,18,14.1206177873498,89.5000000000001,10.5,0,0.1,9,0,6260,cluster,0.0192,0.7,0.7,1.4
False,,43.5805687203792,45,8.71790126808964,0.1,6,6.19,6,2.85830369275205,3,3.166,2.66666666666667,1.9774842603672,True,28,20.052688172043,16,14.2029990123838,93.0000000000001,7,0,0.1,10,0,6260,cluster,0.0192,0.7,0.7,1.4
False,,43.5991471215352,46,9.24536876615955,0,6,5.75,5,2.100833168055,3.33333333333333,3.32433333333333,3,1.87160866636164,True,23,18.4323189926548,15,13.1750616826281,95.3000000000001,4.7,0,0.1,11,0,6260,cluster,0.0192,0.7,0.7,1.4
False,,43.9123505976096,45,8.65658943752274,0,5,5.43,5,1.82403399091135,3.33333333333333,3.49933333333333,3.16666666666667,1.92965155173443,True,20,17.324973876698,13,13.1794912527234,95.7000000000001,4.3,0,0.1,12,0,6260,cluster,0.0192,0.7,0.7,1.4
False,,42.1574074074074,43,9.16450685367501,0,5,5.10910910910911,5,1.58354498572947,3.5,3.62262262262262,3.33333333333333,2.01839385492362,True,16,15.5865580448065,11,12.748952377638,98.2000000000001,1.8,0,0.1,13,0,6260,cluster,0.0192,0.7,0.7,1.4
False,,42.8233276157804,44,9.10834374654302,0,5,4.984,5,1.40703375936756,3.66666666666667,3.83933333333333,3.33333333333333,2.14262756653808,True,14,14.8596134282808,10,12.2539518260079,98.3000000000001,1.7,0,0.1,14,0,6260,cluster,0.0192,0.7,0.7,1.4
False,,41.3272120200334,42,9.41776342096207,0,5,4.73,5,1.29657240445723,4,4.03366666666667,3.66666666666667,2.16627686237112,True,10,13.0963488843813,9,11.020626376767,98.6000000000001,1.4,0,0.1,15,0,6260,cluster,0.0192,0.7,0.7,1.4
True,54,40.9166666666667,41,9.57192997437525,0,4,4.637,4,1.26697711107975,3.66666666666667,4.41733333333333,4,2.30801733095746,True,6,11.467071935157,7,10.5097860431427,98.7000000000001,1.3,0,0.1,16,0,6260,cluster,0.0192,0.7,0.7,1.4
True,52,40.4260614934114,42,9.93500224227713,0,4,4.471,4,1.25345881464051,4,4.44333333333333,4.33333333333333,2.39139893971894,True,6,10.8738738738739,7,10.2674987040538,99.9000000000001,0.1,0,0.1,17,0,6260,cluster,0.0192,0.7,0.7,1.4
True,50,39.4158415841584,40,9.96186097471612,0.1,4,4.358,4,1.17210750360195,4,4.58133333333333,4.33333333333333,2.42369011587244,True,6,9.99094567404427,6,9.48359371809684,99.4000000000001,0.6,0,0.1,18,0,6260,cluster,0.0192,0.7,0.7,1.4
True,50,39.2702331961591,40,10.082360702698,0.1,4,4.291,4,1.17826949379164,4.33333333333333,4.83366666666667,4.33333333333333,2.48457461147779,True,6,9.24624624624625,6,8.91363429246024,99.9000000000001,0.1,0,0.1,19,0,6260,cluster,0.0192,0.7,0.7,1.4
True,48,38.4812834224599,39,10.0961115223408,0.1,4,4.162,4,1.0778478556828,4.66666666666667,4.95433333333333,4.66666666666667,2.51895549340948,True,5,8.5421686746988,6,8.51724148570215,99.6000000000001,0.4,0,0.1,20,0,6260,cluster,0.0192,0.7,0.7,1.4
