outbreak,outbreak_day,outbreak_day_av,outbreak_day_md,outbreak_day_sd,outbreak_prob,control_prob,contained_prob,first_case_day,first_case_day_av,first_case_day_md,first_case_day_sd,first_case_inf,first_case_inf_av,first_case_inf_md,first_case_inf_sd,iq_factor,cluster_size,poisson_lambda,num_tests,label,beta,resurgence,resurgence_day,resurgence_day_av,resurgence_day_md,resurgence_day_sd,resurgence_prob,resurgence_control_prob,resurgence_contained_prob
True,45,33.7295918367347,32,9.30053808534432,58.8,41.1,0.1,30,19.5516178736518,18,8.37989751025219,5,6.71648690292758,5,5.83515640029727,0.2,1,0,6260,cluster,0.028231366,True,31,21.7331189710611,19,10.693906801707,62.2,37.8,0
True,33,31.3300733496332,30,8.98796262351815,81.8000000000001,18.1,0.1,19,15.5688282138794,14,7.31865211772761,6,6.72810011376564,5,6.00000150997232,0.2,2,0,6260,cluster,0.028231366,True,19,18.725,17,9.91544460257162,84.0000000000001,16,0
True,27,28.1259418729817,27,8.17043060532871,92.9000000000001,7.10000000000001,0,13,12.3713991769547,11,5.67998841659684,5,6.42695473251029,5,5.85962450745107,0.2,3,0,6260,cluster,0.028231366,True,14,15.3767195767196,13,9.24767311391854,94.5000000000001,5.5,0
True,25,26.1353305785124,25,7.18032721104408,96.8000000000001,3.2,0,11,10.0645161290323,9,4.26135472833553,5,6.39415322580645,5,5.50704150500177,0.2,4,0,6260,cluster,0.028231366,True,11,12.9427402862986,11,7.77355865532142,97.8000000000001,2.2,0
True,23,24.2545454545454,23,6.67104814697413,99.0000000000001,1,0,10,8.67267267267267,8,3.2153230422821,6,6.65265265265265,5,5.61765329109669,0.2,5,0,6260,cluster,0.028231366,True,9,10.905527638191,10,6.74854308475719,99.5000000000001,0.5,0
True,21,22.8348439073515,21,6.29606203758136,99.3000000000001,0.7,0,8,7.6,7,2.75390631648936,6,7.04,6,5.33745257590173,0.2,6,0,6260,cluster,0.028231366,True,8,9.44020100502512,8,6.23002875202469,99.5000000000001,0.5,0
True,20,21.4214214214214,20,5.30091324800212,99.9000000000001,0.1,0,7,7.023,7,2.25842223687246,6,7.297,6,5.50479708981176,0.2,7,0,6260,cluster,0.028231366,True,6,8.10910910910911,7,4.806267503419,99.9000000000001,0.1,0
True,19,20.194,19,5.16840052627503,100,0,0,7,6.373,6,1.87613192499888,7,7.943,7,5.5391110297592,0.2,8,0,6260,cluster,0.028231366,True,6,6.98298298298298,6,4.29105160007955,99.9000000000001,0.1,0
True,18,19.1291291291291,18,4.439825942167,99.9000000000001,0.1,0,6,6.021,6,1.68004732076213,7,7.916,7,5.36478741424113,0.2,9,0,6260,cluster,0.028231366,True,5,6.17251755265797,5,3.57753031439204,99.7000000000001,0.3,0
True,17,18.289,18,4.16407000421463,100,0,0,6,5.674,5,1.61546402002644,8,8.875,8,5.56285673013426,0.2,10,0,6260,cluster,0.028231366,True,5,5.48545636910732,5,3.02199212881701,99.7000000000001,0.3,0
True,17,17.587,17,3.70707849930373,100,0,0,5,5.44,5,1.54415025175661,7,8.918,8,5.47533341450546,0.2,11,0,6260,cluster,0.028231366,True,5,4.9929718875502,4,2.50840971141761,99.6000000000001,0.4,0
True,16,16.863,16,3.4441589684566,100,0,0,5,5.205,5,1.46593826609445,9,9.652,9,5.78021591292228,0.2,12,0,6260,cluster,0.028231366,True,5,4.50750750750751,4,2.17541401112834,99.9000000000001,0.1,0
True,16,16.35,16,3.41255036592868,100,0,0,5,4.967,5,1.36158400401885,9,9.7,9,6.13595958265698,0.2,13,0,6260,cluster,0.028231366,True,5,4.31494483450351,4,2.08522223690852,99.7000000000001,0.3,0
True,15,15.887,15,3.29912579329737,100,0,0,5,4.732,5,1.28614773645954,10,9.946,9,6.01906005951095,0.2,14,0,6260,cluster,0.028231366,True,4,4.13467336683417,4,1.92208894131773,99.5000000000001,0.5,0
True,14,15.027,15,3.04996245878535,100,0,0,5,4.726,5,1.29496100327384,11,10.627,10,6.13546012944425,0.2,15,0,6260,cluster,0.028231366,True,4,3.81973816717019,4,1.55682337633373,99.3000000000001,0.7,0
True,14,14.506,14,2.91615568857357,100,0,0,4,4.524,4,1.17533995082274,10,11.484,11,6.55833393477337,0.2,16,0,6260,cluster,0.028231366,True,4,3.6592517694641,3,1.4164167632547,98.9000000000001,1.1,0
True,14,14.114,14,2.71569585925965,100,0,0,4,4.43,4,1.17690271475598,10,11.589,11,6.1428070944805,0.2,17,0,6260,cluster,0.028231366,True,4,3.47672064777328,3,1.12230990784622,98.8000000000001,1.2,0
True,13,13.733,13.5,2.64380615779599,100,0,0,4,4.289,4,1.16853711965004,10,11.684,11,6.5342286461372,0.2,18,0,6260,cluster,0.028231366,True,4,3.37537840565086,3,1.12236201896375,99.1000000000001,0.9,0
True,13,13.374,13,2.46984290998436,100,0,0,4,4.236,4,1.06127470524836,11,12.448,11,6.83836939628154,0.2,19,0,6260,cluster,0.028231366,True,4,3.21739130434783,3,0.97711988286267,98.9000000000001,1.1,0
True,13,12.954,13,2.3056200901276,100,0,0,4,4.18,4,1.0476640682967,12,12.812,12,6.82632082457308,0.2,20,0,6260,cluster,0.028231366,True,4,3.16767676767677,3,0.899026216494885,99.0000000000001,1,0
True,44,33.6532663316583,32,9.24315366452846,59.7,40.2,0.1,30,19.6076923076923,18,8.48029041034486,5,6.84923076923077,5,5.88390563844545,0.3,1,0,6260,cluster,0.028231366,True,30,21.7503974562798,19,10.5990529919109,62.9,37.1,0
True,32,31.2764423076923,30,8.8493275948677,83.2000000000001,16.7,0.1,19,15.6617812852311,14,7.5297631447759,6,6.7564825253664,5,6.05381728739239,0.3,2,0,6260,cluster,0.028231366,True,19,18.6819248826291,17,9.74828753729856,85.2000000000001,14.8,0
True,27,28.0430107526882,26,8.05133259322742,93.0000000000001,7,0,14,12.3827160493827,11,5.72587348716132,6,6.45267489711934,5,5.85848396846073,0.3,3,0,6260,cluster,0.028231366,True,14,15.2126984126984,13,9.04031228209083,94.5000000000001,5.5,0
True,25,26.0072090628218,25,7.09715928844503,97.1000000000001,2.9,0,11,10.0845070422535,9,4.32424513462834,5,6.42354124748491,5,5.54682728162342,0.3,4,0,6260,cluster,0.028231366,True,11,12.8959183673469,11,7.7414458171762,98.0000000000001,2,0
True,23,24.1280241935484,23,6.53053782792775,99.2000000000001,0.8,0,10,8.68468468468469,8,3.19779636269305,6,6.71971971971972,5,5.70386321514626,0.3,5,0,6260,cluster,0.028231366,True,9,10.8463855421687,10,6.56887337200693,99.6000000000001,0.4,0
True,21,22.816265060241,21,6.33053546099505,99.6000000000001,0.4,0,8,7.613,7,2.81446815579782,6,7.046,6,5.35498683471771,0.3,6,0,6260,cluster,0.028231366,True,8,9.3929648241206,8,6.13789209342438,99.5000000000001,0.5,0
True,20,21.29,20,5.35890847094817,100,0,0,7,7.025,7,2.26414995086456,6,7.312,6,5.43163474471544,0.3,7,0,6260,cluster,0.028231366,True,6,8.07207207207207,7,4.82660407716736,99.9000000000001,0.1,0
True,19,20.002,19,5.00019959601614,100,0,0,7,6.373,6,1.87985930324586,7,7.904,7,5.44910855094666,0.3,8,0,6260,cluster,0.028231366,True,6,6.9009009009009,6,4.08899854466683,99.9000000000001,0.1,0
True,18,19.164,18,4.60011999843482,100,0,0,6,6.021,6,1.67885645604382,7,7.928,7,5.38579761966601,0.3,9,0,6260,cluster,0.028231366,True,5,6.16850551654965,5,3.61703468229133,99.7000000000001,0.3,0
True,17,18.1,18,3.88458491991101,100,0,0,6,5.675,5,1.61783033721092,8,8.916,8,5.60169117320832,0.3,10,0,6260,cluster,0.028231366,True,5,5.45135406218656,5,2.84308636736433,99.7000000000001,0.3,0
True,17,17.531,17,3.61843046084901,100,0,0,5,5.442,5,1.54810723142811,7,8.922,8,5.49835575422326,0.3,11,0,6260,cluster,0.028231366,True,5,4.97791164658635,4,2.48317916617189,99.6000000000001,0.4,0
True,16,16.854,16,3.44915699845629,100,0,0,5,5.203,5,1.46416904761711,9,9.683,9,5.81210039486587,0.3,12,0,6260,cluster,0.028231366,True,5,4.5035035035035,4,2.17127892955458,99.9000000000001,0.1,0
True,16,16.351,16,3.44031960724581,100,0,0,5,4.964,5,1.36114069809113,9,9.717,9,6.14222362015582,0.3,13,0,6260,cluster,0.028231366,True,5,4.31895687061184,4,2.11897188293461,99.7000000000001,0.3,0
True,15,15.841,15,3.27715104931097,100,0,0,5,4.732,5,1.28536998564616,10,9.966,9,6.01804320356709,0.3,14,0,6260,cluster,0.028231366,True,4,4.12261306532663,4,1.89711264503982,99.5000000000001,0.5,0
True,14,15.027,15,3.0919687902694,100,0,0,5,4.726,5,1.29650453142286,11,10.648,10,6.16717893367786,0.3,15,0,6260,cluster,0.028231366,True,4,3.82376636455186,4,1.61443610631895,99.3000000000001,0.7,0
True,14,14.512,14,2.82415580306753,100,0,0,4,4.529,4,1.18286051586821,10,11.493,11,6.56261769418271,0.3,16,0,6260,cluster,0.028231366,True,4,3.65116279069767,3,1.38992880599467,98.9000000000001,1.1,0
True,14,14.076,14,2.68555841492975,100,0,0,4,4.43,4,1.17690271475598,10,11.6,11,6.15759693386958,0.3,17,0,6260,cluster,0.028231366,True,4,3.47975708502024,3,1.13045579540501,98.8000000000001,1.2,0
True,13,13.719,13,2.68067883193791,100,0,0,4,4.289,4,1.16853711965004,10,11.681,11,6.53538361536643,0.3,18,0,6260,cluster,0.028231366,True,4,3.37436932391524,3,1.12314831615786,99.1000000000001,0.9,0
True,13,13.388,13,2.46808751870755,100,0,0,4,4.236,4,1.06127470524836,11,12.456,11.5,6.83667053469743,0.3,19,0,6260,cluster,0.028231366,True,4,3.21435793731041,3,0.970003136189041,98.9000000000001,1.1,0
True,13,12.928,13,2.28622308622759,100,0,0,4,4.179,4,1.04544679443767,12,12.822,12,6.82732129022796,0.3,20,0,6260,cluster,0.028231366,True,4,3.16161616161616,3,0.893377098736521,99.0000000000001,1,0
True,43,33.6338259441708,32,9.04207853387295,60.9,39,0.1,30,19.8194233687405,18,8.74816359492559,6,6.96358118361153,5,5.91789113029766,0.4,1,0,6260,cluster,0.028231366,True,29,21.74375,20,10.6678529206912,64,36,0
True,32,31.1294964028777,30,8.75690987105584,83.4000000000001,16.5,0.1,19,15.6067415730337,14,7.44374856866083,6,6.76516853932584,5,6.09179962937091,0.4,2,0,6260,cluster,0.028231366,True,18,18.5303738317757,17,9.69531213681866,85.6000000000001,14.4,0
True,27,27.8966630785791,27,8.06833567307509,92.9000000000001,7.10000000000001,0,14,12.393627954779,11,5.82973916034116,6,6.50976361767729,5,5.85883590099004,0.4,3,0,6260,cluster,0.028231366,True,14,15.1398305084746,13,9.12945632842551,94.4000000000001,5.6,0
True,25,25.9568788501027,25,7.17042386116556,97.4000000000001,2.6,0,11,10.0150905432596,9,4.02391913350767,5,6.37826961770624,5,5.50706246977629,0.4,4,0,6260,cluster,0.028231366,True,11,12.7810590631365,11,7.59206411820415,98.2000000000001,1.8,0
True,23,23.8821752265861,23,6.36021864165836,99.3000000000001,0.7,0,10,8.67467467467468,8,3.16026209764239,6,6.6976976976977,5,5.61999012398584,0.4,5,0,6260,cluster,0.028231366,True,9,10.7088353413655,10,6.34559916509483,99.6000000000001,0.4,0
True,21,22.6142284569138,21,6.22204996503939,99.8000000000001,0.2,0,8,7.606,7,2.80691360750558,6,7.042,6,5.3141543071311,0.4,6,0,6260,cluster,0.028231366,True,8,9.20904522613065,8,5.73734294892091,99.5000000000001,0.5,0
True,20,21.117,20,5.17931568838973,100,0,0,7,7.017,7,2.22726536362419,6,7.306,6,5.36025782961977,0.4,7,0,6260,cluster,0.028231366,True,6,8.03603603603604,7,4.78911665561028,99.9000000000001,0.1,0
True,19,19.958,19,5.03688753100563,100,0,0,7,6.373,6,1.87613192499888,7,7.929,7,5.47137633507329,0.4,8,0,6260,cluster,0.028231366,True,6,6.89489489489489,6,4.19231910801974,99.9000000000001,0.1,0
True,18,19.152,18,4.44689734534091,100,0,0,6,6.022,6,1.67616109011037,7,7.942,7,5.41762272588264,0.4,9,0,6260,cluster,0.028231366,True,5,6.15346038114343,5,3.5678718714042,99.7000000000001,0.3,0
True,17,18.077,18,3.81615919479259,100,0,0,6,5.678,5,1.61564723872509,8,8.929,8,5.61835910208666,0.4,10,0,6260,cluster,0.028231366,True,5,5.43931795386158,5,2.81662544063408,99.7000000000001,0.3,0
True,17,17.4164164164164,17,3.53486435903948,99.9000000000001,0.1,0,5,5.442,5,1.54746114652356,7,8.937,8,5.50354712889787,0.4,11,0,6260,cluster,0.028231366,True,5,5.01506024096386,4,2.82394631456331,99.6000000000001,0.4,0
True,16,16.833,16,3.39810403019095,100,0,0,5,5.203,5,1.46621655972097,9,9.699,9,5.78518789668927,0.4,12,0,6260,cluster,0.028231366,True,5,4.4944944944945,4,2.08903896649231,99.9000000000001,0.1,0
True,16,16.309,16,3.38164442246668,100,0,0,5,4.965,5,1.36373567820161,9,9.719,9,6.14508250554864,0.4,13,0,6260,cluster,0.028231366,True,5,4.29488465396189,4,2.01978774611425,99.7000000000001,0.3,0
True,15,15.775,15,3.21564534736031,100,0,0,5,4.732,5,1.28770182884082,10,9.97,9,6.01174683432361,0.4,14,0,6260,cluster,0.028231366,True,4,4.10452261306533,4,1.85643784046728,99.5000000000001,0.5,0
True,14,14.98,15,3.03670874467737,100,0,0,5,4.725,5,1.29590701826944,11,10.65,10,6.15723152074047,0.4,15,0,6260,cluster,0.028231366,True,4,3.81772406847936,4,1.56304504898962,99.3000000000001,0.7,0
True,14,14.577,14,2.82383976174286,100,0,0,4,4.531,4,1.1836549328246,10,11.511,11,6.57403065097814,0.4,16,0,6260,cluster,0.028231366,True,4,3.64509605662285,3,1.36192212200444,98.9000000000001,1.1,0
True,14,14.082,14,2.7417651248785,100,0,0,4,4.429,4,1.17343896304836,10,11.609,11,6.16004212647933,0.4,17,0,6260,cluster,0.028231366,True,4,3.47975708502024,3,1.13045579540501,98.8000000000001,1.2,0
True,13,13.66,13,2.61618042191283,100,0,0,4,4.289,4,1.16853711965004,10,11.683,11,6.53823454764358,0.4,18,0,6260,cluster,0.028231366,True,4,3.37134207870838,3,1.11740027086234,99.1000000000001,0.9,0
True,13,13.366,13,2.45846374795318,100,0,0,4,4.236,4,1.06127470524836,11,12.463,12,6.83861323661457,0.4,19,0,6260,cluster,0.028231366,True,4,3.21435793731041,3,0.970003136189041,98.9000000000001,1.1,0
True,13,12.946,13,2.3368962321849,100,0,0,4,4.179,4,1.04544679443767,12,12.838,12,6.83650173699971,0.4,20,0,6260,cluster,0.028231366,True,4,3.16464646464646,3,0.91792620148702,99.0000000000001,1,0
True,42,33.6655896607431,32,9.20540835093971,61.9,38,0.1,29,19.9349470499244,18,8.86767768918753,5.5,7.13615733736763,6,6.07837687343316,0.5,1,0,6260,cluster,0.028231366,True,30,21.7565891472868,19,10.5460808324336,64.5,35.5,0
True,32,30.9300947867299,30,8.75231016168708,84.4000000000001,15.5,0.1,19,15.6420581655481,14,7.49552130354049,6,6.83221476510067,5,6.14813700295624,0.5,2,0,6260,cluster,0.028231366,True,18,18.3275261324042,17,9.54794963308306,86.1000000000001,13.9,0
True,27,27.7908217716115,26,7.94948036448629,93.7000000000001,6.3,0,14,12.4456967213115,11,5.98059720740349,6,6.44569672131148,5,5.75250497166284,0.5,3,0,6260,cluster,0.028231366,True,14,15.1586134453782,13,9.16601375525369,95.2000000000001,4.8,0
True,25,25.7548717948718,25,6.91979059702245,97.5000000000001,2.5,0,11,9.99496981891348,9,4.00087702270382,6,6.40643863179075,5,5.52439247939126,0.5,4,0,6260,cluster,0.028231366,True,11,12.5631364562118,11,7.28203894393407,98.2000000000001,1.8,0
True,23,23.9075376884422,23,6.41555063240259,99.5000000000001,0.5,0,10,8.66466466466467,8,3.16301554374819,6,6.67767767767768,5,5.59405986005961,0.5,5,0,6260,cluster,0.028231366,True,9,10.7389558232932,10,6.29863634394217,99.6000000000001,0.4,0
True,21,22.5526579739218,21,6.11035964090435,99.7000000000001,0.3,0,8,7.603,7,2.82123926670532,6,7.081,6,5.31868771408888,0.5,6,0,6260,cluster,0.028231366,True,8,9.17688442211055,8,5.70276035971266,99.5000000000001,0.5,0
True,20,21.018018018018,20,5.08325832423127,99.9000000000001,0.1,0,7,7.023,7,2.24064075656942,6,7.378,6,5.44087456205342,0.5,7,0,6260,cluster,0.028231366,True,6,8.003003003003,7,4.67812738890871,99.9000000000001,0.1,0
True,19,19.8608608608609,19,4.76931924552398,99.9000000000001,0.1,0,7,6.378,6,1.88284784302928,7,7.976,7,5.49958398426645,0.5,8,0,6260,cluster,0.028231366,True,6,6.87887887887888,6,4.25069556156418,99.9000000000001,0.1,0
True,18,18.986,18,4.28016401554894,100,0,0,6,6.019,6,1.67470564577779,7,7.951,7,5.43659810911198,0.5,9,0,6260,cluster,0.028231366,True,5,6.11334002006018,5,3.54087644457137,99.7000000000001,0.3,0
True,17,18.082,17,3.85243766983971,100,0,0,6,5.68,5,1.61728166996352,8,8.941,8,5.64070199531938,0.5,10,0,6260,cluster,0.028231366,True,5,5.44132397191575,5,2.81951528666049,99.7000000000001,0.3,0
True,17,17.398,17,3.50821835124326,100,0,0,5,5.44,5,1.54673850407882,7,8.95,8,5.48502506831099,0.5,11,0,6260,cluster,0.028231366,True,5,4.9789156626506,4,2.53183688672862,99.6000000000001,0.4,0
True,16,16.765,16,3.26523735737542,100,0,0,5,5.206,5,1.4709058433496,9,9.734,9,5.80493273001505,0.5,12,0,6260,cluster,0.028231366,True,5,4.47647647647648,4,2.02071286373766,99.9000000000001,0.1,0
True,16,16.25,16,3.31473980879344,100,0,0,5,4.964,5,1.35893487702686,9,9.716,9,6.11599084368183,0.5,13,0,6260,cluster,0.028231366,True,5,4.30290872617854,4,2.03936229257462,99.7000000000001,0.3,0
True,15,15.749,15,3.12985606697816,100,0,0,5,4.734,5,1.29044333467224,10,9.969,9,5.9990031671937,0.5,14,0,6260,cluster,0.028231366,True,4,4.08643216080402,4,1.8350487332597,99.5000000000001,0.5,0
True,14,14.948,15,2.9304088451955,100,0,0,5,4.726,5,1.29804622413842,11,10.675,10,6.15055891769195,0.5,15,0,6260,cluster,0.028231366,True,4,3.81772406847936,4,1.61001649938527,99.3000000000001,0.7,0
True,14,14.521,14,2.79777751081104,100,0,0,4,4.53,4,1.17860086543325,10,11.519,11,6.57462082556858,0.5,16,0,6260,cluster,0.028231366,True,4,3.64105156723964,3,1.34516822722098,98.9000000000001,1.1,0
True,14,14.022,14,2.69509109308016,100,0,0,4,4.429,4,1.17343896304836,10,11.608,11,6.1459202728314,0.5,17,0,6260,cluster,0.028231366,True,4,3.47975708502024,3,1.13045579540501,98.8000000000001,1.2,0
True,13,13.614,13,2.5866975084072,100,0,0,4,4.289,4,1.16853711965004,10,11.687,11,6.53965067874424,0.5,18,0,6260,cluster,0.028231366,True,4,3.36831483350151,3,1.11161425959329,99.1000000000001,0.9,0
True,13,13.344,13,2.42232615475291,100,0,0,4,4.237,4,1.06434533869417,11,12.492,12,6.88301794273413,0.5,19,0,6260,cluster,0.028231366,True,4,3.21435793731041,3,0.970003136189041,98.9000000000001,1.1,0
True,13,12.869,13,2.31297189779729,100,0,0,4,4.175,4,1.04612379764538,12,12.852,12,6.85916146478562,0.5,20,0,6260,cluster,0.028231366,True,4,3.15858585858586,3,0.88312005441338,99.0000000000001,1,0
True,42,33.4361873990307,32,9.01893801820315,61.9,38,0.1,29,19.8885542168675,18,8.83037550983257,6,6.99096385542169,6,5.86622271572609,0.6,1,0,6260,cluster,0.028231366,True,30,21.7503852080123,19,10.5112429648055,64.9,35.1,0
True,31,31.0523864959255,30,8.97082599232075,85.9000000000001,14,0.1,19,15.8316722037652,14,7.76798197325704,6,6.95238095238095,6,6.29304247475691,0.6,2,0,6260,cluster,0.028231366,True,18,18.5011415525114,17,9.64394662259259,87.6000000000001,12.4,0
True,27,27.9090909090909,27,8.00754017138763,94.6000000000001,5.4,0,14,12.4155578300921,11,5.88453236089585,6,6.47799385875128,5,5.88926967509565,0.6,3,0,6260,cluster,0.028231366,True,14,15.2160751565762,13,9.17097356899036,95.8000000000001,4.2,0
True,24,25.6493374108053,24,6.88565203479365,98.1000000000001,1.9,0,11,10.0220883534137,9,4.07602378991693,6,6.41465863453815,5,5.50700047219343,0.6,4,0,6260,cluster,0.028231366,True,11,12.5030487804878,11,7.12190532234069,98.4000000000001,1.6,0
True,23,23.7997987927565,23,6.21521790133904,99.4000000000001,0.6,0,10,8.64964964964965,8,3.1258836392136,6,6.7017017017017,5,5.63887435674162,0.6,5,0,6260,cluster,0.028231366,True,9,10.679718875502,9.5,6.26785244068156,99.6000000000001,0.4,0
True,21,22.439879759519,21,6.1295215845351,99.8000000000001,0.2,0,8,7.597,7,2.81506500813036,6,7.069,6,5.24730778590317,0.6,6,0,6260,cluster,0.028231366,True,8,9.16884422110553,8,5.71813953744597,99.5000000000001,0.5,0
True,20,20.978978978979,20,5.09907433929691,99.9000000000001,0.1,0,7,7.029,7,2.25702436849937,6,7.405,6,5.45921010769873,0.6,7,0,6260,cluster,0.028231366,True,6,7.91191191191191,7,4.48624281809078,99.9000000000001,0.1,0
True,19,19.7197197197197,19,4.61289500442438,99.9000000000001,0.1,0,7,6.371,6,1.87386205468813,7,8.005,7,5.51950858319833,0.6,8,0,6260,cluster,0.028231366,True,6,6.8018018018018,6,4.11262330236845,99.9000000000001,0.1,0
True,18,18.902,18,4.28746965003835,100,0,0,6,6.023,6,1.67704233697304,7,7.978,7,5.47845927245973,0.6,9,0,6260,cluster,0.028231366,True,5,6.07121364092277,5,3.47248012032504,99.7000000000001,0.3,0
True,17,18.002,17,3.81575628152533,100,0,0,6,5.679,5,1.61677425758824,8,8.947,8,5.6080469862511,0.6,10,0,6260,cluster,0.028231366,True,5,5.4332998996991,5,2.80900087238027,99.7000000000001,0.3,0
True,17,17.414,17,3.46765107817958,100,0,0,5,5.438,5,1.54471874462635,7,8.969,8,5.49618403985893,0.6,11,0,6260,cluster,0.028231366,True,5,4.94979919678715,4,2.4714209771759,99.6000000000001,0.4,0
True,16,16.721,16,3.32462915225142,100,0,0,5,5.208,5,1.47537656210203,9,9.757,9,5.81841481848794,0.6,12,0,6260,cluster,0.028231366,True,5,4.47147147147147,4,2.03938619024693,99.9000000000001,0.1,0
True,16,16.201,16,3.24138843707446,100,0,0,5,4.966,5,1.36266063273289,9,9.729,9,6.137716106175,0.6,13,0,6260,cluster,0.028231366,True,5,4.28284854563691,4,2.00256523306193,99.7000000000001,0.3,0
True,15,15.778,15,3.1525729174755,100,0,0,5,4.735,5,1.29181074465264,10,9.977,9,6.00203890357269,0.6,14,0,6260,cluster,0.028231366,True,4,4.09246231155779,4,1.84948545535903,99.5000000000001,0.5,0
True,14,14.919,15,2.78611539603083,100,0,0,5,4.727,5,1.30095003747262,11,10.692,10,6.15557763333385,0.6,15,0,6260,cluster,0.028231366,True,4,3.80261832829809,4,1.50169866635693,99.3000000000001,0.7,0
True,14,14.465,14,2.75295750058006,100,0,0,4,4.529,4,1.1777771436057,10,11.53,11,6.58354767583557,0.6,16,0,6260,cluster,0.028231366,True,4,3.6319514661274,3,1.32641756349599,98.9000000000001,1.1,0
True,13,14.023,14,2.65037186070181,100,0,0,4,4.431,4,1.17526124755307,10,11.61,11,6.13562547748801,0.6,17,0,6260,cluster,0.028231366,True,4,3.47368421052632,3,1.12224281539881,98.8000000000001,1.2,0
True,13,13.624,13,2.62842614505335,100,0,0,4,4.29,4,1.17042727240952,10,11.71,11,6.55865077588371,0.6,18,0,6260,cluster,0.028231366,True,4,3.36831483350151,3,1.11161425959329,99.1000000000001,0.9,0
True,13,13.324,13,2.40021332385269,100,0,0,4,4.237,4,1.06434533869417,11,12.506,12,6.89028040068037,0.6,19,0,6260,cluster,0.028231366,True,4,3.20728008088979,3,0.955272518630654,98.9000000000001,1.1,0
True,12,12.847,13,2.26750766261109,100,0,0,4,4.175,4,1.04421022787559,12,12.853,12,6.86289960585174,0.6,20,0,6260,cluster,0.028231366,True,4,3.15858585858586,3,0.88312005441338,99.0000000000001,1,0
True,42,33.4304,32,9.20949270264112,62.5,37.4,0.1,29,19.9014925373134,18,8.83509779211373,6,7.14328358208955,6,6.00922732958953,0.7,1,0,6260,cluster,0.028231366,True,28,21.4257274119449,19,10.2842933052982,65.3,34.7,0
True,31,30.8745644599303,29,8.91581826230747,86.1,13.8,0.1,19,15.814364640884,14,7.73488997587297,7,6.83314917127072,6,6.03139168540983,0.7,2,0,6260,cluster,0.028231366,True,18,18.4943310657596,16,9.80481114579374,88.2000000000001,11.8,0
True,27,27.7613516367476,26,7.96561150855884,94.7000000000001,5.3,0,14,12.324462640737,11,5.68250248897816,6,6.58546571136131,5,6.01832017262343,0.7,3,0,6260,cluster,0.028231366,True,14,14.9989561586639,13,8.76597848894472,95.8000000000001,4.2,0
True,24,25.6297049847406,24,7.00655213005771,98.3000000000001,1.7,0,11,10.0752256770311,9,4.28841808400397,6,6.47743229689067,5,5.5259706188616,0.7,4,0,6260,cluster,0.028231366,True,11,12.5981781376518,11,7.40769628779107,98.8000000000001,1.2,0
True,23,23.5790533736153,23,6.0972352962615,99.3000000000001,0.7,0,10,8.64064064064064,8,3.08861287951558,6,6.74874874874875,5,5.6873792047088,0.7,5,0,6260,cluster,0.028231366,True,9,10.6084337349398,9,6.237379962115,99.6000000000001,0.4,0
True,21,22.332998996991,21,5.97767866816027,99.7000000000001,0.3,0,8,7.596,7,2.80370897205826,6,7.073,6,5.23618859477006,0.7,6,0,6260,cluster,0.028231366,True,8,9.0713567839196,8,5.64137030899032,99.5000000000001,0.5,0
True,20,20.9059059059059,20,4.96284041050035,99.9000000000001,0.1,0,7,7.029,7,2.27159833597403,6,7.407,6,5.47807913414912,0.7,7,0,6260,cluster,0.028231366,True,6,7.88588588588589,7,4.45497899308401,99.9000000000001,0.1,0
True,19,19.6766766766767,19,4.46166706956113,99.9000000000001,0.1,0,6,6.366,6,1.86977110898634,6,8.005,7,5.47073806720812,0.7,8,0,6260,cluster,0.028231366,True,6,6.75175175175175,6,4.05646266145249,99.9000000000001,0.1,0
True,18,18.922,18,4.30417425297815,100,0,0,6,6.022,6,1.67496746237054,7,7.958,7,5.4264386110966,0.7,9,0,6260,cluster,0.028231366,True,5,6.05015045135406,5,3.48366189202773,99.7000000000001,0.3,0
True,17,17.9,17,3.7285385877043,100,0,0,6,5.677,5,1.61637588450212,8,8.96,8,5.63634633428429,0.7,10,0,6260,cluster,0.028231366,True,5,5.41524573721163,5,2.80243629944227,99.7000000000001,0.3,0
True,17,17.315,17,3.45973626162458,100,0,0,5,5.44,5,1.54544491975612,7,8.957,8,5.48754507954149,0.7,11,0,6260,cluster,0.028231366,True,5,4.94979919678715,4,2.47953267552483,99.6000000000001,0.4,0
True,16,16.645,16,3.37445921593372,100,0,0,5,5.207,5,1.47517829430886,9,9.745,9,5.82357064007985,0.7,12,0,6260,cluster,0.028231366,True,5,4.47047047047047,4,2.08548030606522,99.9000000000001,0.1,0
True,16,16.195,16,3.18668715125913,100,0,0,5,4.966,5,1.36266063273289,9,9.739,9,6.14840458981027,0.7,13,0,6260,cluster,0.028231366,True,5,4.28385155466399,4,2.0076758445827,99.7000000000001,0.3,0
True,15,15.675,15,3.10376787147493,100,0,0,5,4.734,5,1.29044333467224,10,9.977,9,5.96074416495122,0.7,14,0,6260,cluster,0.028231366,True,4,4.08743718592965,4,1.83472725091507,99.5000000000001,0.5,0
True,14,14.946,15,2.840261255589,100,0,0,5,4.723,5,1.29702390109049,11,10.705,10,6.17267972601851,0.7,15,0,6260,cluster,0.028231366,True,4,3.78952668680765,4,1.43927469899144,99.3000000000001,0.7,0
