dsct,dsct_day,dsct_day_av,dsct_day_md,dsct_day_sd,dsct_prob,first_case_day,first_case_day_av,first_case_day_md,first_case_day_sd,first_case_inf,first_case_inf_av,first_case_inf_md,first_case_inf_sd,sct,sct_day,sct_day_av,sct_day_md,sct_day_sd,sct_prob,sct_control_prob,sct_contained_prob,iq_factor,cluster_size,poisson_lambda,num_tests,label,beta,vax_proportion,vax_efficacy,vevp
True,14,14.356,14,3.07754187623824,0,4,4.128,4,1.04671677162449,10.3333333333333,10.785,10.3333333333333,5.06623874289398,True,4,3.37562940584089,3,1.06149784519272,99.3000000000001,0.7,0,0.1,20,0,6260,cluster,0.028231366,0.2,0.7,0.9
False,,36.3598326359833,36,9.58163654955693,0.1,48,20.3237924865832,18,8.82815401583153,4.83333333333333,5.71079308288611,4.66666666666667,4.74644735142703,True,50,24.0850661625709,21,11.9396063762987,52.9,47.1,0,0.1,1,0,6260,cluster,0.028231366,0.2,0.9,1.1
True,38,34.4958333333333,33,9.37475833021844,0.1,23,17.1833740831296,15,8.9169280707806,5.33333333333333,5.76691116544417,4.66666666666667,4.79260188329081,True,24,21.4620334620335,19,11.4018180258628,77.7000000000001,22.3,0,0.1,2,0,6260,cluster,0.028231366,0.2,0.9,1.1
True,32,31.9828375286041,31,8.81365324264645,0,17,13.2813163481953,12,6.55925556076212,5.66666666666667,5.57041755130927,4.33333333333333,4.62841288067948,True,17,18.2788144895719,16,10.1947652954255,91.1000000000001,8.90000000000001,0,0.1,3,0,6260,cluster,0.028231366,0.2,0.9,1.1
True,29,29.614967462039,28,8.52559712535396,0,13,10.5045871559633,9,5.19676341658433,5,5.1651376146789,4,4.39092688534263,True,14,15.8587987355111,13,9.72135922138624,94.9000000000001,5.1,0,0.1,4,0,6260,cluster,0.028231366,0.2,0.9,1.1
True,27,28.1473029045643,26,8.41586891367429,0,10,8.92392392392392,8,3.69186241161348,4.83333333333333,5.39506172839506,4.33333333333333,3.90395680545022,True,12,13.734215885947,11,9.16179697298337,98.2000000000001,1.8,0,0.1,5,0,6260,cluster,0.028231366,0.2,0.9,1.1
True,25,26.2558853633572,25,7.86867834738832,0,8,7.76976976976977,7,2.84589989164065,4.66666666666667,5.62796129462796,4.66666666666667,3.9327927914283,True,10,11.7033299697275,10,8.14728069081917,99.1000000000001,0.9,0,0.1,6,0,6260,cluster,0.028231366,0.2,0.9,1.1
True,23,24.5635080645161,23,6.70414524752671,0,8,7.167,7,2.43086630648417,5.66666666666667,6.06533333333333,5.16666666666667,3.97516713834497,True,8,10.0110441767068,8,6.55842437137124,99.6000000000001,0.4,0,0.1,7,0,6260,cluster,0.028231366,0.2,0.9,1.1
True,22,23.4734734734735,22,6.68339096281288,0,7,6.554,6,2.03791167620189,6,6.438,5.66666666666667,4.03621665534556,True,6,8.603,7,5.87208574528676,100,0,0,0.1,8,0,6260,cluster,0.028231366,0.2,0.9,1.1
True,21,22.4554554554555,21,6.25754941590238,0,6,6.111,6,1.83866228546735,6,6.53666666666667,5.66666666666667,3.82718202104658,True,6,7.8234704112337,6,5.23690809654055,99.7000000000001,0.3,0,0.1,9,0,6260,cluster,0.028231366,0.2,0.9,1.1
True,20,21.18,20,5.48375783564519,0,6,5.704,6,1.66204211739655,6.66666666666667,7.002,6.33333333333333,3.88464161081102,True,6,6.85485485485486,6,4.46518665296309,99.9000000000001,0.1,0,0.1,10,0,6260,cluster,0.028231366,0.2,0.9,1.1
True,20,20.2805611222445,20,4.99814022383985,0,5,5.492,5,1.6284765887172,6.33333333333333,7.312,6.66666666666667,3.97640127641956,True,5,6.24649298597194,5,3.97075515720724,99.8000000000001,0.2,0,0.1,11,0,6260,cluster,0.028231366,0.2,0.9,1.1
