location,date,cum_infections,new_diagnoses,cum_deaths,new_deaths,new_tests,cum_tests,imported_cases,
Sao Jose Rio Preto,2020-04-27,82,5,8,0,64,1984,,
Sao Jose Rio Preto,2020-04-28,83,1,8,0,64,2048,,
Sao Jose Rio Preto,2020-04-29,85,2,8,0,64,2112,,
Sao Jose Rio Preto,2020-04-30,88,3,8,0,64,2176,,
Sao Jose Rio Preto,2020-05-01,92,4,8,0,64,2240,,
Sao Jose Rio Preto,2020-05-02,112,20,8,0,64,2304,,
Sao Jose Rio Preto,2020-05-03,109,-3,8,0,64,2368,,
Sao Jose Rio Preto,2020-05-04,115,6,8,0,64,2432,,
Sao Jose Rio Preto,2020-05-05,117,2,9,1,64,2496,,
Sao Jose Rio Preto,2020-05-06,134,17,9,0,64,2560,,
Sao Jose Rio Preto,2020-05-07,142,8,10,1,64,2624,,
Sao Jose Rio Preto,2020-05-08,162,20,10,0,64,2688,,
Sao Jose Rio Preto,2020-05-09,198,36,10,0,64,2752,,
Sao Jose Rio Preto,2020-05-10,275,77,10,0,64,2816,,
Sao Jose Rio Preto,2020-05-11,276,1,10,0,64,2880,,
Sao Jose Rio Preto,2020-05-12,295,19,10,0,64,2944,,
Sao Jose Rio Preto,2020-05-13,307,12,10,0,64,3008,,
Sao Jose Rio Preto,2020-05-14,325,18,11,1,64,3072,,
Sao Jose Rio Preto,2020-05-15,349,24,12,1,64,3136,,
Sao Jose Rio Preto,2020-05-16,358,9,12,0,64,3200,,
Sao Jose Rio Preto,2020-05-17,359,1,12,0,64,3264,,
Sao Jose Rio Preto,2020-05-18,422,63,13,1,64,3328,,
Sao Jose Rio Preto,2020-05-19,428,6,16,3,64,3392,,
Sao Jose Rio Preto,2020-05-20,438,10,17,1,64,3456,,
Sao Jose Rio Preto,2020-05-21,448,10,18,1,64,3520,,
Sao Jose Rio Preto,2020-05-22,462,14,18,0,64,3584,,
Sao Jose Rio Preto,2020-05-23,537,75,18,0,64,3648,,
Sao Jose Rio Preto,2020-05-24,554,17,18,0,64,3712,,
Sao Jose Rio Preto,2020-05-25,562,8,19,1,64,3776,,
Sao Jose Rio Preto,2020-05-26,568,6,20,1,64,3840,,
Sao Jose Rio Preto,2020-05-27,585,17,20,0,64,3904,,
Sao Jose Rio Preto,2020-05-28,598,13,20,0,64,3968,,
Sao Jose Rio Preto,2020-05-29,634,36,23,3,64,4032,,
Sao Jose Rio Preto,2020-05-30,677,43,23,0,64,4096,,
Sao Jose Rio Preto,2020-05-31,697,20,23,0,64,4160,,
Sao Jose Rio Preto,2020-06-01,700,3,23,0,64,4224,,
Sao Jose Rio Preto,2020-06-02,736,36,23,0,64,4288,,
Sao Jose Rio Preto,2020-06-03,754,18,21,-2,64,4352,,
Sao Jose Rio Preto,2020-06-04,807,53,23,2,64,4416,,
Sao Jose Rio Preto,2020-06-05,827,20,23,0,64,4480,,
Sao Jose Rio Preto,2020-06-06,840,13,23,0,64,4544,,
Sao Jose Rio Preto,2020-06-07,862,22,26,3,64,4608,,
Sao Jose Rio Preto,2020-06-08,919,57,27,1,64,4672,,
Sao Jose Rio Preto,2020-06-09,978,59,31,4,64,4736,,
Sao Jose Rio Preto,2020-06-10,1006,28,31,0,64,4800,,
Sao Jose Rio Preto,2020-06-11,1059,53,31,0,64,4864,,
Sao Jose Rio Preto,2020-06-12,1169,110,34,3,64,4928,,
Sao Jose Rio Preto,2020-06-13,1245,76,36,2,64,4992,,
Sao Jose Rio Preto,2020-06-14,1284,39,37,1,64,5056,,
Sao Jose Rio Preto,2020-06-15,1301,17,39,2,64,5120,,
Sao Jose Rio Preto,2020-06-16,1323,22,42,3,64,5184,,
Sao Jose Rio Preto,2020-06-17,1352,29,46,4,64,5248,,
Sao Jose Rio Preto,2020-06-18,1364,12,46,0,64,5312,,
Sao Jose Rio Preto,2020-06-19,1629,265,52,6,64,5376,,
Sao Jose Rio Preto,2020-06-20,1718,89,53,1,64,5440,,
Sao Jose Rio Preto,2020-06-21,1798,80,54,1,64,5504,,
Sao Jose Rio Preto,2020-06-22,1832,34,55,1,64,5568,,
Sao Jose Rio Preto,2020-06-23,1900,68,60,5,64,5632,,
Sao Jose Rio Preto,2020-06-24,1993,93,60,0,64,5696,,
Sao Jose Rio Preto,2020-06-25,2085,92,61,1,64,5760,,
Sao Jose Rio Preto,2020-06-26,2236,151,66,5,64,5824,,
Sao Jose Rio Preto,2020-06-27,2313,77,70,4,64,5888,,
Sao Jose Rio Preto,2020-06-28,2477,164,71,1,64,5952,,
Sao Jose Rio Preto,2020-06-29,2575,98,76,5,64,6016,,
Sao Jose Rio Preto,2020-06-30,2597,22,80,4,27,6043,,
Barretos,2020-03-27,0,0,0,0,0,0,0,
Barretos,2020-03-28,0,0,0,0,17,17,0,
Barretos,2020-03-29,0,0,0,0,17,34,0,
Barretos,2020-03-30,0,0,0,0,17,51,0,
Barretos,2020-03-31,0,0,0,0,17,68,0,
Barretos,2020-04-01,0,0,0,0,17,85,0,
Barretos,2020-04-02,0,0,0,0,17,102,0,
Barretos,2020-04-03,0,0,0,0,17,119,0,
Barretos,2020-04-04,0,0,0,0,17,136,0,
Barretos,2020-04-05,0,0,0,0,17,153,0,
Barretos,2020-04-06,0,0,0,0,17,170,0,
Barretos,2020-04-07,1,1,0,0,17,187,0,
Barretos,2020-04-08,4,3,0,0,17,204,0,
Barretos,2020-04-09,4,0,0,0,17,221,0,
Barretos,2020-04-10,4,0,0,0,17,238,0,
Barretos,2020-04-11,4,0,0,0,17,255,0,
Barretos,2020-04-12,4,0,0,0,17,272,0,
Barretos,2020-04-13,5,1,0,0,17,289,0,
Barretos,2020-04-14,5,0,0,0,17,306,0,
Barretos,2020-04-15,6,1,0,0,17,323,0,
Barretos,2020-04-16,7,1,0,0,17,340,0,
Barretos,2020-04-17,9,2,0,0,17,357,0,
Barretos,2020-04-18,9,0,0,0,17,374,0,
Barretos,2020-04-19,9,0,0,0,17,391,0,
Barretos,2020-04-20,9,0,0,0,17,408,0,
Barretos,2020-04-21,11,2,2,2,17,425,0,
Barretos,2020-04-22,15,4,2,0,17,442,0,
Barretos,2020-04-23,15,0,2,0,17,459,0,
Barretos,2020-04-24,18,3,2,0,17,476,0,
Barretos,2020-04-25,19,1,2,0,17,493,0,
Barretos,2020-04-26,19,0,2,0,17,510,0,
Barretos,2020-04-27,19,0,2,0,17,527,0,
Barretos,2020-04-28,24,5,2,0,17,544,0,
Barretos,2020-04-29,26,2,3,1,17,561,0,
Barretos,2020-04-30,47,21,3,0,150,711,0,
Barretos,2020-05-01,52,5,3,0,150,861,0,
Barretos,2020-05-02,53,1,3,0,150,1011,0,
Barretos,2020-05-03,53,0,3,0,150,1161,0,
Barretos,2020-05-04,54,1,3,0,150,1311,0,
Barretos,2020-05-05,55,1,3,0,150,1461,0,
Barretos,2020-05-06,55,0,3,0,150,1611,0,
Barretos,2020-05-07,62,7,3,0,150,1761,0,
Barretos,2020-05-08,66,4,3,0,150,1911,0,
Barretos,2020-05-09,67,1,4,1,150,2061,0,
Barretos,2020-05-10,68,1,4,0,150,2211,0,
Barretos,2020-05-11,68,0,4,0,150,2361,0,
Barretos,2020-05-12,70,2,4,0,150,2511,0,
Barretos,2020-05-13,75,5,4,0,150,2661,0,
Barretos,2020-05-14,83,8,5,1,150,2811,0,
Barretos,2020-05-15,90,7,6,1,150,2961,0,
Barretos,2020-05-16,106,16,6,0,150,3111,0,
Barretos,2020-05-17,109,3,6,0,150,3261,0,
Barretos,2020-05-18,110,1,6,0,150,3411,0,
Barretos,2020-05-19,114,4,6,0,150,3561,0,
Barretos,2020-05-20,121,7,7,1,300,3711,0,
Barretos,2020-05-21,130,9,7,0,300,3861,0,
Barretos,2020-05-22,132,2,7,0,300,4011,0,
Barretos,2020-05-23,136,4,7,0,300,4161,0,
Barretos,2020-05-24,150,14,7,0,300,4311,0,
Barretos,2020-05-25,154,4,7,0,300,4461,0,
Barretos,2020-05-26,154,0,7,0,300,4611,0,
Barretos,2020-05-27,156,2,8,1,300,4761,0,
Barretos,2020-05-28,166,10,10,2,300,4911,0,
Barretos,2020-05-29,187,21,10,0,300,5061,0,
Barretos,2020-05-30,216,29,10,0,300,5211,0,
Barretos,2020-05-31,216,0,10,0,300,5361,0,
Barretos,2020-06-01,216,0,10,0,300,5511,0,
Barretos,2020-06-02,251,35,10,0,300,5661,0,
Barretos,2020-06-03,261,10,10,0,300,5811,0,
Barretos,2020-06-04,272,11,11,1,300,5961,0,
Barretos,2020-06-05,277,5,12,1,300,6111,0,
Barretos,2020-06-06,285,8,12,0,300,6261,0,
Barretos,2020-06-07,296,11,12,0,300,6411,0,
Barretos,2020-06-08,297,1,12,0,300,6561,0,
Barretos,2020-06-09,321,24,13,1,300,6711,0,
Barretos,2020-06-10,342,21,13,0,300,6861,0,
Barretos,2020-06-11,352,10,14,1,300,7011,0,
Barretos,2020-06-12,386,34,14,0,300,7161,0,
Barretos,2020-06-13,399,13,14,0,300,7311,0,
Barretos,2020-06-14,401,2,14,0,300,7461,0,
Barretos,2020-06-15,404,3,14,0,300,7611,0,
Barretos,2020-06-16,419,15,14,0,300,7761,0,
Barretos,2020-06-17,424,5,16,2,300,7911,0,
Barretos,2020-06-18,425,1,16,0,400,8211,0,
Barretos,2020-06-19,588,163,17,1,400,8511,0,
Barretos,2020-06-20,670,82,18,1,400,8811,0,
Barretos,2020-06-21,684,14,18,0,400,9111,0,
Barretos,2020-06-22,687,3,18,0,400,9411,0,
Barretos,2020-06-23,719,32,19,1,400,9711,0,
Barretos,2020-06-24,783,64,23,4,400,10011,0,
Barretos,2020-06-25,812,29,26,3,400,10311,0,
Barretos,2020-06-26,864,52,27,1,400,10611,0,
Barretos,2020-06-27,888,24,33,6,400,10911,0,
Barretos,2020-06-28,934,46,33,0,400,11211,0,
Barretos,2020-06-29,936,2,33,0,400,11511,0,
Barretos,2020-06-30,988,52,36,3,400,11811,0,
Barretos,2020-07-01,1038,50,37,1,400,12111,0,
Barretos,2020-07-02,1097,59,38,1,400,12411,0,
Barretos,2020-07-03,1134,37,39,1,400,12711,0,
Barretos,2020-07-04,1139,5,40,1,400,13011,0,
Barretos,2020-07-05,1165,26,40,0,400,13311,0,
Barretos,2020-07-06,1166,1,40,0,500,13611,0,
Barretos,2020-07-07,1205,39,41,1,500,13911,0,
Barretos,2020-07-08,1284,79,47,6,500,14211,0,
Campinas,2020-03-03,0,0,0,0,0,0,0,
Campinas,2020-03-04,1,1,0,0,166,166,0,
Campinas,2020-03-05,0,0,0,0,166,332,0,
Campinas,2020-03-06,0,0,0,0,166,498,0,
Campinas,2020-03-07,0,0,0,0,166,664,0,
Campinas,2020-03-08,2,1,0,0,166,830,0,
Campinas,2020-03-09,0,0,0,0,166,996,0,
Campinas,2020-03-10,0,0,0,0,166,1162,0,
Campinas,2020-03-11,0,0,0,0,166,1328,0,
Campinas,2020-03-12,3,1,0,0,166,1494,0,
Campinas,2020-03-13,0,0,0,0,166,1660,0,
Campinas,2020-03-14,0,0,0,0,166,1826,0,
Campinas,2020-03-15,0,0,0,0,166,1992,0,
Campinas,2020-03-16,4,1,0,0,166,2158,0,
Campinas,2020-03-17,0,0,0,0,166,2324,0,
Campinas,2020-03-18,0,0,0,0,166,2490,0,
Campinas,2020-03-19,0,0,0,0,166,2656,0,
Campinas,2020-03-20,0,0,0,0,166,2822,0,
Campinas,2020-03-21,5,1,0,0,166,2988,0,
Campinas,2020-03-22,0,0,0,0,166,3154,0,
Campinas,2020-03-23,0,0,0,0,166,3320,0,
Campinas,2020-03-24,0,0,0,0,166,3486,0,
Campinas,2020-03-25,6,1,0,0,166,3652,0,
Campinas,2020-03-26,0,0,0,0,166,3818,0,
Campinas,2020-03-27,0,0,0,0,166,3984,0,
Campinas,2020-03-28,8,2,0,0,166,4150,0,
Campinas,2020-03-29,10,2,0,0,166,4316,0,
Campinas,2020-03-30,11,1,0,0,166,4482,0,
Campinas,2020-03-31,15,4,1,1,166,4648,0,
Campinas,2020-04-01,22,7,1,0,166,4814,0,
Campinas,2020-04-02,23,1,1,0,166,4980,0,
Campinas,2020-04-03,24,1,1,0,166,5146,0,
Campinas,2020-04-04,26,2,4,3,166,5312,0,
Campinas,2020-04-05,26,0,4,0,166,5478,0,
Campinas,2020-04-06,28,2,4,0,166,5644,0,
Campinas,2020-04-07,50,22,4,0,166,5810,0,
Campinas,2020-04-08,72,22,5,1,166,5976,0,
Campinas,2020-04-09,83,11,5,0,166,6142,0,
Campinas,2020-04-10,100,17,5,0,166,6308,0,
Campinas,2020-04-11,100,0,5,0,166,6474,0,
Campinas,2020-04-12,106,6,5,0,166,6640,0,
Campinas,2020-04-13,107,1,5,0,166,6806,0,
Campinas,2020-04-14,112,5,5,0,166,6972,0,
Campinas,2020-04-15,142,30,5,0,166,7138,0,
Campinas,2020-04-16,149,7,7,2,166,7304,0,
Campinas,2020-04-17,164,15,7,0,166,7470,0,
Campinas,2020-04-18,184,20,7,0,166,7636,0,
Campinas,2020-04-19,184,0,7,0,166,7802,0,
Campinas,2020-04-20,192,8,7,0,166,7968,0,
Campinas,2020-04-21,199,7,7,0,166,8134,0,
Campinas,2020-04-22,202,3,9,2,166,8300,0,
Campinas,2020-04-23,211,9,9,0,166,8466,0,
Campinas,2020-04-24,229,18,11,2,166,8632,0,
Campinas,2020-04-25,256,27,11,0,166,8798,0,
Campinas,2020-04-26,262,6,12,1,166,8964,0,
Campinas,2020-04-27,279,17,12,0,166,9130,0,
Campinas,2020-04-28,320,41,12,0,166,9296,0,
Campinas,2020-04-29,344,24,16,4,166,9462,0,
Campinas,2020-04-30,369,25,18,2,166,9628,0,
Campinas,2020-05-01,372,3,19,1,166,9794,0,
Campinas,2020-05-02,380,8,20,1,166,9960,0,
Campinas,2020-05-03,402,22,21,1,166,10126,0,
Campinas,2020-05-04,403,1,21,0,166,10292,0,
Campinas,2020-05-05,430,27,24,3,166,10458,0,
Campinas,2020-05-06,559,129,24,0,166,10624,0,
Campinas,2020-05-07,559,0,24,0,166,10790,0,
Campinas,2020-05-08,559,0,25,1,166,10956,0,
Campinas,2020-05-09,595,36,25,0,166,11122,0,
Campinas,2020-05-10,609,14,25,0,166,11288,0,
Campinas,2020-05-11,615,6,26,1,166,11454,0,
Campinas,2020-05-12,643,28,27,1,166,11620,0,
Campinas,2020-05-13,730,87,27,0,166,11786,0,
Campinas,2020-05-14,769,39,29,2,166,11952,0,
Campinas,2020-05-15,840,71,33,4,166,12118,0,
Campinas,2020-05-16,946,106,35,2,166,12284,0,
Campinas,2020-05-17,987,41,37,2,166,12450,0,
Campinas,2020-05-18,1006,19,41,4,166,12616,0,
Campinas,2020-05-19,1073,67,42,1,166,12782,0,
Campinas,2020-05-20,1132,59,44,2,166,12948,0,
Campinas,2020-05-21,1192,60,45,1,166,13114,0,
Campinas,2020-05-22,1247,55,47,2,166,13280,0,
Campinas,2020-05-23,1306,59,52,5,166,13446,0,
Campinas,2020-05-24,1335,29,53,1,166,13612,0,
Campinas,2020-05-25,1382,47,57,4,166,13778,0,
Campinas,2020-05-26,1415,33,61,4,500,14278,0,
Campinas,2020-05-27,1454,39,64,3,500,14778,0,
Campinas,2020-05-28,1520,66,65,1,500,15278,0,
Campinas,2020-05-29,1627,107,69,4,500,15778,0,
Campinas,2020-05-30,1733,106,74,5,500,16278,0,
Campinas,2020-05-31,1753,20,75,1,500,16778,0,
Campinas,2020-06-01,1822,69,78,3,500,17278,0,
Campinas,2020-06-02,1928,106,79,1,500,17778,0,
Campinas,2020-06-03,2099,171,80,1,500,18278,0,
Campinas,2020-06-04,2247,148,90,10,500,18778,0,
Campinas,2020-06-05,2414,167,93,3,500,19278,0,
Campinas,2020-06-06,2604,190,101,8,500,19778,0,
Campinas,2020-06-07,2717,113,104,3,500,20278,0,
Campinas,2020-06-08,2752,35,107,3,500,20778,0,
Campinas,2020-06-09,2914,162,116,9,500,21278,0,
Campinas,2020-06-10,3121,207,121,5,500,21778,0,
Campinas,2020-06-11,3291,170,130,9,500,22278,0,
Campinas,2020-06-12,3490,199,136,6,500,22778,0,
Campinas,2020-06-13,3682,192,148,12,500,23278,0,
Campinas,2020-06-14,3852,170,148,0,500,23778,0,
Campinas,2020-06-15,3884,32,149,1,500,24278,0,
Campinas,2020-06-16,4257,373,164,15,500,24778,0,
Campinas,2020-06-17,4302,45,185,21,500,25278,0,
Campinas,2020-06-18,4330,28,194,9,500,25778,0,
Campinas,2020-06-19,5127,797,203,9,1000,26778,0,
Campinas,2020-06-20,5317,190,211,8,1000,27778,0,
Campinas,2020-06-21,5459,142,211,0,1000,28778,0,
Campinas,2020-06-22,5638,179,213,2,1000,29778,0,
Campinas,2020-06-23,5890,252,236,23,1000,30778,0,
Campinas,2020-06-24,6324,434,253,17,1000,31778,0,
Campinas,2020-06-25,6604,280,271,18,1000,32778,0,
Campinas,2020-06-26,6944,340,278,7,1000,33778,0,
Campinas,2020-06-27,7274,330,292,14,1000,34778,0,
Campinas,2020-06-28,7626,352,293,1,1000,35778,0,
Campinas,2020-06-29,7743,117,297,4,1000,36778,0,
Campinas,2020-06-30,8020,277,316,19,1000,37778,0,
Campinas,2020-07-01,8424,404,324,8,1000,38778,0,
Campinas,2020-07-02,8773,349,341,17,1000,39778,0,
Campinas,2020-07-03,9051,278,354,13,1000,40778,0,
Campinas,2020-07-04,9130,79,364,10,1000,41778,0,
Campinas,2020-07-05,9433,303,370,6,1000,42778,0,
Campinas,2020-07-06,9624,191,374,4,1000,43778,0,
NI,2020-03-04,0,0,0,0,0,0,0,
NI,2020-03-05,1,1,0,0,50,50,0,
NI,2020-03-06,1,0,0,0,50,100,0,
NI,2020-03-07,1,0,0,0,50,150,0,
NI,2020-03-08,1,0,0,0,50,200,0,
NI,2020-03-09,1,0,0,0,50,250,0,
NI,2020-03-10,1,0,0,0,50,300,0,
NI,2020-03-11,1,0,0,0,50,350,0,
NI,2020-03-12,1,0,0,0,50,400,0,
NI,2020-03-13,2,1,0,0,50,450,0,
NI,2020-03-14,2,0,0,0,50,500,0,
NI,2020-03-15,2,0,0,0,50,550,0,
NI,2020-03-16,2,0,0,0,50,600,0,
NI,2020-03-17,2,0,0,0,50,650,0,
NI,2020-03-18,2,0,0,0,50,700,0,
NI,2020-03-19,3,1,0,0,50,750,0,
NI,2020-03-20,3,0,0,0,50,800,0,
NI,2020-03-21,3,0,0,0,50,850,0,
NI,2020-03-22,3,0,0,0,50,900,0,
NI,2020-03-23,3,0,0,0,50,950,0,
NI,2020-03-24,3,0,0,0,50,1000,0,
NI,2020-03-25,3,0,0,0,50,1050,0,
NI,2020-03-26,4,1,0,0,50,1100,0,
NI,2020-03-27,4,0,0,0,50,1150,0,
NI,2020-03-28,4,0,0,0,50,1200,0,
NI,2020-03-29,5,1,0,0,50,1250,0,
NI,2020-03-30,5,2,0,0,50,1300,0,
NI,2020-03-31,5,0,0,0,50,1350,0,
NI,2020-04-01,7,2,0,0,50,1400,0,
NI,2020-04-02,8,1,0,0,50,1450,0,
NI,2020-04-03,11,3,0,0,50,1500,0,
NI,2020-04-04,19,8,2,2,50,1550,0,
NI,2020-04-05,29,10,2,0,50,1600,0,
NI,2020-04-06,29,0,2,0,50,1650,0,
NI,2020-04-07,38,9,2,0,50,1700,0,
NI,2020-04-08,50,12,2,0,50,1750,0,
NI,2020-04-09,57,7,2,0,50,1800,0,
NI,2020-04-10,68,11,3,1,50,1850,0,
NI,2020-04-11,73,5,3,0,50,1900,0,
NI,2020-04-12,88,15,5,2,50,1950,0,
NI,2020-04-13,96,8,5,0,50,2000,0,
NI,2020-04-14,122,26,8,3,50,2050,0,
NI,2020-04-15,150,28,11,3,50,2100,0,
NI,2020-04-16,150,0,12,1,50,2150,0,
NI,2020-04-17,159,9,12,0,75,2225,0,
NI,2020-04-18,160,1,13,1,75,2300,0,
NI,2020-04-19,171,11,13,0,75,2375,0,
NI,2020-04-20,190,19,15,2,75,2450,0,
NI,2020-04-21,196,6,17,2,75,2525,0,
NI,2020-04-22,224,28,18,1,75,2600,0,
NI,2020-04-23,264,40,19,1,75,2675,0,
NI,2020-04-24,266,2,21,2,75,2750,0,
NI,2020-04-25,283,17,23,2,75,2825,0,
NI,2020-04-26,310,27,24,1,75,2900,0,
NI,2020-04-27,312,2,24,0,75,2975,0,
NI,2020-04-28,327,15,26,2,75,3050,0,
NI,2020-04-29,339,12,30,4,75,3125,0,
NI,2020-04-30,372,33,35,5,75,3200,0,
NI,2020-05-01,403,31,38,3,75,3275,0,
NI,2020-05-02,415,12,40,2,75,3350,0,
NI,2020-05-03,435,20,44,4,75,3425,0,
NI,2020-05-04,438,3,46,2,75,3500,0,
NI,2020-05-05,443,5,49,3,75,3575,0,
NI,2020-05-06,458,15,53,4,75,3650,0,
NI,2020-05-07,494,36,56,3,75,3725,0,
NI,2020-05-08,574,80,60,4,75,3800,0,
NI,2020-05-09,610,36,63,3,75,3875,0,
NI,2020-05-10,591,-19,66,3,75,3950,0,
NI,2020-05-11,668,77,68,2,75,4025,0,
NI,2020-05-12,696,28,72,4,75,4100,0,
NI,2020-05-13,698,2,75,3,75,4175,0,
NI,2020-05-14,750,52,84,9,75,4250,0,
NI,2020-05-15,754,4,88,4,75,4325,0,
NI,2020-05-16,761,7,90,2,75,4400,0,
NI,2020-05-17,766,5,95,5,75,4475,0,
NI,2020-05-18,1168,402,95,0,75,4550,0,
NI,2020-05-19,1172,4,99,4,75,4625,0,
NI,2020-05-20,1179,7,106,7,75,4700,0,
NI,2020-05-21,1185,6,112,6,100,4800,0,
NI,2020-05-22,1191,6,119,7,100,4900,0,
NI,2020-05-23,1202,11,133,14,100,5000,0,
NI,2020-05-24,1207,5,138,5,100,5100,0,
NI,2020-05-25,1274,67,142,4,100,5200,0,
NI,2020-05-26,1298,24,144,2,100,5300,0,
NI,2020-05-27,1306,8,152,8,100,5400,0,
NI,2020-05-28,1380,74,159,7,100,5500,0,
NI,2020-05-29,1453,73,165,6,100,5600,0,
NI,2020-05-30,1766,313,182,17,100,5700,0,
NI,2020-05-31,1770,4,182,0,200,5900,0,
NI,2020-06-01,1805,35,188,6,200,6100,0,
NI,2020-06-02,1827,22,191,3,200,6300,0,
NI,2020-06-03,1875,48,202,11,200,6500,0,
NI,2020-06-04,1935,60,219,17,200,6700,0,
NI,2020-06-05,2017,82,229,10,200,6900,0,
NI,2020-06-06,2069,52,242,13,200,7100,0,
NI,2020-06-07,2183,114,247,5,200,7300,0,
NI,2020-06-08,2181,-2,249,2,200,7500,0,
NI,2020-06-09,2412,231,253,4,200,7700,0,
NI,2020-06-10,2408,-4,262,9,200,7900,0,
NI,2020-06-11,2443,35,265,3,300,8200,0,
NI,2020-06-12,2520,77,266,1,300,8500,0,
NI,2020-06-13,2541,21,274,8,300,8800,0,
NI,2020-06-14,2557,16,278,4,300,9100,0,
NI,2020-06-15,2579,22,279,1,300,9400,20,
NI,2020-06-16,2658,79,286,7,300,9700,20,
NI,2020-06-17,2765,107,287,1,300,10000,20,
NI,2020-06-18,2770,5,296,9,300,10300,20,
NI,2020-06-19,2934,164,309,13,300,10600,20,
NI,2020-06-20,2893,-41,314,5,300,10900,20,
NI,2020-06-21,2899,6,315,1,300,11200,20,
NI,2020-06-22,2977,78,317,2,300,11500,20,
NI,2020-06-23,3051,74,323,6,300,11800,20,
NI,2020-06-24,3117,66,325,2,300,12100,20,
NI,2020-06-25,3150,33,331,6,300,12400,20,
NI,2020-06-26,3205,55,332,1,300,12700,20,
NI,2020-06-27,3210,5,338,6,300,13000,20,
NI,2020-06-28,3254,44,338,0,300,13300,20,
NI,2020-06-29,3257,3,340,2,300,13600,20,
NI,2020-06-30,3266,9,342,2,300,13900,20,
NI,2020-07-01,3347,81,346,4,300,14200,20,
NI,2020-07-02,3376,29,350,4,300,14500,20,
NI,2020-07-03,3418,42,350,0,300,14800,20,
NI,2020-07-04,3463,45,351,1,300,15100,20,
NI,2020-07-05,3480,17,351,0,300,15400,20,
NI,2020-07-06,3485,5,351,0,300,15700,20,
