location,date,new_diagnoses,cum_infections,new_deaths,cum_deaths,new_tests,cum_tests,imported_cases,
Baltimore,2020-04-20,119,1511,3,54,211,7933,200,
Baltimore,2020-04-21,31,1542,5,59,319,8252,200,
Baltimore,2020-04-22,60,1602,5,64,377,8629,200,
Baltimore,2020-04-23,70,1672,2,66,471,9100,200,
Baltimore,2020-04-24,56,1728,5,71,433,9533,200,
Baltimore,2020-04-25,63,1791,7,78,414,9947,200,
Baltimore,2020-04-26,75,1866,1,79,390,10337,200,
Baltimore,2020-04-27,67,1933,9,88,273,10610,200,
Baltimore,2020-04-28,44,1977,2,90,295,10905,200,
Baltimore,2020-04-29,37,2014,11,101,525,11430,200,
Baltimore,2020-04-30,54,2068,11,112,510,11940,200,
Baltimore,2020-05-01,94,2162,3,115,495,12435,200,
Baltimore,2020-05-02,75,2237,11,126,448,12883,100,
Baltimore,2020-05-03,82,2319,3,129,543,13426,100,
Baltimore,2020-05-04,92,2411,0,129,303,13729,100,
Baltimore,2020-05-05,198,2609,4,133,438,14167,100,
Baltimore,2020-05-06,143,2752,7,140,615,14782,100,
Baltimore,2020-05-07,104,2856,9,149,487,15269,100,
Baltimore,2020-05-08,85,2941,6,155,584,15853,100,
Baltimore,2020-05-09,267,3208,8,163,709,16562,100,
Baltimore,2020-05-10,109,3317,6,169,767,17329,100,
Baltimore,2020-05-11,36,3353,2,171,362,17691,100,
Baltimore,2020-05-12,51,3404,7,178,524,18215,100,
Baltimore,2020-05-13,72,3476,8,186,582,18797,100,
Baltimore,2020-05-14,29,3505,6,192,702,19499,100,
Baltimore,2020-05-15,101,3606,0,192,734,20233,100,
Baltimore,2020-05-16,113,3719,8,200,612,20845,100,
Baltimore,2020-05-17,79,3798,3,203,648,21493,10,
Baltimore,2020-05-18,32,3830,5,208,556,22049,10,
Baltimore,2020-05-19,172,4002,2,210,728,22777,10,
Baltimore,2020-05-20,150,4152,5,215,927,23704,10,
Baltimore,2020-05-21,187,4339,3,218,624,24328,10,
Baltimore,2020-05-22,153,4492,2,220,842,25170,10,
Baltimore,2020-05-23,181,4673,9,229,650,25820,10,
Baltimore,2020-05-24,109,4782,2,231,1046,26866,10,
Baltimore,2020-05-25,106,4888,3,234,592,27458,0,
Baltimore,2020-05-26,109,4997,2,236,1020,28478,0,
Baltimore,2020-05-27,57,5054,0,236,1579,30057,0,
Baltimore,2020-05-28,149,5203,4,240,1132,31189,0,
Baltimore,2020-05-29,223,5426,8,248,1048,32237,0,
Baltimore,2020-05-30,138,5564,6,254,909,33146,0,
Baltimore,2020-05-31,40,5604,4,258,848,33994,0,
Baltimore,2020-06-01,0,5604,3,261,848,34842,0,
Baltimore,2020-06-02,84,5688,2,263,1390,36232,0,
Baltimore,2020-06-03,113,5801,3,266,1113,37345,0,
Baltimore,2020-06-04,105,5906,3,269,1276,38621,0,
Baltimore,2020-06-05,132,6038,3,272,1207,39828,0,
Baltimore,2020-06-06,103,6141,4,276,893,40721,0,
Baltimore,2020-06-07,88,6229,5,281,783,41504,0,
Baltimore,2020-06-08,67,6296,1,282,784,42288,0,
Baltimore,2020-06-09,59,6355,5,287,821,43109,0,
Baltimore,2020-06-10,73,6428,2,289,1115,44224,0,
Baltimore,2020-06-11,81,6509,3,292,942,45166,0,
Baltimore,2020-06-12,50,6559,2,294,1019,46185,0,
Baltimore,2020-06-13,74,6633,3,297,819,47004,0,
Baltimore,2020-06-14,56,6689,4,301,820,47824,0,
Baltimore,2020-06-15,58,6747,0,301,1014,48838,0,
Baltimore,2020-06-16,35,6782,3,304,1506,50344,0,
Baltimore,2020-06-17,84,6866,3,307,828,51172,0,
Baltimore,2020-06-18,40,6906,2,309,833,52005,0,
Baltimore,2020-06-19,32,6938,1,310,1140,53145,0,
Baltimore,2020-06-20,55,6993,3,313,910,54055,0,
Baltimore,2020-06-21,60,7053,0,313,718,54773,0,
Baltimore,2020-06-22,42,7095,3,316,1001,55774,0,
Baltimore,2020-06-23,53,7148,3,319,859,56633,0,
Baltimore,2020-06-24,62,7210,6,325,1124,57757,0,
Baltimore,2020-06-25,48,7258,2,327,957,58714,0,
Baltimore,2020-06-26,41,7299,3,330,1006,59720,0,
Baltimore,2020-06-27,64,7363,3,333,731,60451,0,
Baltimore,2020-06-28,53,7416,2,335,999,61450,0,
