location,date,new_diagnoses,cum_infections,new_deaths,cum_deaths,new_tests,cum_tests,imported_cases
MC,2020-04-03,79,861,7,41,331,3719,10
MC,2020-04-04,57,918,6,47,160,3879,10
MC,2020-04-05,55,973,4,51,119,3998,10
MC,2020-04-06,118,1091,16,67,350,4348,10
MC,2020-04-07,127,1218,11,78,464,4812,10
MC,2020-04-08,125,1343,6,84,519,5331,10
MC,2020-04-09,127,1470,17,101,419,5750,10
MC,2020-04-10,147,1617,23,124,455,6205,10
MC,2020-04-11,110,1727,23,147,233,6438,10
MC,2020-04-12,114,1841,11,158,215,6653,10
MC,2020-04-13,268,2109,14,172,668,7321,10
MC,2020-04-14,247,2356,24,196,710,8031,10
MC,2020-04-15,228,2584,22,218,629,8660,10
MC,2020-04-16,250,2834,25,243,643,9303,10
MC,2020-04-17,327,3161,17,260,833,10136,10
MC,2020-04-18,197,3358,25,285,321,10457,10
MC,2020-04-19,185,3543,30,315,312,10769,10
MC,2020-04-20,446,3989,35,350,904,11673,10
MC,2020-04-21,433,4422,40,390,904,12577,10
MC,2020-04-22,399,4821,28,418,846,13423,10
MC,2020-04-23,344,5165,36,454,708,14131,10
MC,2020-04-24,508,5673,46,500,970,15101,10
MC,2020-04-25,247,5920,62,562,430,15531,10
MC,2020-04-26,222,6142,57,619,385,15916,10
MC,2020-04-27,495,6637,47,666,1039,16955,10
MC,2020-04-28,535,7172,40,706,1164,18119,10
MC,2020-04-29,565,7737,63,769,1253,19372,10
MC,2020-04-30,531,8268,78,847,1388,20760,10
MC,2020-05-01,327,8595,70,917,612,21372,10
MC,2020-05-02,321,8916,56,973,586,21958,10
MC,2020-05-03,292,9208,68,1041,591,22549,10
MC,2020-05-04,718,9926,66,1107,1559,24108,10
MC,2020-05-05,589,10515,80,1187,1225,25333,10
MC,2020-05-06,680,11195,79,1266,1557,26890,10
MC,2020-05-07,704,11899,69,1335,1430,28320,10
MC,2020-05-08,788,12687,82,1417,1675,29995,10
MC,2020-05-09,391,13078,72,1489,712,30707,10
MC,2020-05-10,354,13432,81,1570,565,31272,10
MC,2020-05-11,797,14229,76,1646,1521,32793,10
MC,2020-05-12,802,15031,88,1734,1611,34404,10
MC,2020-05-13,879,15910,93,1827,1714,36118,10
MC,2020-05-14,792,16702,99,1926,1656,37774,10
MC,2020-05-15,921,17623,100,2026,1778,39552,10
MC,2020-05-16,585,18208,97,2123,924,40476,10
MC,2020-05-17,359,18567,110,2233,575,41051,10
MC,2020-05-18,1059,19626,110,2343,1993,43044,10
MC,2020-05-19,1002,20628,103,2446,1939,44983,10
MC,2020-05-20,1020,21648,87,2533,2018,47001,10
MC,2020-05-21,942,22590,116,2649,1858,48859,10
MC,2020-05-22,890,23480,96,2745,1933,50792,10
MC,2020-05-23,461,23941,99,2844,870,51662,10
MC,2020-05-24,333,24274,100,2944,604,52266,10
MC,2020-05-25,1006,25280,99,3043,2043,54309,10
MC,2020-05-26,893,26173,97,3140,1834,56143,10
MC,2020-05-27,967,27140,85,3225,2053,58196,10
MC,2020-05-28,824,27964,96,3321,1661,59857,10
MC,2020-05-29,903,28867,81,3402,1822,61679,10
MC,2020-05-30,528,29395,77,3479,1010,62689,10
MC,2020-05-31,395,29790,103,3582,649,63338,10
MC,2020-06-01,1038,30828,99,3681,2073,65411,10
MC,2020-06-02,898,31726,74,3755,1889,67300,10
MC,2020-06-03,959,32685,98,3853,2094,69394,10
MC,2020-06-04,910,33595,93,3946,2029,71423,10
MC,2020-06-05,930,34525,90,4036,2083,73506,10
MC,2020-06-06,496,35021,95,4131,927,74433,10
MC,2020-06-07,371,35392,88,4219,595,75028,10
MC,2020-06-08,994,36386,96,4315,2147,77175,10
MC,2020-06-09,976,37362,88,4403,2081,79256,10
MC,2020-06-10,921,38283,93,4496,2063,81319,10
MC,2020-06-11,857,39140,95,4591,2095,83414,10
MC,2020-06-12,905,40045,101,4692,2201,85615,10
MC,2020-06-13,377,40422,103,4795,904,86519,10
MC,2020-06-14,314,40736,87,4882,684,87203,10
MC,2020-06-15,895,41631,65,4947,2309,89512,10
MC,2020-06-16,964,42595,99,5046,2273,91785,10
MC,2020-06-17,907,43502,91,5137,2251,94036,10
MC,2020-06-18,889,44391,85,5222,2119,96155,10
MC,2020-06-19,858,45249,79,5301,2073,98228,10
MC,2020-06-20,411,45660,59,5360,905,99133,10
MC,2020-06-21,252,45912,77,5437,551,99684,10
MC,2020-06-22,810,46722,58,5495,1872,101556,10
MC,2020-06-23,861,47583,61,5556,2119,103675,10
MC,2020-06-24,788,48371,52,5608,1995,105670,10
MC,2020-06-25,803,49174,46,5654,2095,107765,10
MC,2020-06-26,857,50031,62,5716,2125,109890,10
MC,2020-06-27,350,50381,69,5785,800,110690,10
MC,2020-06-28,278,50659,53,5838,631,111321,10
MC,2020-06-29,922,51581,44,5882,2453,113774,10
MC,2020-06-30,872,52453,59,5941,2219,115993,10
MC,2020-07-01,942,53395,71,6012,2410,118403,10
MC,2020-07-02,827,54222,55,6067,2139,120542,10
MC,2020-07-03,894,55116,57,6124,2499,123041,10
MC,2020-07-04,342,55458,60,6184,841,123882,10
MC,2020-07-05,209,55667,53,6237,624,124506,10
MC,2020-07-06,928,56595,60,6297,2482,126988,10
MC,2020-07-07,901,57496,61,6358,2421,129409,10
MC,2020-07-08,868,58364,42,6400,2424,131833,10
MC,2020-07-09,699,59063,43,6443,2226,134059,10
MC,2020-07-10,803,59866,34,6477,2376,136435,10
MC,2020-07-11,343,60209,48,6525,901,137336,10
MC,2020-07-12,229,60438,56,6581,551,137887,10
MC,2020-07-13,1000,61438,39,6620,2615,140502,10
MC,2020-07-14,842,62280,56,6676,2488,142990,10
MC,2020-07-15,1121,63401,53,6729,3604,146594,10
MC,2020-07-16,1035,64436,42,6771,3365,149959,10
MC,2020-07-17,1072,65508,41,6812,3585,153544,10
MC,2020-07-18,589,66097,49,6861,1681,155225,10
MC,2020-07-19,227,66324,44,6905,622,155847,10
MC,2020-07-20,1039,67363,39,6944,3097,158944,10
MC,2020-07-21,1012,68375,38,6982,2871,161815,10
MC,2020-07-22,1090,69465,25,7007,3032,164847,10
MC,2020-07-23,981,70446,34,7041,2820,167667,10
MC,2020-07-24,921,71367,27,7068,2952,170619,10
MC,2020-07-25,439,71806,41,7109,1293,171912,10
MC,2020-07-26,204,72010,33,7142,571,172483,10
MC,2020-07-27,853,72863,28,7170,2365,174848,10
MC,2020-07-28,826,73689,23,7193,2576,177424,10
MC,2020-07-29,690,74379,23,7216,2283,179707,10
MC,2020-07-30,419,74798,30,7246,1375,181082,10
MC,2020-07-31,89,74887,14,7260,253,181335,10
MC,2020-08-01,3,74890,3,7263,4,181339,10
Mexico,2019-12-31,0,0,0,0,0,0,0
Mexico,2020-01-01,0,0,0,0,0,0,0
Mexico,2020-01-02,0,0,0,0,1,1,0
Mexico,2020-01-03,0,0,0,0,1,2,0
Mexico,2020-01-04,0,0,0,0,1,3,0
Mexico,2020-01-05,0,0,0,0,3,6,0
Mexico,2020-01-06,0,0,0,0,1,7,0
Mexico,2020-01-07,0,0,0,0,5,12,0
Mexico,2020-01-08,0,0,0,0,1,13,0
Mexico,2020-01-09,0,0,0,0,6,19,0
Mexico,2020-01-10,0,0,0,0,7,26,0
Mexico,2020-01-11,0,0,0,0,0,26,0
Mexico,2020-01-12,0,0,0,0,1,27,0
Mexico,2020-01-13,0,0,0,0,2,29,0
Mexico,2020-01-14,0,0,0,0,5,34,0
Mexico,2020-01-15,0,0,0,0,2,36,0
Mexico,2020-01-16,0,0,0,0,5,41,0
Mexico,2020-01-17,0,0,0,0,1,42,0
Mexico,2020-01-18,0,0,0,0,1,43,0
Mexico,2020-01-19,0,0,0,0,1,44,0
Mexico,2020-01-20,0,0,0,0,7,51,0
Mexico,2020-01-21,0,0,0,0,4,55,0
Mexico,2020-01-22,0,0,0,0,8,63,0
Mexico,2020-01-23,0,0,0,0,1,64,0
Mexico,2020-01-24,0,0,0,0,3,67,0
Mexico,2020-01-25,0,0,0,0,0,67,0
Mexico,2020-01-26,0,0,0,0,3,70,0
Mexico,2020-01-27,0,0,0,0,2,72,0
Mexico,2020-01-28,0,0,0,0,2,74,0
Mexico,2020-01-29,0,0,0,0,3,77,0
Mexico,2020-01-30,0,0,0,0,1,78,0
Mexico,2020-01-31,0,0,0,0,1,79,0
Mexico,2020-02-01,0,0,0,0,0,79,0
Mexico,2020-02-02,0,0,0,0,1,80,0
Mexico,2020-02-03,0,0,0,0,0,80,0
Mexico,2020-02-04,0,0,0,0,6,86,0
Mexico,2020-02-05,0,0,0,0,3,89,0
Mexico,2020-02-06,0,0,0,0,5,94,0
Mexico,2020-02-07,0,0,0,0,2,96,0
Mexico,2020-02-08,0,0,0,0,0,96,0
Mexico,2020-02-09,0,0,0,0,0,96,0
Mexico,2020-02-10,0,0,0,0,2,98,0
Mexico,2020-02-11,0,0,0,0,4,102,0
Mexico,2020-02-12,0,0,0,0,3,105,0
Mexico,2020-02-13,0,0,0,0,3,108,0
Mexico,2020-02-14,0,0,0,0,2,110,0
Mexico,2020-02-15,0,0,0,0,0,110,0
Mexico,2020-02-16,0,0,0,0,0,110,0
Mexico,2020-02-17,0,0,0,0,2,112,0
Mexico,2020-02-18,0,0,0,0,0,112,0
Mexico,2020-02-19,0,0,0,0,0,112,0
Mexico,2020-02-20,0,0,0,0,1,113,0
Mexico,2020-02-21,0,0,0,0,3,116,0
Mexico,2020-02-22,0,0,0,0,0,116,0
Mexico,2020-02-23,0,0,0,0,1,117,0
Mexico,2020-02-24,0,0,0,0,2,119,0
Mexico,2020-02-25,0,0,0,0,6,125,10
Mexico,2020-02-26,0,0,0,0,4,129,10
Mexico,2020-02-27,0,0,0,0,2,131,10
Mexico,2020-02-28,1,1,0,0,5,136,10
Mexico,2020-02-29,0,1,0,0,2,138,10
Mexico,2020-03-01,0,1,0,0,3,141,10
Mexico,2020-03-02,1,2,0,0,10,151,10
Mexico,2020-03-03,0,2,0,0,12,163,10
Mexico,2020-03-04,2,4,0,0,11,174,10
Mexico,2020-03-05,0,4,0,0,4,178,10
Mexico,2020-03-06,0,4,0,0,7,185,10
Mexico,2020-03-07,0,4,0,0,1,186,10
Mexico,2020-03-08,2,6,0,0,7,193,10
Mexico,2020-03-09,1,7,0,0,8,201,10
Mexico,2020-03-10,2,9,0,0,11,212,10
Mexico,2020-03-11,2,11,0,0,15,227,10
Mexico,2020-03-12,3,14,0,0,14,241,10
Mexico,2020-03-13,12,26,0,0,36,277,10
Mexico,2020-03-14,4,30,0,0,19,296,10
Mexico,2020-03-15,10,40,0,0,19,315,10
Mexico,2020-03-16,6,46,0,0,24,339,10
Mexico,2020-03-17,7,53,0,0,50,389,10
Mexico,2020-03-18,6,59,1,1,27,416,10
Mexico,2020-03-19,13,72,0,1,57,473,10
Mexico,2020-03-20,10,82,0,1,40,513,10
Mexico,2020-03-21,5,87,0,1,30,543,10
Mexico,2020-03-22,5,92,0,1,19,562,10
Mexico,2020-03-23,15,107,0,1,80,642,10
Mexico,2020-03-24,23,130,0,1,96,738,10
Mexico,2020-03-25,25,155,0,1,105,843,10
Mexico,2020-03-26,27,182,0,1,107,950,10
Mexico,2020-03-27,43,225,0,1,188,1138,10
Mexico,2020-03-28,27,252,4,5,92,1230,10
Mexico,2020-03-29,18,270,1,6,82,1312,10
Mexico,2020-03-30,53,323,1,7,231,1543,10
Mexico,2020-03-31,34,357,2,9,158,1701,10
Mexico,2020-04-01,50,407,1,10,180,1881,10
Mexico,2020-04-02,49,456,5,15,178,2059,10
Mexico,2020-04-03,50,506,3,18,205,2264,10
Mexico,2020-04-04,34,540,5,23,139,2403,10
Mexico,2020-04-05,41,581,5,28,91,2494,10
Mexico,2020-04-06,84,665,4,32,215,2709,10
Mexico,2020-04-07,73,738,10,42,240,2949,10
Mexico,2020-04-08,89,827,6,48,255,3204,10
Mexico,2020-04-09,62,889,5,53,152,3356,10
Mexico,2020-04-10,92,981,7,60,213,3569,10
Mexico,2020-04-11,78,1059,13,73,146,3715,10
Mexico,2020-04-12,84,1143,17,90,146,3861,10
Mexico,2020-04-13,154,1297,19,109,388,4249,10
Mexico,2020-04-14,159,1456,16,125,374,4623,10
Mexico,2020-04-15,182,1638,18,143,373,4996,10
Mexico,2020-04-16,187,1825,16,159,351,5347,10
Mexico,2020-04-17,157,1982,22,181,338,5685,10
Mexico,2020-04-18,159,2141,28,209,242,5927,10
Mexico,2020-04-19,153,2294,27,236,245,6172,10
Mexico,2020-04-20,261,2555,34,270,489,6661,10
Mexico,2020-04-21,275,2830,35,305,461,7122,10
Mexico,2020-04-22,248,3078,38,343,443,7565,10
Mexico,2020-04-23,265,3343,35,378,447,8012,10
Mexico,2020-04-24,304,3647,47,425,570,8582,10
Mexico,2020-04-25,194,3841,43,468,320,8902,10
Mexico,2020-04-26,207,4048,67,535,302,9204,10
Mexico,2020-04-27,352,4400,50,585,581,9785,10
Mexico,2020-04-28,339,4739,55,640,604,10389,10
Mexico,2020-04-29,319,5058,65,705,654,11043,10
Mexico,2020-04-30,300,5358,62,767,747,11790,10
Mexico,2020-05-01,274,5632,74,841,566,12356,10
Mexico,2020-05-02,232,5864,63,904,524,12880,10
Mexico,2020-05-03,247,6111,61,965,519,13399,10
Mexico,2020-05-04,489,6600,90,1055,1109,14508,10
Mexico,2020-05-05,345,6945,63,1118,855,15363,10
Mexico,2020-05-06,344,7289,55,1173,1042,16405,10
Mexico,2020-05-07,436,7725,66,1239,1054,17459,10
Mexico,2020-05-08,423,8148,60,1299,1155,18614,10
Mexico,2020-05-09,256,8404,61,1360,538,19152,10
Mexico,2020-05-10,244,8648,64,1424,477,19629,10
Mexico,2020-05-11,570,9218,67,1491,1312,20941,10
Mexico,2020-05-12,530,9748,57,1548,1284,22225,10
Mexico,2020-05-13,578,10326,82,1630,1162,23387,10
Mexico,2020-05-14,515,10841,74,1704,1059,24446,10
Mexico,2020-05-15,603,11444,89,1793,1121,25567,10
Mexico,2020-05-16,354,11798,87,1880,576,26143,10
Mexico,2020-05-17,308,12106,101,1981,467,26610,10
Mexico,2020-05-18,679,12785,90,2071,1220,27830,10
Mexico,2020-05-19,571,13356,99,2170,1021,28851,10
Mexico,2020-05-20,607,13963,82,2252,1262,30113,10
Mexico,2020-05-21,644,14607,99,2351,1152,31265,10
Mexico,2020-05-22,684,15291,95,2446,1317,32582,10
Mexico,2020-05-23,313,15604,83,2529,510,33092,10
Mexico,2020-05-24,345,15949,103,2632,528,33620,10
Mexico,2020-05-25,795,16744,93,2725,1432,35052,10
Mexico,2020-05-26,684,17428,108,2833,1204,36256,10
Mexico,2020-05-27,757,18185,90,2923,1410,37666,10
Mexico,2020-05-28,681,18866,89,3012,1272,38938,10
Mexico,2020-05-29,688,19554,97,3109,1297,40235,10
Mexico,2020-05-30,391,19945,102,3211,668,40903,10
Mexico,2020-05-31,333,20278,108,3319,519,41422,10
Mexico,2020-06-01,834,21112,104,3423,1454,42876,10
Mexico,2020-06-02,789,21901,98,3521,1342,44218,10
Mexico,2020-06-03,917,22818,118,3639,1623,45841,10
Mexico,2020-06-04,786,23604,106,3745,1385,47226,10
Mexico,2020-06-05,791,24395,99,3844,1453,48679,10
Mexico,2020-06-06,398,24793,103,3947,566,49245,10
Mexico,2020-06-07,413,25206,111,4058,571,49816,10
Mexico,2020-06-08,1043,26249,107,4165,1711,51527,10
Mexico,2020-06-09,872,27121,124,4289,1593,53120,10
Mexico,2020-06-10,875,27996,110,4399,1618,54738,10
Mexico,2020-06-11,729,28725,119,4518,1526,56264,10
Mexico,2020-06-12,714,29439,108,4626,1513,57777,10
Mexico,2020-06-13,368,29807,102,4728,653,58430,10
Mexico,2020-06-14,372,30179,104,4832,614,59044,10
Mexico,2020-06-15,857,31036,117,4949,1774,60818,10
Mexico,2020-06-16,829,31865,120,5069,1658,62476,10
Mexico,2020-06-17,753,32618,107,5176,1622,64098,10
Mexico,2020-06-18,731,33349,94,5270,1604,65702,10
Mexico,2020-06-19,715,34064,106,5376,1648,67350,10
Mexico,2020-06-20,365,34429,76,5452,680,68030,10
Mexico,2020-06-21,255,34684,80,5532,440,68470,10
Mexico,2020-06-22,729,35413,91,5623,1502,69972,10
Mexico,2020-06-23,653,36066,85,5708,1393,71365,10
Mexico,2020-06-24,673,36739,81,5789,1538,72903,10
Mexico,2020-06-25,562,37301,68,5857,1382,74285,10
Mexico,2020-06-26,667,37968,78,5935,1525,75810,10
Mexico,2020-06-27,271,38239,86,6021,586,76396,10
Mexico,2020-06-28,263,38502,85,6106,464,76860,10
Mexico,2020-06-29,794,39296,115,6221,1728,78588,10
Mexico,2020-06-30,618,39914,80,6301,1362,79950,10
Mexico,2020-07-01,821,40735,80,6381,1688,81638,10
Mexico,2020-07-02,639,41374,92,6473,1350,82988,10
Mexico,2020-07-03,662,42036,58,6531,1511,84499,10
Mexico,2020-07-04,320,42356,69,6600,638,85137,10
Mexico,2020-07-05,252,42608,79,6679,435,85572,10
Mexico,2020-07-06,710,43318,102,6781,1581,87153,10
Mexico,2020-07-07,635,43953,77,6858,1458,88611,10
Mexico,2020-07-08,640,44593,82,6940,1504,90115,10
Mexico,2020-07-09,495,45088,74,7014,1272,91387,10
Mexico,2020-07-10,651,45739,70,7084,1531,92918,10
Mexico,2020-07-11,242,45981,83,7167,592,93510,10
Mexico,2020-07-12,216,46197,66,7233,395,93905,10
Mexico,2020-07-13,643,46840,65,7298,1500,95405,10
Mexico,2020-07-14,544,47384,67,7365,1341,96746,10
Mexico,2020-07-15,672,48056,69,7434,1489,98235,10
Mexico,2020-07-16,576,48632,79,7513,1325,99560,10
Mexico,2020-07-17,563,49195,62,7575,1395,100955,10
Mexico,2020-07-18,260,49455,69,7644,508,101463,10
Mexico,2020-07-19,248,49703,79,7723,417,101880,10
Mexico,2020-07-20,702,50405,54,7777,1462,103342,10
Mexico,2020-07-21,683,51088,61,7838,1366,104708,10
Mexico,2020-07-22,623,51711,46,7884,1341,106049,10
Mexico,2020-07-23,477,52188,54,7938,1150,107199,10
Mexico,2020-07-24,431,52619,51,7989,1103,108302,10
Mexico,2020-07-25,139,52758,47,8036,371,108673,10
Mexico,2020-07-26,109,52867,57,8093,245,108918,10
Mexico,2020-07-27,362,53229,39,8132,858,109776,10
Mexico,2020-07-28,249,53478,31,8163,639,110415,10
Mexico,2020-07-29,134,53612,33,8196,315,110730,10
Mexico,2020-07-30,90,53702,27,8223,236,110966,10
Mexico,2020-07-31,33,53735,10,8233,70,111036,10
Guadalajara,2019-12-31,0,0,0,0,0,0,0
Guadalajara,2020-01-01,0,0,0,0,0,0,0
Guadalajara,2020-01-02,0,0,0,0,0,0,0
Guadalajara,2020-01-03,0,0,0,0,1,1,0
Guadalajara,2020-01-04,0,0,0,0,0,1,0
Guadalajara,2020-01-05,0,0,0,0,1,2,0
Guadalajara,2020-01-06,0,0,0,0,1,3,0
Guadalajara,2020-01-07,0,0,0,0,1,4,0
Guadalajara,2020-01-08,0,0,0,0,2,6,0
Guadalajara,2020-01-09,0,0,0,0,6,12,0
Guadalajara,2020-01-10,0,0,0,0,7,19,0
Guadalajara,2020-01-11,0,0,0,0,0,19,0
Guadalajara,2020-01-12,0,0,0,0,2,21,0
Guadalajara,2020-01-13,0,0,0,0,6,27,0
Guadalajara,2020-01-14,0,0,0,0,5,32,0
Guadalajara,2020-01-15,0,0,0,0,6,38,0
Guadalajara,2020-01-16,0,0,0,0,5,43,0
Guadalajara,2020-01-17,0,0,0,0,7,50,0
Guadalajara,2020-01-18,0,0,0,0,3,53,0
Guadalajara,2020-01-19,0,0,0,0,0,53,0
Guadalajara,2020-01-20,0,0,0,0,8,61,0
Guadalajara,2020-01-21,0,0,0,0,6,67,0
Guadalajara,2020-01-22,0,0,0,0,6,73,0
Guadalajara,2020-01-23,0,0,0,0,4,77,0
Guadalajara,2020-01-24,0,0,0,0,1,78,0
Guadalajara,2020-01-25,0,0,0,0,2,80,0
Guadalajara,2020-01-26,0,0,0,0,3,83,0
Guadalajara,2020-01-27,0,0,0,0,4,87,0
Guadalajara,2020-01-28,0,0,0,0,1,88,0
Guadalajara,2020-01-29,0,0,0,0,5,93,0
Guadalajara,2020-01-30,0,0,0,0,4,97,0
Guadalajara,2020-01-31,0,0,0,0,4,101,0
Guadalajara,2020-02-01,0,0,0,0,0,101,0
Guadalajara,2020-02-02,0,0,0,0,1,102,0
Guadalajara,2020-02-03,0,0,0,0,2,104,0
Guadalajara,2020-02-04,0,0,0,0,2,106,0
Guadalajara,2020-02-05,0,0,0,0,4,110,0
Guadalajara,2020-02-06,0,0,0,0,4,114,0
Guadalajara,2020-02-07,0,0,0,0,0,114,0
Guadalajara,2020-02-08,0,0,0,0,1,115,0
Guadalajara,2020-02-09,0,0,0,0,1,116,0
Guadalajara,2020-02-10,0,0,0,0,3,119,0
Guadalajara,2020-02-11,0,0,0,0,2,121,0
Guadalajara,2020-02-12,0,0,0,0,3,124,0
Guadalajara,2020-02-13,0,0,0,0,7,131,0
Guadalajara,2020-02-14,0,0,0,0,2,133,0
Guadalajara,2020-02-15,0,0,0,0,0,133,0
Guadalajara,2020-02-16,0,0,0,0,0,133,0
Guadalajara,2020-02-17,0,0,0,0,2,135,0
Guadalajara,2020-02-18,0,0,0,0,1,136,0
Guadalajara,2020-02-19,0,0,0,0,3,139,0
Guadalajara,2020-02-20,0,0,0,0,2,141,0
Guadalajara,2020-02-21,0,0,0,0,3,144,0
Guadalajara,2020-02-22,0,0,0,0,1,145,0
Guadalajara,2020-02-23,0,0,0,0,0,145,0
Guadalajara,2020-02-24,0,0,0,0,2,147,0
Guadalajara,2020-02-25,0,0,0,0,0,147,10
Guadalajara,2020-02-26,0,0,0,0,2,149,10
Guadalajara,2020-02-27,0,0,0,0,2,151,10
Guadalajara,2020-02-28,0,0,0,0,1,152,10
Guadalajara,2020-02-29,0,0,0,0,2,154,10
Guadalajara,2020-03-01,0,0,0,0,1,155,10
Guadalajara,2020-03-02,0,0,0,0,5,160,10
Guadalajara,2020-03-03,0,0,0,0,2,162,10
Guadalajara,2020-03-04,0,0,0,0,2,164,10
Guadalajara,2020-03-05,0,0,0,0,2,166,10
Guadalajara,2020-03-06,0,0,0,0,1,167,10
Guadalajara,2020-03-07,0,0,0,0,0,167,10
Guadalajara,2020-03-08,0,0,0,0,1,168,10
Guadalajara,2020-03-09,0,0,0,0,1,169,10
Guadalajara,2020-03-10,0,0,0,0,3,172,10
Guadalajara,2020-03-11,1,1,0,0,3,175,10
Guadalajara,2020-03-12,1,2,0,0,3,178,10
Guadalajara,2020-03-13,0,2,0,0,6,184,10
Guadalajara,2020-03-14,2,4,0,0,3,187,10
Guadalajara,2020-03-15,2,6,0,0,3,190,10
Guadalajara,2020-03-16,6,12,0,0,10,200,10
Guadalajara,2020-03-17,3,15,0,0,13,213,10
Guadalajara,2020-03-18,3,18,0,0,20,233,10
Guadalajara,2020-03-19,6,24,0,0,26,259,10
Guadalajara,2020-03-20,3,27,1,1,13,272,10
Guadalajara,2020-03-21,0,27,0,1,3,275,10
Guadalajara,2020-03-22,0,27,0,1,8,283,10
Guadalajara,2020-03-23,0,27,0,1,31,314,10
Guadalajara,2020-03-24,0,27,0,1,25,339,10
Guadalajara,2020-03-25,1,28,0,1,42,381,10
Guadalajara,2020-03-26,5,33,0,1,24,405,10
Guadalajara,2020-03-27,3,36,0,1,40,445,10
Guadalajara,2020-03-28,0,36,0,1,14,459,10
Guadalajara,2020-03-29,1,37,0,1,18,477,10
Guadalajara,2020-03-30,3,40,0,1,38,515,10
Guadalajara,2020-03-31,2,42,0,1,33,548,10
Guadalajara,2020-04-01,1,43,0,1,30,578,10
Guadalajara,2020-04-02,3,46,0,1,32,610,10
Guadalajara,2020-04-03,4,50,0,1,43,653,10
Guadalajara,2020-04-04,0,50,0,1,19,672,10
Guadalajara,2020-04-05,0,50,0,1,17,689,10
Guadalajara,2020-04-06,2,52,0,1,35,724,10
Guadalajara,2020-04-07,1,53,0,1,43,767,10
Guadalajara,2020-04-08,5,58,0,1,37,804,10
Guadalajara,2020-04-09,0,58,0,1,16,820,10
Guadalajara,2020-04-10,3,61,1,2,19,839,10
Guadalajara,2020-04-11,0,61,0,2,21,860,10
Guadalajara,2020-04-12,1,62,0,2,8,868,10
Guadalajara,2020-04-13,4,66,0,2,35,903,10
Guadalajara,2020-04-14,2,68,0,2,30,933,10
Guadalajara,2020-04-15,1,69,0,2,25,958,10
Guadalajara,2020-04-16,2,71,1,3,30,988,10
Guadalajara,2020-04-17,3,74,0,3,36,1024,10
Guadalajara,2020-04-18,1,75,0,3,25,1049,10
Guadalajara,2020-04-19,1,76,0,3,8,1057,10
Guadalajara,2020-04-20,0,76,0,3,60,1117,10
Guadalajara,2020-04-21,8,84,0,3,57,1174,10
Guadalajara,2020-04-22,2,86,0,3,55,1229,10
Guadalajara,2020-04-23,4,90,0,3,47,1276,10
Guadalajara,2020-04-24,7,97,2,5,74,1350,10
Guadalajara,2020-04-25,3,100,0,5,27,1377,10
Guadalajara,2020-04-26,3,103,0,5,17,1394,10
Guadalajara,2020-04-27,3,106,1,6,41,1435,10
Guadalajara,2020-04-28,2,108,0,6,26,1461,10
Guadalajara,2020-04-29,6,114,0,6,47,1508,10
Guadalajara,2020-04-30,5,119,2,8,26,1534,10
Guadalajara,2020-05-01,5,124,0,8,48,1582,10
Guadalajara,2020-05-02,11,135,3,11,37,1619,10
Guadalajara,2020-05-03,4,139,0,11,15,1634,10
Guadalajara,2020-05-04,13,152,1,12,67,1701,10
Guadalajara,2020-05-05,3,155,1,13,26,1727,10
Guadalajara,2020-05-06,4,159,3,16,48,1775,10
Guadalajara,2020-05-07,15,174,1,17,57,1832,10
Guadalajara,2020-05-08,8,182,0,17,54,1886,10
Guadalajara,2020-05-09,8,190,1,18,46,1932,10
Guadalajara,2020-05-10,9,199,2,20,28,1960,10
Guadalajara,2020-05-11,11,210,1,21,79,2039,10
Guadalajara,2020-05-12,7,217,3,24,43,2082,10
Guadalajara,2020-05-13,10,227,1,25,55,2137,10
Guadalajara,2020-05-14,17,244,1,26,70,2207,10
Guadalajara,2020-05-15,11,255,3,29,88,2295,10
Guadalajara,2020-05-16,7,262,5,34,52,2347,10
Guadalajara,2020-05-17,13,275,3,37,38,2385,10
Guadalajara,2020-05-18,22,297,2,39,87,2472,10
Guadalajara,2020-05-19,18,315,0,39,52,2524,10
Guadalajara,2020-05-20,22,337,1,40,78,2602,10
Guadalajara,2020-05-21,22,359,2,42,100,2702,10
Guadalajara,2020-05-22,25,384,0,42,90,2792,10
Guadalajara,2020-05-23,13,397,3,45,47,2839,10
Guadalajara,2020-05-24,20,417,1,46,40,2879,10
Guadalajara,2020-05-25,31,448,3,49,112,2991,10
Guadalajara,2020-05-26,31,479,0,49,98,3089,10
Guadalajara,2020-05-27,49,528,2,51,109,3198,10
Guadalajara,2020-05-28,39,567,1,52,121,3319,10
Guadalajara,2020-05-29,60,627,2,54,137,3456,10
Guadalajara,2020-05-30,40,667,6,60,95,3551,10
Guadalajara,2020-05-31,26,693,3,63,49,3600,10
Guadalajara,2020-06-01,75,768,6,69,148,3748,10
Guadalajara,2020-06-02,48,816,6,75,131,3879,10
Guadalajara,2020-06-03,70,886,8,83,151,4030,10
Guadalajara,2020-06-04,52,938,11,94,130,4160,10
Guadalajara,2020-06-05,64,1002,7,101,159,4319,10
Guadalajara,2020-06-06,39,1041,8,109,86,4405,10
Guadalajara,2020-06-07,22,1063,13,122,44,4449,10
Guadalajara,2020-06-08,92,1155,4,126,172,4621,10
Guadalajara,2020-06-09,76,1231,11,137,158,4779,10
Guadalajara,2020-06-10,80,1311,8,145,172,4951,10
Guadalajara,2020-06-11,75,1386,9,154,166,5117,10
