iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,imported_cases,new_tests_smoothed_per_thousand,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand
PER,South America,Piura,2020-05-03,1618,126,143,12,587.5325449,45.75346147,51.92654754,4.357472521,12142,634,44.09035946,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-05-04,1752,134,143,0,636.190988,48.65844315,51.92654754,0,12480,338,45.31771422,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-05-05,1804,52,149,6,655.0733689,18.88238092,54.1052838,2.17873626,13166,685,47.80873601,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-05-06,1914,110,184,35,695.016867,39.94349811,66.81457865,12.70929485,13910,744,50.51036897,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-05-07,2214,300,205,21,803.9536801,108.936813,74.44015556,7.625576911,14511,601,52.69273646,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-05-08,2258,44,233,28,819.9310793,15.97739924,84.60759144,10.16743588,15329,818,55.66308022,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-05-09,2388,130,240,7,867.1370316,47.20595231,87.14945041,2.54185897,16023,693,58.18315183,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-05-10,2425,37,257,17,880.5725719,13.43554027,93.32253648,6.173086071,16361,338,59.41050659,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-05-11,2483,58,265,8,901.6336891,21.06111718,96.22751817,2.90498168,16619,258,60.34736318,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-05-12,2598,115,294,29,943.3928007,41.75911166,106.7580768,10.53055859,17246,627,62.62414258,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-05-13,2693,95,294,0,977.8894582,34.49665746,106.7580768,0,17933,687,65.11879559,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-05-14,2830,137,313,19,1027.637269,49.74781128,113.6574082,6.899331491,19038,1105,69.13130154,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-05-15,2970,140,313,0,1078.474449,50.83717941,113.6574082,0,19626,588,71.26646308,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-05-16,3032,62,313,0,1100.988057,22.51360802,113.6574082,0,20442,816,74.22954439,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-05-17,3062,30,313,0,1111.881738,10.8936813,113.6574082,0,21097,654,76.60799814,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-05-18,3091,29,370,57,1122.412297,10.53055859,134.3554027,20.69799447,21439,342,77.84987781,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-05-19,3192,101,370,0,1159.087691,36.67539372,134.3554027,0,22039,601,80.02861407,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-05-20,3335,143,384,14,1211.014238,51.92654754,139.4391207,5.083717941,23204,1165,84.25899364,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-05-21,3496,161,385,1,1269.476994,58.46275632,139.8022434,0.36312271,23890,685,86.75001543,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-05-22,3621,125,409,24,1314.867333,45.39033876,148.5171884,8.714945041,24346,456,88.40585499,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-05-23,3812,191,426,17,1384.223771,69.35643762,154.6902745,6.173086071,25575,1229,92.8686331,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-05-24,4219,407,429,3,1532.014714,147.790943,155.7796426,1.08936813,26635,1061,96.71773382,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-05-25,5457,1238,429,0,1981.560629,449.5459151,155.7796426,0,27284,649,99.07440021,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-05-26,5457,0,441,12,1981.560629,0,160.1371151,4.357472521,28415,1131,103.1813181,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-05-27,6039,582,481,40,2192.898046,211.3374173,174.6620235,14.5249084,29376,961,106.6709273,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-05-28,6942,903,497,16,2520.797853,327.8998072,180.4719869,5.809963361,30141,765,109.448816,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-05-29,7180,238,507,10,2607.221058,86.42320499,184.103214,3.631227101,31273,1132,113.5593651,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-05-30,7180,0,510,3,2607.221058,0,185.1925821,1.08936813,32867,1594,119.3475411,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-05-31,7504,324,519,9,2724.872816,117.6517581,188.4606865,3.268104391,34367,1501,124.7943818,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-06-01,8143,639,527,8,2956.908228,232.0354117,191.3656682,2.90498168,34946,578,126.8968623,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-06-02,8148,5,531,4,2958.723842,1.81561355,192.818159,1.45249084,35465,520,128.7814691,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-06-03,7890,0,538,7,2865.038182,0,195.360018,2.54185897,36212,747,131.4939958,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-06-04,9510,1620,,0,3453.296973,588.2587903,0,0,35291,0,128.1496356,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-06-05,10198,688,,0,3703.125397,249.8284245,0,0,35291,0,128.1496356,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-06-06,10487,289,,0,3808.06786,104.9424632,0,0,36781,1490,133.560164,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-06-07,10716,229,,0,3891.222961,83.1551006,0,0,36781,0,133.560164,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-06-08,10886,170,,0,3952.953822,61.73086071,0,0,38512,1731,139.8458181,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-06-09,11067,181,,0,4018.679032,65.72521052,0,0,39909,1397,144.9186424,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Ucalayi,2020-03-04,0,0,0,0,0,0,0,0,1,0,0.02014265,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-03-05,0,0,0,0,0,0,0,0,1,0,0.02014265,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-03-06,0,0,0,0,0,0,0,0,2,1,0.0402853,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-03-07,0,0,0,0,0,0,0,0,3,1,0.060427951,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-03-08,0,0,0,0,0,0,0,0,3,1,0.060427951,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-03-09,0,0,0,0,0,0,0,0,4,1,0.080570601,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-03-10,0,0,0,0,0,0,0,0,5,1,0.100713251,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-03-11,0,0,0,0,0,0,0,0,10,5,0.201426502,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-03-12,0,0,0,0,0,0,0,0,12,3,0.241711803,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-03-13,0,0,0,0,0,0,0,0,16,4,0.322282404,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-03-14,0,0,0,0,0,0,0,0,21,4,0.422995655,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-03-15,0,0,0,0,0,0,0,0,24,4,0.483423606,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-03-16,0,0,0,0,0,0,0,0,31,7,0.624422158,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-03-17,0,0,0,0,0,0,0,0,37,6,0.745278059,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-03-18,0,0,0,0,0,0,0,0,41,4,0.82584866,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-03-19,0,0,0,0,0,0,0,0,51,10,1.027275163,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-03-20,0,0,0,0,0,0,0,0,57,6,1.148131064,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-03-21,0,0,0,0,0,0,0,0,66,9,1.329414916,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-03-22,0,0,0,0,0,0,0,0,82,16,1.65169732,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-03-23,0,0,0,0,0,0,0,0,89,6,1.792695872,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-03-24,0,0,0,0,0,0,0,0,93,5,1.873266473,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-03-25,0,0,0,0,0,0,0,0,107,14,2.155263577,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-03-26,0,0,0,0,0,0,0,0,122,16,2.45740333,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-03-27,0,0,0,0,0,0,0,0,134,11,2.699115133,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-03-28,0,0,0,0,0,0,0,0,145,11,2.920684286,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-03-29,0,0,0,0,0,0,0,0,168,24,3.383965242,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-03-30,0,0,0,0,0,0,0,0,179,10,3.605534395,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-03-31,0,0,0,0,0,0,0,0,192,13,3.867388848,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-04-01,0,0,0,0,0,0,0,0,207,15,4.169528602,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-04-02,0,0,0,0,0,0,0,0,219,12,4.411240405,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-04-03,0,0,0,0,0,0,0,0,230,11,4.632809557,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-04-04,0,0,0,0,0,0,0,0,237,7,4.773808109,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-04-05,0,0,0,0,0,0,0,0,258,21,5.196803764,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-04-06,0,0,0,0,0,0,0,0,271,13,5.458658217,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-04-07,0,0,0,0,0,0,0,0,286,15,5.760797971,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-04-08,0,0,0,0,0,0,0,0,526,240,10.59503403,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-04-09,0,0,0,0,0,0,0,0,644,118,12.97186676,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-04-10,12,12,12,12,24.1711803,24.1711803,24.1711803,24.1711803,744,101,14.98613179,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-04-11,14,2,14,2,28.19971035,4.02853005,28.19971035,4.02853005,864,120,17.40324982,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-04-12,15,1,15,1,30.21397537,2.014265025,30.21397537,2.014265025,1007,143,20.2836488,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-04-13,17,2,17,2,34.24250542,4.02853005,34.24250542,4.02853005,1148,141,23.12376249,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-04-14,32,15,32,15,64.4564808,30.21397537,64.4564808,30.21397537,1349,200,27.17243519,,0,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-04-15,32,0,32,0,64.4564808,0,64.4564808,0,1444,95,29.08598696,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-04-16,49,17,49,17,98.69898622,34.24250542,98.69898622,34.24250542,1604,160,32.308811,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-04-17,56,7,56,7,112.7988414,14.09985517,112.7988414,14.09985517,1685,80,33.94036567,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-04-18,73,17,73,17,147.0413468,34.24250542,147.0413468,34.24250542,1783,99,35.91434539,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-04-19,97,24,97,24,195.3837074,48.3423606,195.3837074,48.3423606,1888,104,38.02932367,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-04-20,120,23,120,23,241.711803,46.32809557,241.711803,46.32809557,1944,57,39.15731208,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-04-21,149,29,149,29,300.1254887,58.41368572,300.1254887,58.41368572,2047,102,41.23200506,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-04-22,172,23,172,23,346.4535843,46.32809557,346.4535843,46.32809557,2242,195,45.15982186,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-04-23,210,38,210,38,422.9956552,76.54207095,422.9956552,76.54207095,2439,197,49.12792396,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-04-24,226,16,226,16,455.2238956,32.2282404,455.2238956,32.2282404,2613,174,52.6327451,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-04-25,323,97,323,97,650.607603,195.3837074,650.607603,195.3837074,2876,263,57.93026212,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-04-26,349,26,349,26,702.9784937,52.37089065,702.9784937,52.37089065,3069,193,61.81779361,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-04-27,370,21,370,21,745.2780592,42.29956552,745.2780592,42.29956552,3160,90,63.65077479,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-04-28,454,84,454,84,914.4763213,169.1982621,914.4763213,169.1982621,3532,372,71.14384068,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-04-29,526,72,526,72,1059.503403,145.0270818,1059.503403,145.0270818,3913,380,78.81819042,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-04-30,671,145,671,145,1351.571832,292.0684286,1351.571832,292.0684286,4205,292,84.6998443,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-05-01,760,89,760,89,1530.841419,179.2695872,1530.841419,179.2695872,4527,322,91.18577768,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-05-02,826,66,826,66,1663.782911,132.9414916,1663.782911,132.9414916,4701,174,94.69059882,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-05-03,913,87,913,87,1839.023968,175.2410572,1839.023968,175.2410572,4959,259,99.88740259,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-05-04,953,40,953,40,1919.594569,80.570601,1919.594569,80.570601,5097,138,102.6670883,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-05-05,1032,79,1032,79,2078.721506,159.126937,2078.721506,159.126937,5377,280,108.3070304,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-05-06,1076,44,1076,44,2167.349167,88.6276611,2167.349167,88.6276611,5681,304,114.4303961,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-05-07,1169,93,1169,93,2354.675814,187.3266473,2354.675814,187.3266473,5927,246,119.385488,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-05-08,1208,39,1208,39,2433.23215,78.55633597,2433.23215,78.55633597,6261,334,126.1131332,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-05-09,1255,47,1255,47,2527.902606,94.67045617,2527.902606,94.67045617,6544,283,131.8135032,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-05-10,1329,74,1329,74,2676.958218,149.0556118,2676.958218,149.0556118,6682,138,134.593189,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-05-11,1392,63,1392,63,2803.856915,126.8986966,2803.856915,126.8986966,6788,105,136.7283099,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-05-12,1437,45,1437,45,2894.498841,90.64192612,2894.498841,90.64192612,7044,256,141.8848284,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-05-13,1486,49,1486,49,2993.197827,98.69898622,2993.197827,98.69898622,7325,281,147.5449131,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-05-14,1542,56,1542,56,3105.996668,112.7988414,3105.996668,112.7988414,7776,451,156.6292483,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-05-15,1622,80,1622,80,3267.13787,161.141202,3267.13787,161.141202,8016,240,161.4634844,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-05-16,1658,36,1658,36,3339.651411,72.5135409,3339.651411,72.5135409,8349,333,168.1709869,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-05-17,1709,51,1709,51,3442.378928,102.7275163,3442.378928,102.7275163,8617,267,173.5692172,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-05-18,2032,323,2032,323,4092.986531,650.607603,4092.986531,650.607603,8756,140,176.3690456,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-05-19,2224,192,2224,192,4479.725415,386.7388848,4479.725415,386.7388848,9001,245,181.3039949,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-05-20,2371,147,2371,147,4775.822374,296.0969587,4775.822374,296.0969587,9477,476,190.8918964,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-05-21,2478,107,2478,107,4991.348732,215.5263577,4991.348732,215.5263577,9757,280,196.5318385,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-05-22,2652,174,2652,174,5341.830846,350.4821143,5341.830846,350.4821143,9943,186,200.2783714,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-05-23,2775,123,2775,123,5589.585444,247.7545981,5589.585444,247.7545981,10445,502,210.3899819,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-05-24,2941,166,2941,166,5923.953438,334.3679941,5923.953438,334.3679941,10879,433,219.1318921,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-05-25,2959,18,2959,18,5960.210209,36.25677045,5960.210209,36.25677045,11144,265,224.4696944,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-05-26,3238,279,3238,279,6522.190151,561.9799419,6522.190151,561.9799419,11606,462,233.7755988,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-05-27,3238,0,3238,0,6522.190151,0,6522.190151,0,11998,392,241.6715177,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-05-28,3530,292,3530,292,7110.355538,588.1653873,7110.355538,588.1653873,12310,312,247.9560246,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-05-29,3645,115,3645,115,7341.996016,231.6404779,7341.996016,231.6404779,12773,462,257.2820716,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-05-30,3645,0,3645,0,7341.996016,0,7341.996016,0,13424,651,270.3949369,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-05-31,4054,409,4054,409,8165.830411,823.8343952,8165.830411,823.8343952,14037,613,282.7423815,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-06-01,4268,214,4268,214,8596.883126,431.0527153,8596.883126,431.0527153,14273,236,287.496047,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-06-02,4467,199,4467,199,8997.721866,400.83874,8997.721866,400.83874,14485,212,291.7662889,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-06-03,4580,113,4580,113,9225.333814,227.6119478,9225.333814,227.6119478,14790,305,297.9097972,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-06-04,5023,443,5023,443,10117.65322,892.319406,10117.65322,892.319406,14393,0,289.913165,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-06-05,5087,64,5087,64,10246.56618,128.9129616,10246.56618,128.9129616,14393,0,289.913165,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-06-06,5183,96,,0,10439.93562,193.3694424,0,0,14798,405,298.0709384,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-06-07,5306,123,,0,10687.69022,247.7545981,0,0,14798,0,298.0709384,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-06-08,5421,115,,0,10919.3307,231.6404779,0,0,15736,938,316.9647443,,,,tests performed,,496459,,,,,,,,,,,,
PER,South America,Ucalayi,2020-06-09,5525,104,,0,11128.81426,209.4835626,0,0,16300,564,328.3251991,,,,tests performed,,496459,,,,,,,,,,,,
