iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,imported_cases,new_tests_smoothed_per_thousand,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand
PER,South America,Lima,2020-05-29,92057,4579,1547,74,8212.699981,408.5072641,138.0128276,6.601777145,1478845.843,53526.67658,439.7756002,0,90,,tests performed,,11209103,,,,,,,,,,,,
PER,South America,Lima,2020-05-30,96583,4526,1625,78,8616.478946,403.7789643,144.9714576,6.958629964,1554233.601,75387.75837,462.1939864,0,90,,tests performed,,11209103,,,,,,,,,,,,
PER,South America,Lima,2020-05-31,100526,3943,1709,84,8968.246612,351.767666,152.4653668,7.493909191,1625201.796,70968.19503,483.2982621,0,90,,tests performed,,11209103,,,,,,,,,,,,
PER,South America,Lima,2020-06-01,103020,2494,1786,77,9190.744344,222.4977324,159.3347835,6.869416759,1652541.599,27339.80307,491.4282615,0,90,,tests performed,,11209103,,,,,,,,,,,,
PER,South America,Lima,2020-06-02,109078,6058,1868,82,9731.197938,540.4535938,166.6502663,7.315482782,1677117.446,24575.8466,498.7366072,0,90,,tests performed,,11209103,,,,,,,,,,,,
PER,South America,Lima,2020-06-03,108323,0,1947,79,9663.841968,0,173.6981095,7.047843168,1712426.298,35308.85222,509.2370014,0,90,,tests performed,,11209103,,,,,,,,,,,,
PER,South America,Lima,2020-06-04,108680,357,2019,72,9695.691083,31.84911406,180.1214602,6.423350736,1754859,42432.70192,521.8553171,0,90,,tests performed,,11209103,,,,,,,,,,,,
PER,South America,Lima,2020-06-05,110161,1481,2095,76,9827.815839,132.1247561,186.9016638,6.780203554,1754859,0,521.8553171,0,90,,tests performed,,11209103,,,,,,,,,,,,
PER,South America,Lima,2020-06-06,112974,2813,2186,91,10078.77258,250.9567447,195.0200654,8.118401624,1809480,54621,538.0983652,0,90,,tests performed,,11209103,,,,,,,,,,,,
PER,South America,Lima,2020-06-07,116159,3185,2283,97,10362.91664,284.1440568,203.6737462,8.653680852,1809480,0,538.0983652,0,90,,tests performed,,11209103,,,,,,,,,,,,
PER,South America,Lima,2020-06-08,118036,1877,,0,10530.36983,167.4531851,0,0,1854138,44658,551.3786429,0,90,,tests performed,,11209103,,,,,,,,,,,,
PER,South America,Lima,2020-06-09,120183,2147,,0,10721.91058,191.5407504,0,0,1887255,33117,561.2268885,0,90,,tests performed,,11209103,,,,,,,,,,,,
PER,South America,Loreto,2020-03-04,0,0,0,0,0,0,0,0,1,0,0.011318491,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-03-05,0,0,0,0,0,0,0,0,1,1,0.022636982,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-03-06,0,0,0,0,0,0,0,0,2,1,0.033955473,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-03-07,0,0,0,0,0,0,0,0,3,1,0.045273964,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-03-08,0,0,0,0,0,0,0,0,3,1,0.045273964,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-03-09,0,0,0,0,0,0,0,0,4,1,0.056592455,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-03-10,0,0,0,0,0,0,0,0,5,1,0.067910946,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-03-11,0,0,0,0,0,0,0,0,10,6,0.135821892,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-03-12,0,0,0,0,0,0,0,0,12,3,0.169777365,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-03-13,0,0,0,0,0,0,0,0,16,5,0.237688311,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-03-14,0,0,0,0,0,0,0,0,21,5,0.294280766,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-03-15,0,0,0,0,0,0,0,0,24,5,0.350873222,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-03-16,0,0,0,0,0,0,0,0,31,8,0.44142115,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-03-17,1,1,0,0,1.131849102,1.131849102,1.131849102,0,37,8,0.531969078,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-03-18,10,9,0,0,11.31849102,10.18664192,11.31849102,0,41,5,0.588561533,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-03-19,11,1,0,0,12.45034012,1.131849102,12.45034012,0,51,13,0.724383425,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-03-20,12,1,0,0,13.58218922,1.131849102,13.58218922,0,57,8,0.814931353,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-03-21,14,2,0,0,15.84588743,2.263698204,15.84588743,0,66,12,0.950753246,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-03-22,14,0,0,0,15.84588743,0,15.84588743,0,82,20,1.177123066,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-03-23,16,2,0,0,18.10958563,2.263698204,18.10958563,0,89,8,1.267670994,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-03-24,16,0,0,0,18.10958563,0,18.10958563,0,93,6,1.33558194,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-03-25,18,2,0,0,20.37328383,2.263698204,20.37328383,0,107,17,1.527996288,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-03-26,18,0,0,0,20.37328383,0,20.37328383,0,122,20,1.754366108,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-03-27,23,5,0,0,26.03252934,5.659245509,26.03252934,0,134,14,1.912824982,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-03-28,27,4,0,0,30.55992575,4.527396408,30.55992575,0,145,14,2.071283856,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-03-29,52,25,0,0,58.8561533,28.29622755,58.8561533,2,168,30,2.399520096,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-03-30,53,1,2,2,59.9880024,1.131849102,59.9880024,0,179,13,2.546660479,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-03-31,58,5,2,0,65.64724791,5.659245509,65.64724791,0,192,17,2.739074827,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-04-01,66,8,2,0,74.70204072,9.054792815,74.70204072,0,207,19,2.954126156,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-04-02,72,6,2,0,81.49313534,6.791094611,81.49313534,0,219,16,3.135222012,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-04-03,84,12,2,0,95.07532456,13.58218922,95.07532456,0,230,14,3.293680886,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-04-04,106,22,2,0,119.9760048,24.90068024,119.9760048,0,237,8,3.384228815,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-04-05,143,37,2,0,161.8544216,41.87841677,161.8544216,0,258,26,3.678509581,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-04-06,171,28,2,0,193.5461964,31.69177485,193.5461964,1,271,17,3.870923928,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-04-07,206,35,3,1,233.160915,39.61471857,233.160915,10,286,19,4.085975258,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-04-08,290,84,13,1,328.2362395,95.07532456,328.2362395,0,526,302,7.515478036,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-04-09,315,25,5,0,356.5324671,28.29622755,356.5324671,0,644,149,9.190614707,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-04-10,315,0,5,0,356.5324671,0,356.5324671,1,744,127,10.62806307,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-04-11,315,0,6,1,356.5324671,0,356.5324671,0,864,151,12.33715521,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-04-12,322,7,0,0,364.4554108,7.922943713,364.4554108,0,1007,181,14.38580208,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-04-13,340,18,0,0,384.8286946,20.37328383,384.8286946,9,1148,178,16.40049349,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-04-14,357,17,9,9,404.0701294,19.24143473,404.0701294,1,1349,253,19.26407171,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-04-15,396,39,10,1,448.2122443,44.14211497,448.2122443,0,1444,120,20.62229064,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-04-16,412,16,10,0,466.32183,18.10958563,466.32183,0,1604,202,22.91994431,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-04-17,431,19,10,0,487.8269629,21.50513294,487.8269629,0,1685,101,24.06311191,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-04-18,485,54,10,0,548.9468144,61.1198515,548.9468144,4,1783,125,25.47792328,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-04-19,552,67,14,4,624.7807042,75.83388983,624.7807042,0,1888,132,26.96064561,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-04-20,585,33,14,0,662.1317246,37.35102036,662.1317246,5,1944,71,27.77557696,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-04-21,617,32,19,5,698.3508959,36.21917126,698.3508959,4,2047,129,29.2356623,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-04-22,653,36,23,4,739.0974635,40.74656767,739.0974635,0,2242,246,32.02001109,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-04-23,700,47,23,0,792.2943713,53.19690779,792.2943713,6,2439,249,34.83831536,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-04-24,708,8,29,6,801.3491641,9.054792815,801.3491641,7,2613,220,37.31706489,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-04-25,742,34,36,7,839.8320336,38.48286946,839.8320336,3,2876,333,41.0861224,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-04-26,786,44,39,3,889.6333941,49.80136048,889.6333941,0,3069,244,43.84783421,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-04-27,827,41,39,0,936.0392073,46.40581318,936.0392073,6,3160,114,45.13814218,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-04-28,881,54,45,6,997.1590588,61.1198515,997.1590588,6,3532,470,50.45783296,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-04-29,1003,122,51,6,1135.244649,138.0855904,1135.244649,4,3913,480,55.89070865,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-04-30,1202,199,55,4,1360.48262,225.2379713,1360.48262,2,4205,368,60.06723184,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-05-01,1355,153,57,2,1533.655533,173.1729126,1533.655533,0,4527,406,64.66253919,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-05-02,1425,70,57,0,1612.88497,79.22943713,1612.88497,2,4701,220,67.14128872,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-05-03,1502,77,59,2,1700.037351,87.15238084,1700.037351,0,4959,327,70.84243529,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-05-04,1502,0,0,0,1700.037351,0,1700.037351,62,5097,174,72.81185272,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-05-05,1595,93,62,62,1805.299317,105.2619665,1805.299317,5,5377,353,76.81859854,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-05-06,1559,0,67,5,1764.55275,0,1764.55275,0,5681,383,81.1535806,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-05-07,1666,107,67,0,1885.660604,121.1078539,1885.660604,0,5927,310,84.66231282,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-05-08,1704,38,67,0,1928.67087,43.01026587,1928.67087,0,6261,422,89.43871603,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-05-09,1735,31,67,0,1963.758192,35.08732216,1963.758192,8,6544,357,93.47941732,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-05-10,1780,45,75,8,2014.691401,50.93320958,2014.691401,3,6682,174,95.46015325,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-05-11,1834,54,78,3,2075.811253,61.1198515,2075.811253,4,6788,133,96.96551256,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-05-12,1933,99,82,4,2187.864314,112.0530611,2187.864314,10,7044,323,100.6213852,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-05-13,2037,104,92,10,2305.576621,117.7123066,2305.576621,3,7325,354,104.628131,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-05-14,2107,70,95,3,2384.806058,79.22943713,2384.806058,46,7776,570,111.0796709,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-05-15,2254,147,141,46,2551.187876,166.381818,2551.187876,102,8016,303,114.5091736,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-05-16,2444,190,243,136,2766.239205,215.0513294,2766.239205,58.5,8349,421,119.2629399,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-05-17,2696,252,301.5,78,3051.465179,285.2259737,3051.465179,3,8617,337,123.0885898,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-05-18,2811,115,304.5,4,3181.627825,130.1626467,3181.627825,13.5,8756,176,125.0806442,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-05-19,2960,149,318,18,3350.273342,168.6455162,3350.273342,1.5,9001,310,128.5893765,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-05-20,3085,125,319.5,2,3491.754479,141.4811377,3491.754479,3,9477,601,135.3804711,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-05-21,3166,81,322.5,4,3583.434257,91.67977725,3583.434257,3,9757,353,139.3758984,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-05-22,3201,35,325.5,4,3623.048975,39.61471857,3623.048975,13.5,9943,235,142.0357438,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-05-23,3293,92,339,18,3727.179092,104.1301174,3727.179092,4.5,10445,634,149.2116671,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-05-24,3391,98,343.5,6,3838.100304,110.921212,3838.100304,6,10879,547,155.4028817,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-05-25,3524,133,349.5,8,3988.636235,150.5359305,3988.636235,24,11144,334,159.1832577,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-05-26,3720,196,373.5,16,4210.478659,221.842424,4210.478659,0,11606,583,165.781938,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-05-27,3816,96,373.5,0,4319.136173,108.6575138,4319.136173,3,11998,495,171.3959095,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-05-28,3959,143,376.5,2,4480.990594,161.8544216,4480.990594,12,12310,394,175.855395,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-05-29,4109,150,388.5,8,4650.76796,169.7773653,4650.76796,6,12773,583,182.4540752,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-05-30,4635,526,394.5,4,5246.120587,595.3526276,5246.120587,3,13424,822,191.7578748,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-05-31,4715,80,397.5,2,5336.668515,90.54792815,5336.668515,3,14037,774,200.5070684,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-06-01,5133,418,400.5,2,5809.78144,473.1129246,5809.78144,6,14273,298,203.8912972,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-06-02,5355,222,406.5,4,6061.051941,251.2705006,6061.051941,3,14485,268,206.9133343,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-06-03,5517,162,409.5,2,6244.411495,183.3595545,6244.411495,0,14790,385,211.2709534,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-06-04,5757,240,409.5,0,6516.05528,271.6437845,6516.05528,0,14393,245,214.0439837,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-06-05,6172,415,409.5,0,6985.772657,469.7173773,6985.772657,9,14393,0,214.0439837,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-06-06,6187,15,418.5,6,7002.750393,16.97773653,6985.772657,6,14798,458,219.2278525,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-06-07,6225,38,424.5,4,7045.760659,43.01026587,6985.772657,0,14798,0,219.2278525,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-06-08,6349,124,424.5,0,7186.109948,140.3492886,6985.772657,0,15736,554,225.4982966,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Loreto,2020-06-09,6506,157,424.5,0,7363.810257,177.700309,6985.772657,0,16300,649,232.8439972,,0,,tests performed,,883510,,,,,,,,,,,,
PER,South America,Piura,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-03-05,0,0,0,0,0,0,0,0,3,3,0.010893681,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-03-06,0,0,0,0,0,0,0,0,5,2,0.018156136,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-03-07,0,0,0,0,0,0,0,0,7,2,0.02541859,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-03-08,0,0,0,0,0,0,0,0,9,1,0.032681044,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-03-09,0,0,0,0,0,0,0,0,10,2,0.036312271,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-03-10,0,0,0,0,0,0,0,0,12,2,0.043574725,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-03-11,0,0,0,0,0,0,0,0,23,11,0.083518223,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-03-12,0,0,0,0,0,0,0,0,30,6,0.108936813,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-03-13,0,0,0,0,0,0,0,0,40,11,0.145249084,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-03-14,0,0,0,0,0,0,0,0,50,10,0.181561355,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-03-15,2,2,0,0,0.72624542,0.72624542,0,0,59,9,0.214242399,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-03-16,2,0,0,0,0.72624542,0,0,0,75,16,0.272342033,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-03-17,2,0,0,0,0.72624542,0,0,0,91,16,0.330441666,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-03-18,2,0,0,0,0.72624542,0,0,0,100,9,0.36312271,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-03-19,2,0,0,0,0.72624542,0,0,0,125,25,0.453903388,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-03-20,2,0,0,0,0.72624542,0,0,0,140,15,0.508371794,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-03-21,18,16,0,0,6.536208781,5.809963361,0,0,162,22,0.58825879,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-03-22,18,0,1,1,6.536208781,0,0.36312271,0.36312271,201,39,0.729876647,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-03-23,19,1,1,0,6.899331491,0.36312271,0.36312271,0,217,16,0.787976281,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-03-24,19,0,1,0,6.899331491,0,0.36312271,0,228,11,0.827919779,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-03-25,19,0,1,0,6.899331491,0,0.36312271,0,261,33,0.947750273,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-03-26,20,1,1,0,7.262454201,0.36312271,0.36312271,0,300,38,1.08936813,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-03-27,20,0,1,0,7.262454201,0,0.36312271,0,327,28,1.187411262,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-03-28,20,0,1,0,7.262454201,0,0.36312271,0,354,27,1.285454394,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-03-29,21,1,1,0,7.625576911,0.36312271,0.36312271,0,412,58,1.496065565,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-03-30,21,0,1,0,7.625576911,0,0.36312271,0,437,25,1.586846243,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-03-31,21,0,1,0,7.625576911,0,0.36312271,0,470,33,1.706676737,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-04-01,26,5,1,0,9.441190461,1.81561355,0.36312271,0,507,37,1.84103214,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-04-02,27,1,1,0,9.804313172,0.36312271,0.36312271,0,537,30,1.949968953,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-04-03,27,0,1,0,9.804313172,0,0.36312271,0,564,27,2.048012085,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-04-04,27,0,1,0,9.804313172,0,0.36312271,0,580,16,2.106111718,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-04-05,29,2,1,0,10.53055859,0.72624542,0.36312271,0,631,51,2.2913043,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-04-06,30,1,1,0,10.8936813,0.36312271,0.36312271,0,664,33,2.411134795,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-04-07,35,5,3,2,12.70929485,1.81561355,1.08936813,0.72624542,701,37,2.545490198,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-04-08,41,6,1,0,14.88803111,2.17873626,0.36312271,0,1287,587,4.673389278,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-04-09,53,12,3,2,19.24550363,4.357472521,1.08936813,0.72624542,1576,288,5.722813911,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-04-10,68,15,3,0,24.69234428,5.446840651,1.08936813,0,1822,246,6.616095777,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-04-11,91,23,5,2,33.04416662,8.351822331,1.81561355,0.72624542,2115,294,7.680045318,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-04-12,104,13,5,0,37.76476185,4.720595231,1.81561355,0,2466,351,8.95460603,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-04-13,120,16,5,0,43.57472521,5.809963361,1.81561355,0,2811,345,10.20737938,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-04-14,224,104,14,9,81.33948705,37.76476185,5.083717941,3.268104391,3302,491,11.99031189,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-04-15,229,5,14,0,83.1551006,1.81561355,5.083717941,0,3535,233,12.8363878,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-04-16,233,4,14,0,84.60759144,1.45249084,5.083717941,0,3928,393,14.26346005,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-04-17,264,31,15,1,95.86439546,11.25680401,5.446840651,0.36312271,4124,197,14.97518056,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-04-18,344,80,24,9,124.9142123,29.0498168,8.714945041,3.268104391,4367,242,15.85756875,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-04-19,420,76,37,13,152.5115382,27.59732596,13.43554027,4.720595231,4622,255,16.78353166,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-04-20,436,16,37,0,158.3215016,5.809963361,13.43554027,0,4760,139,17.284641,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-04-21,475,39,37,0,172.4832873,14.16178569,13.43554027,0,5011,251,18.196079,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-04-22,514,39,45,8,186.645073,14.16178569,16.34052195,2.90498168,5488,477,19.92817433,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-04-23,568,54,45,0,206.2536993,19.60862634,16.34052195,0,5971,482,21.68205702,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-04-24,585,17,45,0,212.4267854,6.173086071,16.34052195,0,6397,426,23.22895976,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-04-25,669,84,79,34,242.929093,30.50230764,28.68669409,12.34617214,7042,645,25.57110124,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-04-26,790,121,79,0,286.8669409,43.93784792,28.68669409,0,7515,473,27.28867166,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-04-27,816,26,92,13,296.3081314,9.441190461,33.40728933,4.720595231,7737,222,28.09480408,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-04-28,960,144,92,0,348.5978017,52.28967025,33.40728933,0,8648,912,31.40285197,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-04-29,1080,120,103,11,392.1725269,43.57472521,37.40163914,3.994349811,9580,931,34.78715562,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-04-30,1207,127,118,15,438.289111,46.11658418,42.84847979,5.446840651,10295,715,37.383483,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-05-01,1396,189,119,1,506.9193032,68.6301922,43.2116025,0.36312271,11083,788,40.24488996,,0,,tests performed,,2753890,,,,,,,,,,,,
PER,South America,Piura,2020-05-02,1492,96,131,12,541.7790834,34.85978017,47.56907502,4.357472521,11509,426,41.7917927,,0,,tests performed,,2753890,,,,,,,,,,,,
